date,poll_id,question_id,state,state_po,sample_size,population,d_prob
2018-11-28,57026,92080,Ohio,OH,648.0,v,0.48
2018-12-17,57170,92351,National,NAT,1001.0,rv,0.42
2019-01-07,57275,92597,North Carolina,NC,750.0,rv,0.49
2019-01-21,57365,92773,National,NAT,760.0,rv,0.53
2019-01-26,57427,92926,Michigan,MI,600.0,lv,0.5329999999999999
2019-02-01,57472,93049,National,NAT,1084.0,lv,0.503
2019-02-01,57442,92959,National,NAT,1338.0,lv,0.52
2019-02-02,57445,92974,Iowa,IA,831.0,rv,0.506
2019-02-13,57556,93241,Arizona,AZ,600.0,lv,0.46
2019-02-13,57543,93202,North Carolina,NC,500.0,lv,0.39
2019-02-14,57528,93161,Texas,TX,743.0,rv,0.46
2019-02-16,57532,93173,National,NAT,1000.0,rv,0.546
2019-02-22,57574,93281,New Hampshire,NH,910.0,rv,0.5479999999999999
2019-02-23,57608,93387,National,NAT,1000.0,rv,0.51
2019-02-25,57601,93369,Texas,TX,1222.0,rv,0.46
2019-03-02,57612,93401,South Carolina,SC,755.0,rv,0.48100000000000004
2019-03-10,57656,93506,Michigan,MI,743.0,rv,0.537
2019-03-10,57732,93709,National,NAT,4049.0,lv,0.505
2019-03-12,57684,93585,National,NAT,1622.0,a,0.48
2019-03-17,57697,93612,Wisconsin,WI,775.0,rv,0.5429999999999999
2019-03-18,57714,93674,National,NAT,1001.0,rv,0.44
2019-03-18,57712,93667,National,NAT,1153.0,rv,0.5539999999999999
2019-03-20,57741,93742,National,NAT,1002.0,rv,0.47
2019-03-21,57752,93780,Wisconsin,WI,616.0,lv,0.53
2019-03-21,57754,93786,Pennsylvania,PA,632.0,lv,0.5
2019-03-21,57753,93783,Michigan,MI,530.0,lv,0.45
2019-03-24,57742,93750,Iowa,IA,707.0,rv,0.528
2019-03-28,57791,93877,National,NAT,5000.0,lv,0.49
2019-03-28,57788,93867,Pennsylvania,PA,808.0,rv,0.5479999999999999
2019-03-28,57802,93902,National,NAT,846.0,rv,0.53
2019-03-30,57799,93893,Nevada,NV,719.0,rv,0.517
2019-04-01,57820,93954,National,NAT,1000.0,rv,0.45
2019-04-07,57834,93989,Massachusetts,MA,761.0,rv,0.688
2019-04-09,57871,94080,National,NAT,1584.0,rv,0.45
2019-04-11,59437,101771,Missouri,MO,955.0,lv,0.43
2019-04-14,57884,94101,National,NAT,914.0,rv,0.528
2019-04-18,57947,94220,Wisconsin,WI,802.0,lv,0.5
2019-04-21,57929,94215,National,NAT,1992.0,rv,0.42
2019-04-26,57957,94240,National,NAT,1000.0,rv,0.43
2019-04-28,57973,94334,National,NAT,470.0,rv,0.51
2019-04-28,57962,94251,Texas,TX,799.0,rv,0.505
2019-04-29,57982,94298,National,NAT,1002.0,rv,0.43
2019-04-30,58044,94427,Florida,FL,200.0,lv,0.44
2019-04-30,58045,94428,Iowa,IA,200.0,lv,0.44
2019-04-30,58046,94429,Texas,TX,200.0,lv,0.42
2019-04-30,58049,94432,Pennsylvania,PA,200.0,lv,0.46
2019-04-30,58047,94430,Wisconsin,WI,200.0,lv,0.42
2019-04-30,58048,94431,Michigan,MI,200.0,lv,0.45
2019-05-02,58013,94372,Arizona,AZ,600.0,lv,0.49
2019-05-09,58065,94662,National,NAT,903.0,lv,0.49
2019-05-13,58058,98198,National,NAT,1006.0,rv,0.544
2019-05-14,58082,94491,Pennsylvania,PA,978.0,rv,0.53
2019-05-14,58085,94508,National,NAT,1008.0,rv,0.49
2019-05-14,58087,94503,National,NAT,1650.0,rv,0.48
2019-05-18,58788,100072,North Dakota,ND,400.0,a,0.39
2019-05-19,58117,94559,Florida,FL,1007.0,rv,0.498
2019-05-21,58135,94603,National,NAT,2904.0,lv,0.47
2019-05-26,58174,94694,National,NAT,1001.0,rv,0.43
2019-05-30,58192,94749,Michigan,MI,600.0,lv,0.5329999999999999
2019-06-01,58390,97600,North Carolina,NC,730.0,lv,0.41
2019-06-03,58187,94742,North Carolina,NC,932.0,rv,0.557
2019-06-04,58198,94777,Texas,TX,1159.0,rv,0.48
2019-06-05,58389,97591,National,NAT,3851.0,rv,0.5
2019-06-05,58389,97590,National,NAT,4416.0,a,0.47
2019-06-06,58751,99816,National,NAT,1200.0,lv,0.478
2019-06-09,58411,97739,National,NAT,1991.0,rv,0.44
2019-06-10,58418,97724,National,NAT,1214.0,rv,0.53
2019-06-11,58426,98024,National,NAT,1000.0,a,0.46
2019-06-12,58452,97907,Michigan,MI,600.0,lv,0.52
2019-06-12,58467,98013,National,NAT,1001.0,rv,0.49
2019-06-12,58473,98032,Kentucky,KY,741.0,lv,0.37
2019-06-13,58484,98057,Pennsylvania,PA,565.0,lv,0.43
2019-06-13,58483,98053,Michigan,MI,587.0,lv,0.46
2019-06-13,58482,98049,Wisconsin,WI,535.0,lv,0.46
2019-06-14,58465,98742,South Carolina,SC,2312.0,rv,0.38
2019-06-16,58500,98095,Florida,FL,3095.0,lv,0.473
2019-06-17,58488,98067,Florida,FL,1279.0,rv,0.5
2019-06-18,58512,98185,North Carolina,NC,610.0,rv,0.49
2019-06-23,58542,98424,National,NAT,1001.0,rv,0.41
2019-06-24,58535,98294,National,NAT,1096.0,rv,0.5479999999999999
2019-06-24,58565,98599,Maine,ME,767.0,rv,0.54
2019-07-01,58602,99068,National,NAT,875.0,rv,0.53
2019-07-01,58602,99067,National,NAT,1008.0,a,0.55
2019-07-02,58616,99066,National,NAT,4500.0,lv,0.48
2019-07-08,58623,99093,National,NAT,1100.0,rv,0.534
2019-07-09,58646,99307,National,NAT,800.0,rv,0.51
2019-07-17,58845,100375,North Dakota,ND,500.0,lv,0.34
2019-07-17,58748,99803,Michigan,MI,820.0,rv,0.49
2019-07-22,58733,99734,Ohio,OH,1431.0,rv,0.5
2019-07-23,58731,99768,National,NAT,1004.0,rv,0.49
2019-07-26,58749,99794,National,NAT,1000.0,rv,0.42
2019-07-27,58764,99863,Texas,TX,1414.0,rv,0.369
2019-07-29,58759,99857,National,NAT,1233.0,rv,0.513
2019-07-31,59587,102773,North Carolina,NC,600.0,lv,0.49
2019-07-31,59586,102771,Kentucky,KY,600.0,lv,0.41
2019-07-31,59585,102770,Colorado,CO,600.0,lv,0.51
2019-07-31,59584,102769,Arizona,AZ,600.0,lv,0.5
2019-07-31,59573,102772,Maine,ME,600.0,lv,0.5
2019-07-31,59544,102560,National,NAT,832.0,lv,0.47
2019-08-01,58837,100685,Washington,WA,1265.0,lv,0.519
2019-08-01,58803,100137,National,NAT,856.0,rv,0.54
2019-08-03,58821,100179,Texas,TX,1033.0,rv,0.508
2019-08-04,58900,100479,North Carolina,NC,500.0,lv,0.44
2019-08-04,58823,100189,Texas,TX,1261.0,rv,0.41200000000000003
2019-08-05,58840,100352,North Carolina,NC,2113.0,rv,0.49
2019-08-05,58836,100344,California,CA,2184.0,rv,0.61
2019-08-05,58835,100337,National,NAT,5459.0,rv,0.5
2019-08-06,58891,100463,New Hampshire,NH,505.0,rv,0.53
2019-08-06,59465,102062,Utah,UT,149.0,rv,0.35
2019-08-09,58918,100690,Alaska,AK,321.0,lv,0.4
2019-08-12,58907,100713,National,NAT,897.0,lv,0.45
2019-08-13,58906,100640,National,NAT,1013.0,rv,0.5
2019-08-14,58960,101005,Arizona,AZ,600.0,lv,0.45
2019-08-16,58933,100762,Nevada,NV,926.0,rv,0.49
2019-08-18,58963,100849,National,NAT,1998.0,rv,0.42
2019-08-19,58930,100766,Colorado,CO,1000.0,rv,0.5489999999999999
2019-08-21,59450,101842,Michigan,MI,600.0,lv,0.51
2019-08-23,59427,101731,National,NAT,1002.0,rv,0.44
2019-08-25,59537,102447,Texas,TX,1660.0,rv,0.43
2019-08-26,59443,101815,National,NAT,1458.0,rv,0.542
2019-08-26,59451,101852,National,NAT,1422.0,rv,0.54
2019-08-29,59488,124820,Wisconsin,WI,672.0,lv,0.51
2019-08-29,59488,102228,Wisconsin,WI,800.0,rv,0.51
2019-08-30,59475,102084,National,NAT,848.0,rv,0.54
2019-09-05,59505,102430,National,NAT,877.0,rv,0.55
2019-09-05,59505,102425,National,NAT,1003.0,a,0.54
2019-09-06,59523,102339,Texas,TX,1004.0,rv,0.47
2019-09-09,59556,102619,Wisconsin,WI,534.0,lv,0.44
2019-09-09,59557,102622,Michigan,MI,529.0,lv,0.42
2019-09-09,59522,102332,New Hampshire,NH,1041.0,rv,0.546
2019-09-09,59558,102625,Pennsylvania,PA,527.0,lv,0.45
2019-09-12,59598,102802,Arizona,AZ,520.0,rv,0.42
2019-09-13,62225,111074,National,NAT,1423.0,a,0.45
2019-09-15,59725,103412,Virginia,VA,882.0,rv,0.55
2019-09-15,59725,103400,Virginia,VA,1009.0,a,0.55
2019-09-15,59604,102920,Florida,FL,934.0,rv,0.495
2019-09-15,59616,102981,Texas,TX,1199.0,rv,0.396
2019-09-15,59596,102960,California,CA,1785.0,rv,0.57
2019-09-16,59595,102945,National,NAT,4520.0,rv,0.49
2019-09-16,59591,102783,California,CA,830.0,rv,0.638
2019-09-17,59601,121437,National,NAT,1184.0,rv,0.45
2019-09-17,59611,102936,National,NAT,1008.0,rv,0.52
2019-09-17,59714,103380,National,NAT,1004.0,lv,0.49
2019-09-19,59627,103035,Missouri,MO,1046.0,lv,0.42
2019-09-22,59707,103231,National,NAT,1002.0,rv,0.45
2019-09-23,59642,103091,National,NAT,1019.0,rv,0.505
2019-09-24,59699,103172,National,NAT,876.0,rv,0.42
2019-09-24,59699,103171,National,NAT,1005.0,a,0.39
2019-09-24,59723,103396,National,NAT,1548.0,rv,0.47
2019-09-24,59710,103280,National,NAT,1000.0,lv,0.43
2019-09-26,59737,103505,Michigan,MI,804.0,lv,0.54
2019-09-30,59747,103476,National,NAT,1917.0,rv,0.43
2019-09-30,59747,103475,National,NAT,2234.0,a,0.39
2019-10-02,59934,104107,Connecticut,CT,1000.0,a,0.522
2019-10-02,59858,103850,Wisconsin,WI,1512.0,rv,0.48
2019-10-02,59820,103787,Ohio,OH,837.0,rv,0.526
2019-10-02,59775,103700,National,NAT,1000.0,rv,0.44
2019-10-03,59899,111090,National,NAT,887.0,lv,0.45
2019-10-03,59896,103940,Montana,MT,303.0,rv,0.465
2019-10-03,59853,103855,National,NAT,863.0,rv,0.51
2019-10-04,60087,104498,Virginia,VA,645.0,lv,0.51
2019-10-04,60087,104495,Virginia,VA,731.0,rv,0.52
2019-10-04,60087,104466,Virginia,VA,800.0,a,0.52
2019-10-06,59917,104066,North Carolina,NC,963.0,v,0.51
2019-10-07,60059,104328,North Carolina,NC,998.0,rv,0.34600000000000003
2019-10-07,60067,104362,Ohio,OH,1112.0,rv,0.53
2019-10-07,59902,103957,National,NAT,1483.0,rv,0.51
2019-10-08,59938,104254,National,NAT,1003.0,rv,0.5
2019-10-08,59915,121439,National,NAT,1241.0,rv,0.47
2019-10-09,60063,104343,North Carolina,NC,1076.0,rv,0.49700000000000005
2019-10-11,60060,104336,Ohio,OH,776.0,v,0.48
2019-10-13,60090,104501,Maine CD-1,ME,478.0,v,0.58
2019-10-13,60091,104502,Maine CD-2,ME,461.0,v,0.49
2019-10-13,60089,104473,Maine,ME,939.0,v,0.54
2019-10-15,65725,121481,National,NAT,15051.0,a,0.59
2019-10-15,60100,121440,National,NAT,1136.0,rv,0.48
2019-10-16,60106,104649,Iowa,IA,888.0,rv,0.494
2019-10-16,61983,109321,Minnesota,MN,800.0,rv,0.5
2019-10-16,62228,111154,California,CA,1242.0,rv,0.59
2019-10-16,62222,111124,National,NAT,3080.0,rv,0.52
2019-10-17,62431,124821,Wisconsin,WI,657.0,lv,0.51
2019-10-17,62431,111730,Wisconsin,WI,799.0,rv,0.5
2019-10-18,61979,111085,National,NAT,945.0,rv,0.47
2019-10-18,61979,111084,National,NAT,1116.0,a,0.43
2019-10-20,62230,111116,Florida,FL,644.0,rv,0.48
2019-10-20,62229,111197,National,NAT,892.0,rv,0.53
2019-10-21,62233,111142,National,NAT,1000.0,rv,0.507
2019-10-22,62241,121441,National,NAT,1204.0,rv,0.47
2019-10-23,62548,112634,Arizona,AZ,652.0,lv,0.4851
2019-10-23,62548,112631,Arizona,AZ,652.0,rv,0.4953
2019-10-23,62525,112544,Washington,WA,900.0,lv,0.59
2019-10-25,62550,112647,Michigan,MI,501.0,rv,0.44409999999999994
2019-10-25,62550,112650,Michigan,MI,501.0,lv,0.4539
2019-10-25,62552,112662,Pennsylvania,PA,661.0,lv,0.4606
2019-10-25,62552,112659,Pennsylvania,PA,661.0,rv,0.467
2019-10-26,62553,112668,Wisconsin,WI,651.0,lv,0.46149999999999997
2019-10-26,62553,112665,Wisconsin,WI,651.0,rv,0.4675
2019-10-26,62551,112656,North Carolina,NC,651.0,lv,0.45880000000000004
2019-10-26,62551,112653,North Carolina,NC,651.0,rv,0.4568
2019-10-26,62549,112640,Florida,FL,650.0,lv,0.46009999999999995
2019-10-26,62549,112637,Florida,FL,650.0,rv,0.457
2019-10-27,62541,112604,Texas,TX,1200.0,rv,0.39
2019-10-28,62508,112410,Arizona,AZ,901.0,rv,0.5
2019-10-28,62514,112436,National,NAT,1997.0,rv,0.41
2019-10-29,62515,121442,National,NAT,1274.0,rv,0.47
2019-10-30,62530,112643,Iowa,IA,1435.0,rv,0.4424
2019-10-30,62537,112582,National,NAT,720.0,rv,0.5
2019-10-30,62536,112577,National,NAT,1040.0,rv,0.51
2019-10-30,62527,112728,National,NAT,876.0,rv,0.56
2019-10-30,62527,112723,National,NAT,1003.0,a,0.56
2019-10-30,62616,113017,Georgia,GA,550.0,lv,0.46
2019-10-31,62532,112681,National,NAT,845.0,rv,0.53
2019-10-31,62623,113032,National,NAT,1500.0,lv,0.515
2019-11-02,62539,112596,Nevada,NV,1089.0,rv,0.493
2019-11-03,62538,112593,Michigan,MI,1051.0,rv,0.5579999999999999
2019-11-05,62570,121443,National,NAT,1201.0,rv,0.47
2019-11-08,62590,112864,National,NAT,1347.0,rv,0.44
2019-11-08,62608,112922,Georgia,GA,1028.0,rv,0.511
2019-11-09,62621,113027,Pennsylvania,PA,410.0,rv,0.52
2019-11-10,62662,113216,Georgia,GA,688.0,lv,0.48
2019-11-13,62629,113064,Nevada,NV,1506.0,rv,0.47
2019-11-13,62628,113060,North Carolina,NC,1504.0,rv,0.45
2019-11-14,62645,113152,Texas,TX,1093.0,rv,0.39399999999999996
2019-11-17,62674,124822,Wisconsin,WI,685.0,lv,0.45
2019-11-17,62674,113344,Wisconsin,WI,801.0,rv,0.44
2019-11-18,62668,113251,Georgia,GA,1303.0,lv,0.47
2019-11-18,62666,113225,New Hampshire,NH,512.0,rv,0.51
2019-11-20,62715,113432,National,NAT,1092.0,rv,0.493
2019-11-21,62992,114139,Texas,TX,1000.0,rv,0.44
2019-11-21,63036,114372,National,NAT,2055.0,rv,0.51
2019-11-21,62979,114009,National,NAT,3850.0,rv,0.52
2019-11-22,62980,114103,California,CA,2039.0,rv,0.59
2019-11-26,62978,113997,New Hampshire,NH,637.0,rv,0.45899999999999996
2019-11-26,62978,113992,New Hampshire,NH,547.0,rv,0.523
2019-12-04,63024,114290,Arizona,AZ,628.0,lv,0.44
2019-12-05,63026,114314,Wisconsin,WI,610.0,lv,0.3908
2019-12-05,63027,114319,Michigan,MI,551.0,lv,0.40869999999999995
2019-12-05,63028,114324,Pennsylvania,PA,598.0,lv,0.41240000000000004
2019-12-08,63158,115250,National,NAT,865.0,lv,0.45
2019-12-08,63090,124823,Wisconsin,WI,652.0,lv,0.49
2019-12-08,63090,114838,Wisconsin,WI,800.0,rv,0.47
2019-12-08,63083,114819,California,CA,1011.0,rv,0.56
2019-12-09,63084,114823,Texas,TX,1003.0,rv,0.47
2019-12-09,63055,114518,National,NAT,1553.0,rv,0.51
2019-12-10,63065,121448,National,NAT,1209.0,rv,0.45
2019-12-10,63060,114542,Iowa,IA,1043.0,rv,0.45
2019-12-11,63115,114891,National,NAT,1000.0,rv,0.48
2019-12-13,63160,115098,Virginia,VA,728.0,lv,0.49
2019-12-13,63160,115095,Virginia,VA,770.0,rv,0.47
2019-12-13,63160,115092,Virginia,VA,818.0,a,0.48
2019-12-14,63118,114914,National,NAT,849.0,rv,0.5
2019-12-14,63116,114924,National,NAT,1000.0,rv,0.406
2019-12-15,63136,115085,National,NAT,888.0,rv,0.49
2019-12-16,63203,115292,Virginia,VA,625.0,rv,0.49
2019-12-16,63202,115288,Florida,FL,625.0,rv,0.47
2019-12-17,63146,121449,National,NAT,1164.0,rv,0.48
2019-12-17,63139,114956,National,NAT,1222.0,rv,0.516
2019-12-19,63157,115082,National,NAT,1108.0,a,0.37
2019-12-19,63156,115102,National,NAT,1117.0,a,0.39
2019-12-23,63240,115548,Georgia,GA,625.0,rv,0.44
2019-12-30,66792,124631,National,NAT,1000.0,rv,0.49
2019-12-31,63206,121451,National,NAT,1123.0,rv,0.49
2019-12-31,63233,115520,Iowa,IA,964.0,v,0.46
2020-01-02,63255,115614,Connecticut,CT,1000.0,a,0.517
2020-01-04,63234,115524,Arizona,AZ,760.0,v,0.46
2020-01-05,63225,115426,National,NAT,8436.0,rv,0.46
2020-01-06,63224,115415,New Mexico,NM,967.0,rv,0.5429999999999999
2020-01-07,63238,115541,Michigan,MI,600.0,lv,0.501
2020-01-08,63246,115582,Wisconsin,WI,1504.0,rv,0.46
2020-01-08,63245,115578,Nevada,NV,1505.0,rv,0.47
2020-01-09,63381,116264,Alabama,AL,500.0,lv,0.38
2020-01-09,63283,115783,West Virginia,WV,500.0,lv,0.31
2020-01-11,63257,115619,National,NAT,846.0,rv,0.48
2020-01-12,63277,115700,Michigan,MI,600.0,lv,0.5
2020-01-12,63280,115772,Florida,FL,1285.0,rv,0.5141
2020-01-12,63282,124824,Wisconsin,WI,701.0,lv,0.48
2020-01-12,63268,115668,National,NAT,8299.0,rv,0.46
2020-01-12,63311,115906,Florida,FL,608.0,lv,0.45
2020-01-12,63282,115779,Wisconsin,WI,800.0,rv,0.49
2020-01-14,63278,121453,National,NAT,1108.0,rv,0.45
2020-01-16,63578,117018,Wisconsin,WI,500.0,lv,0.47
2020-01-16,63296,115921,California,CA,1967.0,rv,0.59
2020-01-16,63295,115912,National,NAT,4069.0,rv,0.5
2020-01-16,63406,116403,National,NAT,882.0,lv,0.46
2020-01-19,63304,115955,National,NAT,1051.0,rv,0.53
2020-01-19,63315,115933,National,NAT,5944.0,rv,0.46
2020-01-19,63389,116338,Texas,TX,520.0,lv,0.46
2020-01-21,63391,116348,Texas,TX,1486.0,lv,0.4
2020-01-21,63365,116194,Delaware,DE,410.0,lv,0.5589999999999999
2020-01-22,63405,116395,Utah,UT,1017.0,rv,0.31
2020-01-22,63350,116142,National,NAT,1005.0,rv,0.5
2020-01-22,63390,116342,Missouri,MO,1200.0,lv,0.43
2020-01-23,63338,116073,National,NAT,1128.0,rv,0.504
2020-01-23,63344,116159,National,NAT,880.0,rv,0.5
2020-01-23,63344,116153,National,NAT,1004.0,a,0.51
2020-01-23,63351,116138,New Hampshire,NH,2223.0,rv,0.51
2020-01-23,63359,126655,National,NAT,1000.0,lv,0.49
2020-01-23,63347,116095,Iowa,IA,1689.0,rv,0.44
2020-01-23,63359,120722,National,NAT,1000.0,rv,0.49
2020-01-24,64752,119757,Arizona,AZ,1000.0,lv,0.45
2020-01-26,63366,116201,National,NAT,8399.0,rv,0.47
2020-01-28,63408,116411,National,NAT,4869.0,rv,0.49
2020-01-29,63407,116478,National,NAT,1000.0,rv,0.5
2020-01-30,63464,116650,Tennessee,TN,625.0,rv,0.39
2020-01-30,63422,116463,Texas,TX,1169.0,rv,0.42
2020-01-30,63412,116429,National,NAT,856.0,rv,0.49
2020-02-01,63466,116664,North Dakota,ND,392.0,lv,0.38
2020-02-01,63466,116658,North Dakota,ND,600.0,a,0.34
2020-02-02,63433,116516,National,NAT,7178.0,rv,0.46
2020-02-02,63435,116545,National,NAT,1600.0,rv,0.45799999999999996
2020-02-02,63470,116674,South Carolina,SC,1756.0,rv,0.4
2020-02-02,63468,127257,National,NAT,908.0,lv,0.46
2020-02-05,63477,116697,New Hampshire,NH,400.0,lv,0.45
2020-02-06,63515,116839,Alabama,AL,625.0,rv,0.38
2020-02-06,63509,116793,Kansas,KS,600.0,a,0.43
2020-02-09,63496,116764,National,NAT,1159.0,rv,0.5
2020-02-09,63798,117456,Texas,TX,1200.0,rv,0.43
2020-02-09,63514,116821,National,NAT,9045.0,rv,0.45
2020-02-10,63511,116800,National,NAT,952.0,rv,0.44
2020-02-10,63513,116817,New Hampshire,NH,1100.0,rv,0.435
2020-02-13,64222,118174,Oklahoma,OK,500.0,rv,0.34
2020-02-14,64130,127256,National,NAT,1340.0,lv,0.46
2020-02-15,64478,118669,California,CA,1200.0,lv,0.599
2020-02-15,64830,120015,Arizona,AZ,539.0,rv,0.42
2020-02-16,64154,118038,National,NAT,1164.0,rv,0.5
2020-02-16,64343,118561,North Carolina,NC,2366.0,rv,0.49
2020-02-16,64346,118339,New Jersey,NJ,790.0,a,0.52
2020-02-16,64346,118356,New Jersey,NJ,715.0,rv,0.53
2020-02-16,64352,118570,California,CA,1196.0,rv,0.57
2020-02-17,64354,118379,National,NAT,7313.0,rv,0.45
2020-02-17,64348,118512,National,NAT,2768.0,rv,0.48
2020-02-17,64355,118399,National,NAT,913.0,rv,0.52
2020-02-17,64355,118393,National,NAT,1066.0,a,0.52
2020-02-17,64347,118348,National,NAT,900.0,rv,0.52
2020-02-17,64345,118473,National,NAT,947.0,rv,0.42
2020-02-18,64470,118604,Michigan,MI,845.0,rv,0.47
2020-02-18,64350,118365,National,NAT,1250.0,rv,0.48200000000000004
2020-02-18,64472,118606,Wisconsin,WI,823.0,rv,0.42
2020-02-18,64471,118605,Pennsylvania,PA,849.0,rv,0.5
2020-02-18,64507,118823,Virginia,VA,520.0,lv,0.48
2020-02-18,64742,119728,Pennsylvania,PA,500.0,rv,0.47
2020-02-18,64462,118576,Florida,FL,668.0,rv,0.49
2020-02-18,64743,119732,Wisconsin,WI,500.0,rv,0.42
2020-02-18,64741,119724,Michigan,MI,500.0,rv,0.43
2020-02-19,64518,118879,Maryland,MD,718.0,lv,0.6
2020-02-19,64660,119424,Colorado,CO,485.0,rv,0.46
2020-02-19,64659,119418,North Carolina,NC,675.0,rv,0.46
2020-02-20,64582,119069,Pennsylvania,PA,424.0,rv,0.47
2020-02-20,64503,118802,New York,NY,658.0,rv,0.55
2020-02-20,64499,118776,Michigan,MI,1249.0,rv,0.47
2020-02-20,64500,118781,Wisconsin,WI,936.0,rv,0.45
2020-02-20,64498,118771,Pennsylvania,PA,1171.0,rv,0.46
2020-02-21,64494,118755,Nevada,NV,1100.0,rv,0.43700000000000006
2020-02-22,64574,119056,Montana,MT,498.0,lv,0.33899999999999997
2020-02-22,64657,119406,Florida,FL,900.0,lv,0.512
2020-02-22,64656,119400,National,NAT,1000.0,a,0.46799999999999997
2020-02-22,64502,118788,National,NAT,10000.0,rv,0.47
2020-02-23,64588,119094,Wisconsin,WI,1000.0,rv,0.46
2020-02-25,64595,119246,California,CA,6002.0,lv,0.578
2020-02-25,64525,118946,National,NAT,4439.0,a,0.43200000000000005
2020-02-25,64585,119079,New Hampshire,NH,576.0,lv,0.44
2020-02-25,64525,118947,National,NAT,3809.0,rv,0.465
2020-02-26,64638,119319,Texas,TX,1221.0,rv,0.44
2020-02-26,64613,119201,Texas,TX,1004.0,rv,0.43
2020-02-26,64615,119215,Texas,TX,1003.0,rv,0.48
2020-02-26,64614,119209,California,CA,951.0,rv,0.6
2020-02-26,64591,119140,National,NAT,1000.0,rv,0.49
2020-02-27,64628,119297,Missouri,MO,1050.0,lv,0.42
2020-02-27,64617,119250,National,NAT,1662.0,rv,0.5
2020-02-27,64639,119333,North Carolina,NC,2120.0,rv,0.49
2020-02-27,64640,119335,Texas,TX,2409.0,rv,0.45
2020-02-27,64620,119254,National,NAT,6117.0,rv,0.46
2020-02-28,64670,119461,Virginia,VA,768.0,rv,0.45
2020-02-28,64622,119272,South Carolina,SC,1100.0,rv,0.418
2020-02-28,64790,119884,National,NAT,651.0,rv,0.55
2020-02-28,64719,119686,Mississippi,MS,625.0,rv,0.41
2020-02-28,64651,119384,California,CA,1507.0,rv,0.59
2020-02-28,64641,119339,North Carolina,NC,1288.0,rv,0.48100000000000004
2020-02-29,64649,119363,National,NAT,839.0,rv,0.49
2020-03-01,64734,119714,Utah,UT,1000.0,rv,0.33
2020-03-02,64661,119433,California,CA,1100.0,rv,0.621
2020-03-02,64706,119609,Georgia,GA,1117.0,lv,0.431
2020-03-02,64665,119441,Texas,TX,1100.0,rv,0.428
2020-03-03,71656,134242,Pennsylvania,PA,2462.0,a,0.46
2020-03-03,64718,119674,Arizona,AZ,666.0,v,0.48
2020-03-03,64717,119672,Maine,ME,872.0,v,0.52
2020-03-04,64749,119982,Arizona,AZ,600.0,lv,0.49
2020-03-05,64804,119947,Iowa,IA,667.0,lv,0.41
2020-03-05,64762,119801,North Dakota,ND,400.0,lv,0.38
2020-03-06,64740,119888,Washington,WA,992.0,rv,0.57
2020-03-07,64751,119754,National,NAT,1084.0,rv,0.53
2020-03-07,64787,119864,Florida,FL,1216.0,rv,0.4941
2020-03-07,64757,119789,Wisconsin,WI,502.0,lv,0.4307
2020-03-07,64756,119787,Pennsylvania,PA,533.0,lv,0.43770000000000003
2020-03-07,64755,119785,Michigan,MI,550.0,lv,0.4434
2020-03-08,64766,119814,Michigan,MI,566.0,rv,0.45
2020-03-08,64768,119818,Wisconsin,WI,459.0,rv,0.44
2020-03-08,64760,119795,National,NAT,1000.0,lv,0.48
2020-03-08,64767,119816,Pennsylvania,PA,725.0,rv,0.46
2020-03-08,64770,119824,National,NAT,1261.0,rv,0.52
2020-03-08,64784,119858,National,NAT,6112.0,rv,0.48
2020-03-08,64801,119941,Oklahoma,OK,500.0,lv,0.33
2020-03-08,64764,119808,Michigan,MI,977.0,rv,0.48
2020-03-09,64771,119876,National,NAT,956.0,rv,0.44
2020-03-09,64771,119875,National,NAT,1114.0,a,0.39
2020-03-09,64774,119843,Michigan,MI,1100.0,rv,0.441
2020-03-10,64794,119900,National,NAT,1191.0,rv,0.47
2020-03-11,64807,119955,Wisconsin,WI,1727.0,v,0.48
2020-03-11,64808,119957,Kansas,KS,1567.0,v,0.4
2020-03-11,64812,119975,National,NAT,1240.0,rv,0.45
2020-03-11,72293,135633,National,NAT,1000.0,lv,0.48200000000000004
2020-03-11,64820,119992,Arizona,AZ,1036.0,rv,0.5
2020-03-11,64810,119962,National,NAT,1441.0,rv,0.48
2020-03-12,64876,120158,Connecticut,CT,1000.0,a,0.519
2020-03-12,64875,120156,National,NAT,1500.0,lv,0.506
2020-03-12,64842,120061,Florida,FL,1071.0,rv,0.45
2020-03-13,64840,120054,Ohio,OH,1710.0,rv,0.49
2020-03-13,64834,120031,National,NAT,900.0,rv,0.52
2020-03-14,64835,120034,Arizona,AZ,847.0,rv,0.46
2020-03-15,67641,126556,National,NAT,1015.0,rv,0.51
2020-03-15,64850,120085,National,NAT,1000.0,rv,0.47
2020-03-15,64841,120056,Arizona,AZ,2523.0,rv,0.47
2020-03-15,64861,120102,National,NAT,9979.0,rv,0.48
2020-03-16,64863,120114,National,NAT,955.0,rv,0.46
2020-03-16,64863,120113,National,NAT,1116.0,a,0.41
2020-03-16,64852,120091,Florida,FL,1100.0,rv,0.45399999999999996
2020-03-16,65002,120539,Michigan,MI,600.0,lv,0.5183
2020-03-17,64872,120148,National,NAT,1129.0,rv,0.48
2020-03-18,71655,134241,Pennsylvania,PA,1589.0,a,0.46
2020-03-19,65003,120541,Wisconsin,WI,600.0,lv,0.465
2020-03-19,64893,120208,National,NAT,1100.0,rv,0.5309
2020-03-20,64982,120492,Michigan,MI,600.0,lv,0.44
