state_po,abs_error,error,squared_error,battleground
AK,0.022629601471507332,-0.022629601471507332,0.0005120988627592469,False
AL,0.0597253963223186,-0.0597253963223186,0.0035671229658580284,False
AR,0.07150962707478892,-0.07150962707478892,0.005113626764375384,False
CA,0.040569948026612845,0.040569948026612845,0.0016459206828820675,False
CT,0.022935791051557297,0.022935791051557297,0.0005260505111606958,False
DC,0.26669092999750377,0.26669092999750377,0.07112405214293345,False
DE,0.00834164639865298,0.00834164639865298,6.958306464016022e-05,False
HI,0.07802989133482341,0.07802989133482341,0.00608866394172435,False
IA,0.029364041485264558,-0.029364041485264558,0.000862246932348338,False
ID,0.10025312387262642,-0.10025312387262642,0.010050688846220176,False
IL,0.033024599134464316,0.033024599134464316,0.0010906241479920612,False
IN,0.04342151853400472,-0.04342151853400472,0.0018854282717989156,False
KS,0.0559262745669985,-0.0559262745669985,0.0031277481869433034,False
KY,0.051171759912746306,-0.051171759912746306,0.0026185490125677498,False
LA,0.05301708568788693,-0.05301708568788693,0.0028108113748367457,False
MA,0.0231376483361031,0.0231376483361031,0.0005353507705251746,False
MD,0.06447729097614396,0.06447729097614396,0.004157321051622336,False
MO,0.055387307604386704,-0.055387307604386704,0.003067753843662953,False
MS,0.03350334043596509,-0.03350334043596509,0.0011224738203681735,False
MT,0.05016839433156911,-0.05016839433156911,0.002516867789807816,False
ND,0.09516881945697292,-0.09516881945697292,0.009057104196833907,False
NE,0.08501147406670995,-0.08501147406670995,0.007226950722994898,False
NJ,0.0004213788205874591,0.0004213788205874591,1.7756011043967806e-07,False
NY,0.024322426696863686,-0.024322426696863686,0.0005915804404243073,False
OK,0.09016475851338057,-0.09016475851338057,0.008129683677776235,False
OR,0.028554716831569293,0.028554716831569293,0.0008153718533311067,False
RI,0.0612748180059004,0.0612748180059004,0.003754603321656216,False
SC,0.038332050864058054,-0.038332050864058054,0.0014693461234447339,False
SD,0.0763619074547508,-0.0763619074547508,0.0058311409101279256,False
TN,0.06454705789681581,-0.06454705789681581,0.004166322683134892,False
TX,0.027151913315680842,-0.027151913315680842,0.0007372263967022466,False
UT,0.06036326062780589,-0.06036326062780589,0.003643723233620421,False
VT,0.07703645582515395,0.07703645582515395,0.005934615526100896,False
WA,0.01642539594936021,0.01642539594936021,0.0002697936320932588,False
WV,0.11062333171628153,-0.11062333171628153,0.012237521520010458,False
WY,0.11085161376617181,-0.11085161376617181,0.01228808027456453,False
AZ,0.013306562580401526,-0.013306562580401526,0.00017706460770614213,True
CO,0.014498234342486316,0.014498234342486316,0.00021019879904964962,True
FL,0.03116326670809577,-0.03116326670809577,0.0009711491919199102,True
GA,0.004222426329448137,-0.004222426329448137,1.7828884107616865e-05,True
ME,0.024855660767283294,-0.024855660767283294,0.0006178038721782659,True
MI,0.020462675471688785,-0.020462675471688785,0.0004187210874596538,True
MN,0.011406452266037204,-0.011406452266037204,0.00013010715329738525,True
NC,0.013459476630164613,-0.013459476630164613,0.00018115751115794736,True
NH,0.017785321720787506,-0.017785321720787506,0.00031631766871191585,True
NM,0.030674401938759255,0.030674401938759255,0.0009409189343005575,True
NV,0.008494613697332731,0.008494613697332731,7.215846186691286e-05,True
OH,0.03191786371516708,-0.03191786371516708,0.0010187500241399794,True
PA,0.022574672821962682,-0.022574672821962682,0.0005096158530186605,True
VA,0.0019701925633454076,-0.0019701925633454076,3.881658736661548e-06,True
WI,0.03422702613641604,-0.03422702613641604,0.0011714893181429067,True
