state_po,abs_error,error,squared_error,battleground
AK,0.050668832977900424,-0.050668832977900424,0.0025673306353423695,False
AL,0.12204903343837864,-0.12204903343837864,0.014895966563242467,False
AR,0.13837044707913704,-0.13837044707913704,0.019146380624880263,False
CA,0.1275131655476529,0.1275131655476529,0.016259607387983138,False
CT,0.08937859029927653,0.08937859029927653,0.007988532403885928,False
DC,0.43236886027502885,0.43236886027502885,0.18694283133552742,False
DE,0.09095814194685026,0.09095814194685026,0.00827338358642336,False
HI,0.14463128842061257,0.14463128842061257,0.02091820959020642,False
IA,0.04069061144328168,-0.04069061144328168,0.0016557258596281257,False
ID,0.1560202114919913,-0.1560202114919913,0.024342306394005694,False
IL,0.0764265100414594,0.0764265100414594,0.005841011437117294,False
IN,0.0768853253241718,-0.0768853253241718,0.005911353250203734,False
KS,0.07494716756996178,-0.07494716756996178,0.005617077926759931,False
KY,0.11754374346629948,-0.11754374346629948,0.013816531628071222,False
LA,0.0896346408382796,-0.0896346408382796,0.00803436883820738,False
MA,0.14595483347965021,0.14595483347965021,0.021302813416072423,False
MD,0.15808268046399432,0.15808268046399432,0.02499013386268133,False
MO,0.07543236263087938,-0.07543236263087938,0.005690041332076488,False
MS,0.07890800117626373,-0.07890800117626373,0.006226472649633238,False
MT,0.07660111799998387,-0.07660111799998387,0.005867731278847453,False
ND,0.16690244544060384,-0.16690244544060384,0.027856426294053743,False
NE,0.09684868594179824,-0.09684868594179824,0.009379667968653069,False
NJ,0.062490080867128595,0.062490080867128595,0.0039050102067802713,False
NY,0.051142201911986596,0.051142201911986596,0.0026155248164064053,False
OK,0.16320962561745778,-0.16320962561745778,0.02663738189419073,False
OR,0.0772867020495881,0.0772867020495881,0.005973234313701805,False
RI,0.10197670674205317,0.10197670674205317,0.010399248717954713,False
SC,0.05602921915633252,-0.05602921915633252,0.003139273399268339,False
SD,0.13077147358206137,-0.13077147358206137,0.017101178302823775,False
TN,0.11031334563105616,-0.11031334563105616,0.012169034224316857,False
TX,0.027278138058766388,-0.027278138058766388,0.0007440968159531193,False
UT,0.09964789499218962,-0.09964789499218962,0.00992970297637445,False
VT,0.1748409670440947,0.1748409670440947,0.030569363756914204,False
WA,0.08289965296674862,0.08289965296674862,0.0068723524620073525,False
WV,0.19092116986222696,-0.19092116986222696,0.03645089310156132,False
WY,0.21674877805866138,-0.21674877805866138,0.04698003278992285,False
AZ,0.0036971449311540283,-0.0036971449311540283,1.3668880641957925e-05,True
CO,0.0569810504353182,0.0569810504353182,0.003246840108712277,True
FL,0.028590281796773476,-0.028590281796773476,0.0008174042132189168,True
GA,3.466250362516021e-05,-3.466250362516021e-05,1.2014891575642448e-09,True
ME,0.04431152610240863,0.04431152610240863,0.001963511345524441,True
MI,0.009144146009140375,-0.009144146009140375,8.361540623647784e-05,True
MN,0.024648394482337466,0.024648394482337466,0.000607543350556924,True
NC,0.010724575257830271,-0.010724575257830271,0.00011501651446086522,True
NH,0.03230666000676774,0.03230666000676774,0.001043720280792886,True
NM,0.05338018115569043,0.05338018115569043,0.002849443740214328,True
NV,0.011768685188336292,0.011768685188336292,0.00013850195106216603,True
OH,0.0399686753555491,-0.0399686753555491,0.0015974950096772779,True
PA,0.008034610922854735,-0.008034610922854735,6.45549726816566e-05,True
VA,0.04117218863157135,0.04117218863157135,0.0016951491167136931,True
WI,0.024344084341091032,-0.024344084341091032,0.0005926344424061536,True
