state_po,abs_error,error,squared_error,battleground
AK,0.05153198198617681,-0.05153198198617681,0.0026555451674236514,False
AL,0.12586633454001417,-0.12586633454001417,0.015842334170538763,False
AR,0.13994994109351977,-0.13994994109351977,0.019585986012079653,False
CA,0.14289783229417263,0.14289783229417263,0.02041979047437349,False
CT,0.09576926672458586,0.09576926672458586,0.009171752448964867,False
DC,0.4362703015211491,0.4362703015211491,0.19033177598935436,False
DE,0.09290614049990253,0.09290614049990253,0.00863155094258763,False
HI,0.14665976805943992,0.14665976805943992,0.021509087567248713,False
IA,0.04126714085357086,-0.04126714085357086,0.0017029769142284572,False
ID,0.15706958296307016,-0.15706958296307016,0.02467085389219278,False
IL,0.08397566344309781,0.08397566344309781,0.0070519120507084344,False
IN,0.0798796104643073,-0.0798796104643073,0.006380752167929473,False
KS,0.07619250922749349,-0.07619250922749349,0.00580529846238168,False
KY,0.12509632775951685,-0.12509632775951685,0.015649091218916465,False
LA,0.09275515395819439,-0.09275515395819439,0.008603518585808346,False
MA,0.15908151239007995,0.15908151239007995,0.02530692758431516,False
MD,0.1649816006200916,0.1649816006200916,0.027218928543167407,False
MO,0.07708448270278112,-0.07708448270278112,0.0059420174735553615,False
MS,0.08110945363942007,-0.08110945363942007,0.006578743469685234,False
MT,0.07994984484255052,-0.07994984484255052,0.006391977690347902,False
ND,0.16848862035635181,-0.16848862035635181,0.02838841518958685,False
NE,0.09706875633071566,-0.09706875633071566,0.00942234345559185,False
NJ,0.07356111450721636,0.07356111450721636,0.005411237567543798,False
NY,0.06789567741224067,0.06789567741224067,0.004609823011267049,False
OK,0.16621131935800904,-0.16621131935800904,0.02762620268273007,False
OR,0.08000499565034014,0.08000499565034014,0.006400799329010945,False
RI,0.10304457049597315,0.10304457049597315,0.01061818350869958,False
SC,0.057685603977774946,-0.057685603977774946,0.0033276289062806846,False
SD,0.13196960835342014,-0.13196960835342014,0.0174159775289551,False
TN,0.11525054277517682,-0.11525054277517682,0.013282687609972862,False
TX,0.027739885559467214,-0.027739885559467214,0.0007695012508523377,False
UT,0.10359417482869299,-0.10359417482869299,0.010731753058437807,False
VT,0.17739137227349222,0.17739137227349222,0.0314676989570727,False
WA,0.0944194508627797,0.0944194508627797,0.00891503270122887,False
WV,0.1936069894451114,-0.1936069894451114,0.03748366636199948,False
WY,0.2192099812835152,-0.2192099812835152,0.04805301589431909,False
AZ,0.0014765314143345698,-0.0014765314143345698,2.180145017516845e-06,True
CO,0.06367636589478254,0.06367636589478254,0.004054679573566225,True
FL,0.02271465728251021,-0.02271465728251021,0.0005159556554618941,True
GA,0.0009091019910160147,0.0009091019910160147,8.264664300692821e-07,True
ME,0.04791948640667487,0.04791948640667487,0.002296277177479498,True
MI,0.002046887771583572,0.002046887771583572,4.189749549458362e-06,True
MN,0.030703472859418768,0.030703472859418768,0.0009427032456290649,True
NC,0.008766446517714133,-0.008766446517714133,7.685058454794225e-05,True
NH,0.034703469062111525,0.034703469062111525,0.0012043307649449318,True
NM,0.05431338330480118,0.05431338330480118,0.0029499436060142553,True
NV,0.011999830188988203,0.011999830188988203,0.00014399592456455266,True
OH,0.040478528165103944,-0.040478528165103944,0.0016385112424131133,True
PA,0.000864224316283857,-0.000864224316283857,7.468836688563001e-07,True
VA,0.04755569811962901,0.04755569811962901,0.002261544423645286,True
WI,0.016279060588393235,-0.016279060588393235,0.0002650078136405779,True
