model,end_date,battleground,error
ewma_005,2020-10-31,True,-0.0200931545040918
ewma_005,2020-10-31,False,-0.032395786330251815
ewma_005,2020-09-14,True,-0.0047306908435092625
ewma_005,2020-09-14,False,-0.01701042756285445
ewma_005,2020-07-26,True,0.003197505548100702
ewma_005,2020-07-26,False,-0.015239832200923873
