model,end_date,battleground,error
lambda_02,2020-10-31,True,-0.017650655331208014
lambda_02,2020-10-31,False,-0.03077219709276137
lambda_02,2020-09-14,True,-0.01765678566671511
lambda_02,2020-09-14,False,-0.02024518532612086
lambda_02,2020-07-26,True,-0.010208628025685274
lambda_02,2020-07-26,False,-0.020276036935689256
