state_po,abs_error,error,squared_error,battleground
AK,0.040322800822436,-0.040322800822436,0.0016259282661658454,False
AL,0.07229632364706134,-0.07229632364706134,0.005226758412880642,False
AR,0.10390480822730735,-0.10390480822730735,0.010796209172753517,False
CA,0.053515502748042953,0.053515502748042953,0.002863909034375793,False
CT,0.011762256987846387,0.011762256987846387,0.00013835068944814116,False
DC,0.3015783491681068,0.3015783491681068,0.09094950068696053,False
DE,0.035967244257835373,0.035967244257835373,0.0012936426595027916,False
HI,0.08410334057867264,0.08410334057867264,0.0070733718964922036,False
IA,0.0360109614344673,-0.0360109614344673,0.0012967893434346915,False
ID,0.1278424039886975,-0.1278424039886975,0.01634368025760934,False
IL,0.045496181728674645,0.045496181728674645,0.0020699025518885884,False
IN,0.04551297897128942,-0.04551297897128942,0.0020714312548410327,False
KS,0.05754713428687391,-0.05754713428687391,0.003311672664631499,False
KY,0.04898927999661634,-0.04898927999661634,0.002399949554586874,False
LA,0.059366502464405446,-0.059366502464405446,0.003524381614856258,False
MA,0.03422688840221311,0.03422688840221311,0.00117147988969755,False
MD,0.09560715887047255,0.09560715887047255,0.009140728827283779,False
MO,0.06176553637530047,-0.06176553637530047,0.0038149814837285653,False
MS,0.03920420134471542,-0.03920420134471542,0.001536969403076986,False
MT,0.044367858283827666,-0.044367858283827666,0.0019685068486938154,False
ND,0.10425940464001127,-0.10425940464001127,0.010870023455889603,False
NE,0.08828550069123747,-0.08828550069123747,0.0077943296323024925,False
NJ,0.008551550661771823,-0.008551550661771823,7.31290187208501e-05,False
NY,0.0272806396182802,-0.0272806396182802,0.0007442332979824793,False
OK,0.11743125387275383,-0.11743125387275383,0.01379009938612716,False
OR,0.045060368226155556,0.045060368226155556,0.002030436784676729,False
RI,0.06804646139714099,0.06804646139714099,0.004630320908672599,False
SC,0.039313790138046756,-0.039313790138046756,0.0015455740950183823,False
SD,0.09135666390225694,-0.09135666390225694,0.008346040039349936,False
TN,0.06282015788726819,-0.06282015788726819,0.003946372236981304,False
TX,0.027417539802158608,-0.027417539802158608,0.0007517214888029515,False
UT,0.06553235628110565,-0.06553235628110565,0.004294489719753767,False
VT,0.08134344111456415,0.08134344111456415,0.006616755412358566,False
WA,0.02558048041917882,0.02558048041917882,0.000654360978475991,False
WV,0.11911029882522511,-0.11911029882522511,0.014187263286234424,False
WY,0.1237350574206032,-0.1237350574206032,0.01531036443487997,False
AZ,0.019394737930453987,-0.019394737930453987,0.0003761558593909906,True
CO,0.008348807261195357,0.008348807261195357,6.970258268458831e-05,True
FL,0.043356460984935064,-0.043356460984935064,0.0018797827091381963,True
GA,0.0019148343575096094,-0.0019148343575096094,3.6665906166992384e-06,True
ME,0.005996521198294857,0.005996521198294857,3.5958266481599594e-05,True
MI,0.02634844111275869,-0.02634844111275869,0.0006942403490725125,True
MN,0.011053458156605966,-0.011053458156605966,0.00012217893721983898,True
NC,0.018335619366231903,-0.018335619366231903,0.00033619493754333843,True
NH,0.008333244911835624,-0.008333244911835624,6.944297076063433e-05,True
NM,0.04399282512472369,0.04399282512472369,0.0019353686624545199,True
NV,0.00838555284168685,0.00838555284168685,7.03174964607224e-05,True
OH,0.04083583375209382,-0.04083583375209382,0.0016675653182286448,True
PA,0.027113389609466854,-0.027113389609466854,0.0007351358961147452,True
VA,0.002143900631814244,0.002143900631814244,4.596309919093515e-06,True
WI,0.02531100726110258,-0.02531100726110258,0.0006406470885715875,True
