year,state_po,state_fips,district,office,d_prob
1986,TN,47,3,house,0.5393473260494537
1986,TN,47,4,house,0.9999080512614218
1986,TN,47,5,house,0.5785099254487011
1986,TN,47,6,house,0.7682475715016089
1986,TN,47,7,house,0.2769214185620351
1986,TN,47,8,house,0.8039255986024046
1986,TN,47,9,house,0.8340970296233772
1986,TX,48,1,house,1.0
1986,TX,48,2,house,0.5675988232998199
1986,TX,48,4,house,0.7165841402312699
1986,TX,48,5,house,0.5851953029438147
1986,TX,48,6,house,0.4419914540981484
1986,TX,48,7,house,0.11883823578961555
1986,TX,48,8,house,0.3159551303881201
1986,TX,48,9,house,0.6152251110234304
1986,TX,48,10,house,0.7232025465365719
1986,TX,48,11,house,1.0
1986,TX,48,12,house,0.6871633279600813
1986,TX,48,13,house,0.3507376592022126
1986,TX,48,14,house,0.4767465553705304
1986,TX,48,15,house,1.0
1986,TX,48,16,house,0.6569191414213554
1986,TX,48,17,house,1.0
1986,TX,48,18,house,0.9019638559364276
1986,TX,48,19,house,0.3801432902620371
1986,TX,48,20,house,1.0
1986,TX,48,21,house,0.385215652877687
1986,TX,48,22,house,0.2823311869943119
1986,TX,48,23,house,0.9068173348240429
1986,TX,48,24,house,0.6722291672723396
1986,TX,48,25,house,1.0
1986,TX,48,26,house,0.3189790207917743
1986,TX,48,27,house,1.0
1986,UT,49,1,house,0.4844003991690255
1986,UT,49,2,house,0.5518401607001937
1986,UT,49,3,house,0.3273674985008533
1986,VA,51,1,house,0.43976514026345376
1986,VA,51,2,house,0.4946128221187449
1986,VA,51,3,house,0.2964678581386773
1986,VA,51,4,house,0.997902367548392
1986,VA,51,5,house,0.8151985990429768
1986,VA,51,6,house,0.6985195154777928
1986,VA,51,8,house,0.3821767030725426
1986,VA,51,9,house,0.9900439916647372
1986,VA,51,10,house,0.39800531998515937
1986,WA,53,1,house,0.48617477683488397
1986,WA,53,2,house,0.7219648733207261
1986,WA,53,3,house,0.7355014418455623
1986,WA,53,4,house,0.27935995499055605
1986,WA,53,5,house,0.7472300826831828
1986,WA,53,6,house,0.7121124666924956
1986,WA,53,7,house,0.726371327739734
1986,WA,53,8,house,0.34797936735422
1986,WV,54,1,house,1.0
1986,WV,54,2,house,0.6947110791654915
1986,WV,54,3,house,0.6491289904748477
1986,WV,54,4,house,0.7125093321257665
1986,WI,55,1,house,0.7425509469816053
1986,WI,55,2,house,0.5553224089126653
1986,WI,55,3,house,0.35884668046098406
1986,WI,55,4,house,0.9962832048872958
1986,WI,55,5,house,0.9900726917652164
1986,WI,55,7,house,0.6213893030190085
1986,WI,55,8,house,0.32642277349628346
1986,WI,55,9,house,0.2177804834054834
1986,WY,56,0,house,0.3052814058715665
1988,AL,1,1,house,0.3996130950849699
1988,AL,1,3,house,0.9607881612296624
1988,AL,1,4,house,0.9615819291427572
1988,AL,1,5,house,0.6437684529773929
1988,AL,1,6,house,0.6646063169175127
1988,AL,1,7,house,0.6770996088890658
1988,AK,2,0,house,0.3725272731984141
1988,AZ,4,1,house,0.27882996715190195
1988,AZ,4,2,house,0.7334219259346275
1988,AZ,4,3,house,0.2858603402676351
1988,AZ,4,5,house,0.3220214612267445
1988,AR,5,1,house,1.0
1988,AR,5,2,house,0.8345802613113005
1988,AR,5,3,house,0.25309395073709506
1988,AR,5,4,house,0.6919419125268478
1988,CA,6,1,house,0.6288116653682413
1988,CA,6,2,house,0.3853929113902628
1988,CA,6,3,house,0.7117695894726225
1988,CA,6,4,house,0.9928434434763548
1988,CA,6,5,house,0.7640851920942103
1988,CA,6,6,house,0.7335177041678606
1988,CA,6,7,house,0.6841728240047649
1988,CA,6,8,house,0.6656756227670925
1988,CA,6,9,house,0.7295940283120627
1988,CA,6,10,house,0.8620637503705362
1988,CA,6,11,house,0.7096226635969876
1988,CA,6,12,house,0.4604364793695298
1988,CA,6,13,house,0.671166593636084
1988,CA,6,14,house,0.374040140401404
1988,CA,6,15,house,0.6975022474484851
1988,CA,6,16,house,0.7857873504939622
1988,CA,6,17,house,0.2853313329435515
1988,CA,6,18,house,0.6993919298577461
1988,CA,6,19,house,0.4851509587569937
1988,CA,6,20,house,0.2708968323974044
1988,CA,6,21,house,0.2883416897944577
1988,CA,6,22,house,0.2599330267597367
1988,CA,6,23,house,0.6349134099682667
1988,CA,6,24,house,0.7224948571944464
1988,CA,6,25,house,0.8548400016019865
1988,CA,6,26,house,0.7034159425430041
1988,CA,6,27,house,0.6753988245172124
1988,CA,6,28,house,0.7607266328107138
1988,CA,6,29,house,0.8283757375324139
1988,CA,6,30,house,0.5988942674314512
1988,CA,6,31,house,0.7156005587582521
1988,CA,6,32,house,0.669195618299494
1988,CA,6,33,house,0.26249071258939843
1988,CA,6,34,house,0.6319144702079916
1988,CA,6,35,house,0.27669978388295474
1988,CA,6,36,house,0.5400160711304057
1988,CA,6,37,house,0.3305756483140517
1988,CA,6,38,house,0.35556324600153355
1988,CA,6,39,house,0.2274251282923277
1988,CA,6,40,house,0.29877651862591353
1988,CA,6,41,house,0.3086215403781481
1988,CA,6,42,house,0.3301385879700445
1988,CA,6,43,house,0.2566072863316686
1988,CA,6,44,house,0.5969925504145599
1988,CA,6,45,house,0.24015686762737715
1988,CO,8,1,house,0.6992987274749489
1988,CO,8,2,house,0.6273514456524052
1988,CO,8,3,house,0.780437879479413
1988,CO,8,4,house,0.2692440843212291
1988,CO,8,5,house,0.24869274556526344
1988,CO,8,6,house,0.3562958311014241
1988,CT,9,1,house,0.7724427440818041
1988,CT,9,2,house,0.6361816495110768
1988,CT,9,3,house,0.6649283391001899
1988,CT,9,4,house,0.2706713986784676
1988,CT,9,5,house,0.2636130987986921
1988,CT,9,6,house,0.3327057512410929
1988,DE,10,0,house,0.6751664058469109
1988,FL,12,1,house,0.6688280285280985
1988,FL,12,2,house,0.9973852519294908
1988,FL,12,3,house,1.0
1988,FL,12,4,house,0.4984206848357792
1988,FL,12,6,house,0.4653977136900353
1988,FL,12,7,house,1.0
1988,FL,12,8,house,0.2699090218554708
1988,FL,12,10,house,0.2653039197743772
1988,FL,12,11,house,0.6084267044366479
1988,FL,12,13,house,0.28842306153230524
1988,FL,12,14,house,0.5485191199232734
1988,FL,12,15,house,0.3390079865489701
1988,FL,12,16,house,0.6940447089023234
1988,FL,12,17,house,1.0
1988,FL,12,18,house,1.0
1988,FL,12,19,house,0.7238893375333586
1988,GA,13,1,house,0.6700382044612037
1988,GA,13,2,house,0.6168852839606489
1988,GA,13,3,house,1.0
1988,GA,13,4,house,0.6028869866213806
1988,GA,13,5,house,0.7819789804901467
1988,GA,13,6,house,0.4107993647432504
1988,GA,13,7,house,0.647809632532461
1988,GA,13,8,house,1.0
1988,GA,13,9,house,0.6287912031181435
1988,GA,13,10,house,0.6397981340394311
1988,HI,15,1,house,0.4315557564117049
1988,HI,15,2,house,0.8894034691169967
1988,ID,16,1,house,0.34214712793543145
1988,ID,16,2,house,0.6338063749164128
1988,IL,17,1,house,0.9604805767857769
1988,IL,17,2,house,0.8274491731852268
1988,IL,17,3,house,0.6223079531965406
1988,IL,17,4,house,0.5028618647569205
1988,IL,17,5,house,0.6127705556828973
1988,IL,17,6,house,0.2631910060558328
1988,IL,17,7,house,1.0
1988,IL,17,8,house,0.7464316399212882
1988,IL,17,9,house,0.6607777295832582
1988,IL,17,10,house,0.2751959251232248
1988,IL,17,11,house,0.6450827939405216
1988,IL,17,12,house,0.2481806400159505
1988,IL,17,13,house,0.29839304615582
1988,IL,17,14,house,0.2629214922150868
1988,IL,17,15,house,0.2827596440687506
1988,IL,17,16,house,0.3607193370385864
1988,IL,17,17,house,0.6486818204133733
1988,IL,17,18,house,0.45293254501221203
1988,IL,17,19,house,0.6423792720065742
1988,IL,17,20,house,0.6887272955929645
1988,IL,17,21,house,0.5259689595022389
1988,IL,17,22,house,0.6487754475131949
1988,IN,18,1,house,0.7709435835094548
1988,IN,18,2,house,0.5320097742547586
1988,IN,18,3,house,0.457116451879408
1988,IN,18,4,house,0.3785355401903087
1988,IN,18,5,house,0.5631701089615946
1988,IN,18,6,house,0.27113479133698404
1988,IN,18,7,house,0.3820723466277992
1988,IN,18,8,house,0.6181453235144921
1988,IN,18,9,house,0.7071860631597153
1988,IN,18,10,house,0.6054431885782272
1988,IA,19,1,house,0.3838118417368455
1988,IA,19,2,house,0.4321014192090621
1988,IA,19,3,house,0.6335641292195437
1988,IA,19,4,house,0.7164622325212227
1988,IA,19,5,house,0.3612286296971275
1988,IA,19,6,house,0.3561219165328068
1988,KS,20,2,house,0.7327206358805995
1988,KS,20,3,house,0.2642691324406657
1988,KS,20,4,house,0.6396567713163351
1988,KS,20,5,house,0.2984196562463952
1988,KY,21,1,house,0.9503929989466008
1988,KY,21,2,house,0.6060789354302132
1988,KY,21,3,house,0.6969551349752862
1988,KY,21,4,house,0.2577937038698365
1988,KY,21,6,house,0.2601548110192395
1988,KY,21,7,house,0.5871529628373467
1988,LA,22,2,house,1.0
1988,LA,22,3,house,1.0
1988,LA,22,5,house,1.0
1988,LA,22,7,house,1.0
1988,LA,22,8,house,0.4324308488562291
1988,ME,23,1,house,0.6320727554333258
1988,ME,23,2,house,0.33770838197063163
1988,MD,24,1,house,0.5040374168921328
1988,MD,24,2,house,0.2854932826706473
1988,MD,24,3,house,0.7289931993548106
1988,MD,24,4,house,0.6830366625600068
1988,MD,24,5,house,0.7862880021549349
1988,MD,24,6,house,0.7535802893153953
1988,MD,24,7,house,1.0
1988,MD,24,8,house,0.37251587621820653
1988,MA,25,1,house,0.17269664567159804
1988,MA,25,2,house,0.8023310741425344
1988,MA,25,3,house,0.9980249029433126
1988,MA,25,4,house,0.7030619599526126
1988,MA,25,5,house,0.8408894396382317
1988,MA,25,6,house,0.6964562252270972
1988,MA,25,7,house,0.9996661544168299
1988,MA,25,8,house,0.8038498658997327
1988,MA,25,9,house,0.9984910768619366
1988,MA,25,10,house,0.6666666666666666
1988,MA,25,11,house,0.8081033201897251
1988,MI,26,1,house,0.91195821261899
1988,MI,26,2,house,0.4473990859931176
1988,MI,26,3,house,0.5734182049649904
1988,MI,26,4,house,0.2915218287868969
1988,MI,26,5,house,0.2740062761506276
1988,MI,26,6,house,0.5892779474648747
1988,MI,26,7,house,0.7576451677717501
1988,MI,26,8,house,0.7207682479495529
1988,MI,26,9,house,0.3021659505857573
1988,MI,26,10,house,0.2639722104420503
1988,MI,26,11,house,0.3998114750689641
1988,MI,26,12,house,0.5359716151795361
1988,MI,26,13,house,0.8696687009590235
1988,MI,26,14,house,0.6255927358331932
1988,MI,26,15,house,0.6383955273983472
1988,MI,26,16,house,0.9737307215617826
1988,MI,26,17,house,0.7019380708398307
1988,MI,26,18,house,0.22409302253253924
1988,MN,27,1,house,0.7010830544834278
1988,MN,27,2,house,0.4216757941335348
1988,MN,27,3,house,0.31611899533916965
1988,MN,27,4,house,0.7239610589349131
1988,MN,27,5,house,0.7213293741056584
1988,MN,27,6,house,0.6542976817804543
1988,MN,27,7,house,0.4539901840931972
1988,MN,27,8,house,0.7451543108528143
1988,MS,28,1,house,0.7817103272553547
1988,MS,28,2,house,0.6473555989425851
1988,MS,28,3,house,0.8881810335527025
1988,MS,28,4,house,0.5480073409826771
1988,MS,28,5,house,0.4501945461230717
1988,MO,29,1,house,0.7157145908124765
1988,MO,29,2,house,0.3260123297368636
1988,MO,29,3,house,0.627939448919955
1988,MO,29,4,house,0.7179792386349424
1988,MO,29,5,house,0.703152178524458
1988,MO,29,6,house,0.40665295553488695
1988,MO,29,7,house,0.4617638879088128
1988,MO,29,8,house,0.41897313267655456
1988,MO,29,9,house,0.6791286727456939
1988,MT,30,1,house,0.607740282471281
1988,MT,30,2,house,0.4447514441646633
1988,NE,31,1,house,0.33028072969583805
1988,NE,31,2,house,0.5046631425036554
1988,NE,31,3,house,0.20966492034839745
1988,NV,32,1,house,0.6397193794161281
1988,NV,32,2,house,0.4060735722350984
1988,NH,33,1,house,0.3964348641907508
1988,NH,33,2,house,0.4250215645942539
1988,NJ,34,1,house,0.6989215025128844
1988,NJ,34,2,house,0.6572890400516038
1988,NJ,34,3,house,0.5164114558051277
1988,NJ,34,4,house,0.33449621920963274
1988,NJ,34,5,house,0.23639279801324506
1988,NJ,34,6,house,0.6110184233817231
1988,NJ,34,7,house,0.25391288271325635
1988,NJ,34,8,house,1.0
1988,NJ,34,9,house,0.6714705854539609
1988,NJ,34,10,house,0.7735331999671152
1988,NJ,34,11,house,0.2951915671271083
1988,NJ,34,12,house,0.2988932816224633
1988,NJ,34,13,house,0.3051931079404724
1988,NJ,34,14,house,0.6734071484071484
1988,NM,35,1,house,0.472786325170542
1988,NM,35,3,house,0.7310933220981672
1988,NY,36,1,house,0.4977663007150723
1988,NY,36,2,house,0.599966784638468
1988,NY,36,3,house,0.57214697778927
1988,NY,36,4,house,0.2666607857520916
1988,NY,36,5,house,0.3324924148509741
1988,NY,36,6,house,0.8195687532370767
1988,NY,36,7,house,0.956883591065292
1988,NY,36,8,house,0.9581504389465284
1988,NY,36,9,house,1.0
1988,NY,36,10,house,0.7526449211652306
1988,NY,36,11,house,0.8534717044661969
1988,NY,36,12,house,0.8645194402022882
1988,NY,36,13,house,0.7165314541395247
1988,NY,36,14,house,0.3579734749364956
1988,NY,36,15,house,0.3671295795034277
1988,NY,36,16,house,0.8590617952187641
1988,NY,36,17,house,0.7940641840263815
1988,NY,36,18,house,0.8829676827649459
1988,NY,36,19,house,0.5416826989393291
1988,NY,36,20,house,0.5029690597895338
1988,NY,36,21,house,0.2345851086519813
1988,NY,36,22,house,0.2667125003069217
1988,NY,36,23,house,0.6174594930565607
1988,NY,36,24,house,0.2761716095389959
1988,NY,36,26,house,0.2495876949859129
1988,NY,36,27,house,0.4069246548250899
1988,NY,36,28,house,0.9317783567739268
1988,NY,36,29,house,0.26597495082035283
1988,NY,36,30,house,0.5687070248812646
1988,NY,36,31,house,0.4488155764285423
1988,NY,36,32,house,0.7024806403614523
1988,NY,36,33,house,0.9627088049053036
1988,NC,37,1,house,0.6519387980556783
1988,NC,37,2,house,1.0
1988,NC,37,3,house,1.0
1988,NC,37,4,house,0.580073709857594
1988,NC,37,5,house,0.5261263663023193
1988,NC,37,6,house,0.3752934995872243
1988,NC,37,7,house,0.6725387035540931
1988,NC,37,8,house,0.5149239400654982
1988,NC,37,9,house,0.3405908469945355
1988,NC,37,10,house,0.3896832755844029
1988,NC,37,11,house,0.5035501502254542
1988,ND,38,0,house,0.7086525191511491
1988,OH,39,1,house,0.5646387102965167
1988,OH,39,2,house,0.2768521097833323
1988,OH,39,3,house,0.7689053554114735
1988,OH,39,5,house,0.39387205716802903
1988,OH,39,6,house,0.2569190218187143
1988,OH,39,7,house,0.26123199668428143
1988,OH,39,8,house,0.24149807132173506
1988,OH,39,9,house,0.8129372794254226
1988,OH,39,10,house,0.2836622358724809
1988,OH,39,11,house,0.6149199518329155
1988,OH,39,12,house,0.19862011780626893
1988,OH,39,13,house,0.6980714092920692
1988,OH,39,14,house,0.7473445488618061
1988,OH,39,15,house,0.24856945780264836
1988,OH,39,16,house,0.21444257592244534
1988,OH,39,17,house,0.7722601031099285
1988,OH,39,18,house,0.7761909158997404
1988,OH,39,19,house,0.7048996745294098
1988,OH,39,20,house,0.8258236284117326
1988,OH,39,21,house,0.8567832232435678
1988,OK,40,1,house,0.4736542208700695
1988,OK,40,2,house,0.6486874487284661
1988,OK,40,3,house,1.0
1988,OK,40,4,house,1.0
1988,OK,40,5,house,0.278288825512056
1988,OK,40,6,house,0.7309220465603179
1988,OR,41,1,house,0.6957189205074961
1988,OR,41,2,house,0.3733525257523279
1988,OR,41,3,house,0.9940518701941874
1988,OR,41,4,house,0.7196935018409792
1988,OR,41,5,house,0.4982235534328143
1988,PA,42,1,house,0.7631520929539699
1988,PA,42,2,house,0.9371336183886072
1988,PA,42,3,house,0.6321241590869887
1988,PA,42,4,house,0.6980399439501629
1988,PA,42,5,house,0.21791846532559336
1988,PA,42,6,house,0.6313812276964784
1988,PA,42,7,house,0.3218450500148386
1988,PA,42,8,house,0.5681397019054291
1988,PA,42,9,house,1.0
1988,PA,42,10,house,0.2675676382172265
1988,PA,42,11,house,1.0
1988,PA,42,12,house,1.0
1988,PA,42,13,house,0.33429127572556483
1988,PA,42,14,house,0.7863932518906341
1988,PA,42,15,house,0.4252356538655833
1988,PA,42,16,house,0.2602140314294512
1988,PA,42,17,house,1.0
1988,PA,42,18,house,0.6266888799384863
1988,PA,42,19,house,0.2275185972369819
1988,PA,42,20,house,0.9846435938574376
1988,PA,42,21,house,0.2125693981789918
1988,PA,42,22,house,0.7240580288266937
1988,PA,42,23,house,0.3730371415138693
1988,RI,44,1,house,0.4436716636698709
1988,RI,44,2,house,0.27876750088156266
1988,SC,45,1,house,0.3622373055888688
1988,SC,45,2,house,0.4665470363724243
1988,SC,45,3,house,0.5371385496758632
1988,SC,45,4,house,0.5215024244771047
1988,SC,45,5,house,0.6983976038452332
1988,SC,45,6,house,0.7607844867246041
1988,SD,46,0,house,0.7173694199720437
1988,TN,47,1,house,0.19778117827084926
1988,TN,47,2,house,0.4376488649576123
1988,TN,47,3,house,0.5739246599306609
1988,TN,47,4,house,0.9997663328058121
1988,TN,47,5,house,0.9995359030553048
1988,TN,47,6,house,0.7647615454551077
1988,TN,47,7,house,0.19878036397278667
1988,TN,47,8,house,0.6243752682137788
1988,TN,47,9,house,0.8157517344737149
1988,TX,48,1,house,0.6224057118772311
1988,TX,48,2,house,0.8767227209508155
1988,TX,48,3,house,0.1817786857875329
1988,TX,48,4,house,0.6641269750509844
1988,TX,48,5,house,0.6073395780665949
1988,TX,48,6,house,0.3235857038418256
1988,TX,48,7,house,0.20862550047644074
1988,TX,48,9,house,1.0
1988,TX,48,10,house,0.934481315444236
1988,TX,48,11,house,0.9535810714793236
1988,TX,48,12,house,0.992693615524418
1988,TX,48,13,house,0.5246465724193118
1988,TX,48,14,house,0.5324401575405323
1988,TX,48,15,house,0.9385501728370322
1988,TX,48,16,house,1.0
1988,TX,48,17,house,1.0
1988,TX,48,18,house,0.928819495685881
1988,TX,48,19,house,0.3229461077844311
1988,TX,48,20,house,0.7070293800861657
1988,TX,48,22,house,0.3135443255185432
1988,TX,48,23,house,0.6452530067062019
1988,TX,48,24,house,0.9260681283458928
1988,TX,48,25,house,0.7136686033350942
1988,TX,48,26,house,0.3073058419732382
1988,TX,48,27,house,1.0
1988,UT,49,1,house,0.4019573352096459
1988,UT,49,2,house,0.5740255352261209
1988,UT,49,3,house,0.30863772170255216
1988,VT,50,0,house,0.18877196197075766
1988,VA,51,1,house,0.26735570368534217
1988,VA,51,2,house,0.6053414146917281
1988,VA,51,4,house,0.9992734497790694
1988,VA,51,5,house,0.5419132644531379
1988,VA,51,6,house,0.6387551804524262
1988,VA,51,8,house,0.3766545893719807
1988,VA,51,9,house,0.6339780782981866
1988,VA,51,10,house,0.3188206913487512
1988,WA,53,1,house,0.4461298383840589
1988,WA,53,2,house,1.0
1988,WA,53,3,house,0.501416093049687
1988,WA,53,4,house,0.2547083237741673
1988,WA,53,5,house,0.7638877662128942
1988,WA,53,6,house,0.6759946308724832
1988,WA,53,7,house,0.7632876760455138
1988,WA,53,8,house,0.2913368602701104
1988,WV,54,1,house,0.7454059054429082
1988,WV,54,2,house,1.0
1988,WV,54,3,house,0.743440341436259
1988,WV,54,4,house,0.6130128728658655
1988,WI,55,1,house,0.7616247790331259
1988,WI,55,2,house,0.5849978955660156
1988,WI,55,3,house,0.316466131810628
1988,WI,55,4,house,0.996576574550851
1988,WI,55,5,house,0.6411106903489842
1988,WI,55,6,house,0.25750911653504555
1988,WI,55,7,house,0.6177670421715273
1988,WI,55,8,house,0.3029335910971489
1988,WI,55,9,house,0.2509186415436415
1988,WY,56,0,house,0.3181912851602299
1990,AL,1,2,house,0.4870546658787322
1990,AL,1,3,house,0.7372795532472042
1990,AL,1,4,house,0.9973888735293214
1990,AL,1,5,house,0.6713682497639311
1990,AL,1,6,house,0.928278900805956
1990,AL,1,7,house,0.7051672068763344
1990,AK,2,0,house,0.4783638669011255
1990,AZ,4,2,house,0.6588884393909399
1990,AZ,4,3,house,0.4341310678179665
1990,AZ,4,4,house,0.3865930340169003
1990,AZ,4,5,house,0.35245111058303863
1990,AR,5,1,house,0.6430803898228483
1990,AR,5,2,house,0.6041361351308745
1990,AR,5,3,house,0.2949491878745766
1990,AR,5,4,house,0.7237286468408801
1990,CA,6,1,house,0.41895066902341255
1990,CA,6,2,house,0.31199946514104515
1990,CA,6,3,house,0.6031503322865698
1990,CA,6,4,house,0.5468653482471229
1990,CA,6,5,house,0.7717844712867233
1990,CA,6,6,house,0.6807166795565868
1990,CA,6,7,house,0.6050641893748969
1990,CA,6,8,house,0.6129699931860915
1990,CA,6,9,house,0.5842640501754538
1990,CA,6,10,house,0.626736682563133
1990,CA,6,11,house,0.6590468421548019
1990,CA,6,12,house,0.33675582650293145
1990,CA,6,13,house,0.5803061212316428
1990,CA,6,14,house,0.4848083324299039
1990,CA,6,15,house,0.6618499669575763
1990,CA,6,16,house,0.7416271643407255
1990,CA,6,17,house,0.5454347381139449
1990,CA,6,18,house,1.0
1990,CA,6,19,house,0.4444053219429132
1990,CA,6,20,house,0.3445864761148604
1990,CA,6,21,house,0.3401641569312624
1990,CA,6,22,house,0.3406308551973426
1990,CA,6,23,house,0.6172670309348686
1990,CA,6,24,house,0.6889241877256318
1990,CA,6,25,house,0.700263399158869
1990,CA,6,26,house,0.6106142060082479
1990,CA,6,27,house,0.5820510192315084
1990,CA,6,28,house,0.7267991631799163
1990,CA,6,29,house,0.7940066798614547
1990,CA,6,30,house,0.5821497637129721
1990,CA,6,31,house,0.6714610594496767
1990,CA,6,32,house,0.6152487382840663
1990,CA,6,33,house,0.3140358262596053
1990,CA,6,34,house,0.6070251990836697
1990,CA,6,35,house,0.3293111866163151
1990,CA,6,36,house,0.5271092669432919
1990,CA,6,37,house,0.4479494316663938
1990,CA,6,38,house,0.41910142536497397
1990,CA,6,39,house,0.3080446311729458
1990,CA,6,40,house,0.32362894869430475
1990,CA,6,41,house,0.4358168364091889
1990,CA,6,42,house,0.364590907610996
1990,CA,6,44,house,0.4480871300972303
1990,CO,8,1,house,0.6371319139698243
1990,CO,8,2,house,0.6067076334205702
1990,CO,8,3,house,0.7020986199078435
1990,CO,8,4,house,0.4594880922112044
1990,CO,8,5,house,0.3004831571118751
1990,CO,8,6,house,0.3549943958890937
1990,CT,9,1,house,0.7140294263663853
1990,CT,9,2,house,0.5970229809959379
1990,CT,9,3,house,0.5210433265217091
1990,CT,9,4,house,0.2343193209143321
1990,CT,9,5,house,0.4724626668428704
1990,CT,9,6,house,0.2562970068464632
1990,DE,10,0,house,0.6553047594893905
1990,FL,12,1,house,0.5223463522127763
1990,FL,12,2,house,0.5693287874852877
1990,FL,12,3,house,0.7265078831449826
1990,FL,12,4,house,0.4408309747118782
1990,FL,12,5,house,0.4010817597301308
1990,FL,12,6,house,0.4077315204525935
1990,FL,12,7,house,0.6755734264309341
1990,FL,12,9,house,0.41895073283578427
1990,FL,12,11,house,0.5193616098831993
1990,FL,12,14,house,0.6603993161351479
1990,FL,12,16,house,1.0
1990,FL,12,17,house,0.7831671571570586
1990,FL,12,18,house,0.3961518271321899
1990,FL,12,19,house,0.6197947587142736
1990,GA,13,1,house,0.7122258883473246
1990,GA,13,2,house,0.7302396640766325
1990,GA,13,3,house,0.6315766693789927
1990,GA,13,4,house,0.5243271137184605
1990,GA,13,5,house,0.7559173417209931
1990,GA,13,6,house,0.4968894112236686
1990,GA,13,7,house,0.6010915592359085
1990,GA,13,8,house,0.6874683073594537
1990,GA,13,9,house,0.5582527652363654
1990,GA,13,10,house,0.5828605223992149
1990,HI,15,1,house,0.5999717290164771
1990,HI,15,2,house,0.6627198689760387
1990,ID,16,1,house,0.530063567244173
1990,ID,16,2,house,0.6362007633785994
1990,IL,17,1,house,0.9376568337701444
1990,IL,17,2,house,0.7821531263706808
1990,IL,17,3,house,0.7092695637663579
1990,IL,17,4,house,0.5920427735392346
1990,IL,17,5,house,0.6634395843446057
1990,IL,17,6,house,0.3331027565454986
1990,IL,17,7,house,0.7992508989212944
1990,IL,17,8,house,0.7910577356788453
1990,IL,17,9,house,0.7121352922087499
1990,IL,17,10,house,0.3078535667549919
1990,IL,17,11,house,0.5361794547635256
1990,IL,17,13,house,0.3419561901413642
1990,IL,17,14,house,0.3309540110135437
1990,IL,17,16,house,0.5458578131777138
1990,IL,17,17,house,0.6651503499693695
1990,IL,17,19,house,0.6629782183747557
1990,IL,17,20,house,0.6619994199860593
1990,IL,17,21,house,0.6604465964191819
1990,IL,17,22,house,0.8373104445291282
1990,IN,18,1,house,0.6603430104436141
1990,IN,18,2,house,0.593713287823464
1990,IN,18,3,house,0.5089157963076186
1990,IN,18,4,house,0.6066547794970749
1990,IN,18,5,house,0.5314224512320161
1990,IN,18,6,house,0.3652653492757256
1990,IN,18,7,house,0.4241124241124241
1990,IN,18,8,house,0.5472180113413061
1990,IN,18,9,house,0.6899282006531879
1990,IN,18,10,house,0.6643169780961776
1990,IA,19,2,house,0.4876885843979146
1990,IA,19,3,house,0.99181568088033
1990,IA,19,4,house,0.9787273144957501
1990,IA,19,5,house,0.3198514406987185
1990,IA,19,6,house,0.2816264963984175
1990,KS,20,1,house,0.3734822493126019
1990,KS,20,2,house,0.6281847285175441
1990,KS,20,3,house,0.3988668210064579
1990,KS,20,4,house,0.7075406149725865
1990,KS,20,5,house,0.4072947134920791
1990,KY,21,1,house,0.8688519582085904
1990,KY,21,2,house,0.6604074356579049
1990,KY,21,3,house,0.6056253483685632
1990,KY,21,4,house,0.3066910315766506
1990,KY,21,7,house,0.5080898373748002
1990,LA,22,2,house,0.4745448877216517
1990,LA,22,2,house,0.5254551122783483
1990,LA,22,3,house,1.0
1990,LA,22,5,house,1.0
1990,LA,22,7,house,1.0
1990,ME,23,1,house,0.601075045182019
1990,ME,23,2,house,0.489673908486429
1990,MD,24,1,house,0.4315959038085376
1990,MD,24,2,house,0.2563747317682993
1990,MD,24,3,house,0.6972530535705236
1990,MD,24,4,house,0.588537405377904
1990,MD,24,5,house,0.8066456629957834
1990,MD,24,6,house,0.6534626735631761
1990,MD,24,7,house,0.8498859749144811
1990,MD,24,8,house,0.22241883236190332
1990,MA,25,1,house,0.2128487203014271
1990,MA,25,2,house,0.6798668160003244
1990,MA,25,3,house,0.6552562144146646
1990,MA,25,4,house,0.624083273160674
1990,MA,25,5,house,0.4984715564800578
1990,MA,25,6,house,0.6094791721952992
1990,MA,25,7,house,0.6567757206864485
1990,MA,25,8,house,0.6731453217958553
1990,MA,25,9,house,0.6195813867868675
1990,MA,25,10,house,0.5183796146525328
1990,MA,25,11,house,0.7057305436570115
1990,MI,26,1,house,0.8927188768132842
1990,MI,26,2,house,0.3317041251018255
1990,MI,26,3,house,0.5785237727368495
1990,MI,26,4,house,0.4223012596913985
1990,MI,26,5,house,0.24579397962960756
1990,MI,26,6,house,0.9975048828624312
1990,MI,26,7,house,0.6837916830723567
1990,MI,26,8,house,0.6860403010439428
1990,MI,26,9,house,0.4524075872496834
1990,MI,26,10,house,0.33127976267922665
1990,MI,26,11,house,0.3872508359470178
1990,MI,26,12,house,0.6470080684999177
1990,MI,26,13,house,0.8012650389242746
1990,MI,26,14,house,0.6360830004618339
1990,MI,26,15,house,0.6119375083455735
1990,MI,26,16,house,0.6658134626610984
1990,MI,26,17,house,0.6968650331786508
1990,MI,26,18,house,0.3363394363687812
1990,MN,27,1,house,0.7811554696182156
1990,MN,27,2,house,0.3812792313261971
1990,MN,27,3,house,0.3291594388974636
1990,MN,27,4,house,0.6474958897179715
1990,MN,27,5,house,0.7274619631346599
1990,MN,27,6,house,0.645782641574491
