state_po,year,unemployment_rate
AL,1976,6.766666666666667
AL,1977,7.316666666666666
AL,1978,6.316666666666666
AL,1979,7.175
AL,1980,8.883333333333333
AL,1981,10.533333333333333
AL,1982,14.083333333333336
AL,1983,13.833333333333336
AL,1984,11.0
AL,1985,9.141666666666667
AL,1986,9.708333333333334
AL,1987,8.058333333333334
AL,1988,7.191666666666669
AL,1989,7.041666666666668
AL,1990,6.791666666666668
AL,1991,7.35
AL,1992,7.566666666666669
AL,1993,7.366666666666667
AL,1994,6.191666666666667
AL,1995,5.95
AL,1996,5.2250000000000005
AL,1997,4.975
AL,1998,4.391666666666667
AL,1999,4.733333333333332
AL,2000,4.575
AL,2001,5.1000000000000005
AL,2002,5.899999999999999
AL,2003,6.025000000000001
AL,2004,5.7
AL,2005,4.499999999999999
AL,2006,4.066666666666666
AL,2007,3.975
AL,2008,5.716666666666666
AL,2009,10.991666666666667
AL,2010,10.541666666666666
AL,2011,9.616666666666667
AL,2012,7.9833333333333325
AL,2013,7.216666666666668
AL,2014,6.758333333333334
AL,2015,6.083333333333332
AL,2016,5.841666666666666
AL,2017,4.416666666666667
AL,2018,3.875
AL,2019,2.9916666666666667
AL,2020,6.6111111111111125
AK,1976,7.5166666666666675
AK,1977,9.866666666666667
AK,1978,10.616666666666667
AK,1979,9.275
AK,1980,9.65
AK,1981,9.383333333333333
AK,1982,9.958333333333334
AK,1983,9.933333333333334
AK,1984,9.85
AK,1985,9.691666666666668
AK,1986,10.933333333333335
AK,1987,10.266666666666667
AK,1988,8.783333333333333
AK,1989,7.008333333333333
AK,1990,7.233333333333333
AK,1991,8.458333333333334
AK,1992,8.916666666666668
AK,1993,7.708333333333332
AK,1994,7.566666666666667
AK,1995,7.316666666666666
AK,1996,7.583333333333332
AK,1997,7.1416666666666675
AK,1998,6.3583333333333325
AK,1999,6.466666666666666
AK,2000,6.3583333333333325
AK,2001,6.416666666666668
AK,2002,7.3
AK,2003,7.8166666666666655
AK,2004,7.45
AK,2005,6.883333333333334
AK,2006,6.625000000000001
AK,2007,6.3500000000000005
AK,2008,6.708333333333335
AK,2009,7.7333333333333325
AK,2010,7.874999999999999
AK,2011,7.566666666666667
AK,2012,7.133333333333333
AK,2013,7.0
AK,2014,6.866666666666666
AK,2015,6.533333333333332
AK,2016,6.858333333333333
AK,2017,6.883333333333333
AK,2018,6.45
AK,2019,6.1416666666666675
AK,2020,9.08888888888889
AZ,1976,9.683333333333332
AZ,1977,8.216666666666667
AZ,1978,6.033333333333332
AZ,1979,5.091666666666666
AZ,1980,6.65
AZ,1981,6.2250000000000005
AZ,1982,10.091666666666667
AZ,1983,8.825
AZ,1984,5.175
AZ,1985,6.333333333333335
AZ,1986,6.925000000000002
AZ,1987,6.45
AZ,1988,6.366666666666666
AZ,1989,5.358333333333333
AZ,1990,5.258333333333335
AZ,1991,5.966666666666666
AZ,1992,7.541666666666668
AZ,1993,6.408333333333332
AZ,1994,6.15
AZ,1995,5.358333333333332
AZ,1996,5.566666666666667
AZ,1997,4.583333333333332
AZ,1998,4.324999999999998
AZ,1999,4.441666666666666
AZ,2000,3.975
AZ,2001,4.775000000000001
AZ,2002,6.1000000000000005
AZ,2003,5.7666666666666675
AZ,2004,5.041666666666665
AZ,2005,4.666666666666667
AZ,2006,4.2250000000000005
AZ,2007,3.825
AZ,2008,6.141666666666667
AZ,2009,9.925
AZ,2010,10.35
AZ,2011,9.5
AZ,2012,8.333333333333334
AZ,2013,7.741666666666666
AZ,2014,6.8
AZ,2015,6.058333333333334
AZ,2016,5.375
AZ,2017,4.858333333333333
AZ,2018,4.741666666666666
AZ,2019,4.7
AZ,2020,7.866666666666667
AR,1976,6.974999999999999
AR,1977,6.449999999999998
AR,1978,6.191666666666666
AR,1979,6.208333333333332
AR,1980,7.558333333333334
AR,1981,8.758333333333335
AR,1982,9.9
AR,1983,9.825
AR,1984,8.73333333333333
AR,1985,8.683333333333334
AR,1986,8.558333333333334
AR,1987,8.108333333333334
AR,1988,7.6
AR,1989,6.9750000000000005
AR,1990,6.908333333333332
AR,1991,7.425000000000002
AR,1992,7.091666666666666
AR,1993,6.1416666666666675
AR,1994,5.375
AR,1995,4.85
AR,1996,5.249999999999999
AR,1997,5.233333333333333
AR,1998,5.175000000000002
AR,1999,4.6000000000000005
AR,2000,4.275
AR,2001,4.95
AR,2002,5.474999999999999
AR,2003,5.933333333333335
AR,2004,5.7
AR,2005,5.2250000000000005
AR,2006,5.175
AR,2007,5.3
AR,2008,5.5
AR,2009,7.824999999999998
AR,2010,8.191666666666666
AR,2011,8.291666666666666
AR,2012,7.575
AR,2013,7.216666666666666
