state_po,year,house_price_index
NM,1992,145.5075
NM,1993,154.62
NM,1994,170.3325
NM,1995,182.1375
NM,1996,187.0325
NM,1997,190.605
NM,1998,195.27
NM,1999,197.5525
NM,2000,199.7175
NM,2001,208.355
NM,2002,215.90500000000003
NM,2003,226.9175
NM,2004,243.3525
NM,2005,272.35
NM,2006,308.525
NM,2007,328.0275
NM,2008,323.865
NM,2009,310.6375
NM,2010,299.005
NM,2011,285.3275
NM,2012,280.2725
NM,2013,282.605
NM,2014,285.0625
NM,2015,291.0625
NM,2016,299.805
NM,2017,309.97
NM,2018,321.675
NM,2019,339.325
NM,2020,353.83
NY,1975,77.945
NY,1976,74.5325
NY,1977,81.975
NY,1978,84.7875
NY,1979,96.2225
NY,1980,108.26
NY,1981,112.97
NY,1982,129.28
NY,1983,136.85750000000002
NY,1984,159.73000000000005
NY,1985,187.805
NY,1986,222.1325
NY,1987,259.9775
NY,1988,281.11749999999995
NY,1989,284.67999999999995
NY,1990,282.5850000000001
NY,1991,279.815
NY,1992,285.895
NY,1993,287.5
NY,1994,281.345
NY,1995,280.0975
NY,1996,285.335
NY,1997,288.29
NY,1998,303.0
NY,1999,320.45
NY,2000,349.7375
NY,2001,382.55750000000006
NY,2002,422.875
NY,2003,466.3375
NY,2004,526.3975
NY,2005,594.6300000000001
NY,2006,633.315
NY,2007,637.0175
NY,2008,618.1725
NY,2009,591.5350000000002
NY,2010,574.6899999999998
NY,2011,562.755
NY,2012,555.73
NY,2013,559.9825000000002
NY,2014,571.2175
NY,2015,591.7450000000001
NY,2016,613.1475
NY,2017,643.0575
NY,2018,678.035
NY,2019,710.1675
NY,2020,733.8399999999998
NC,1975,68.01
NC,1976,70.12249999999999
NC,1977,76.7225
NC,1978,84.97250000000003
NC,1979,93.6875
NC,1980,100.53
NC,1981,105.5225
NC,1982,109.395
NC,1983,113.29999999999998
NC,1984,121.64
NC,1985,131.3075
NC,1986,139.4975
NC,1987,148.035
NC,1988,154.1675
NC,1989,158.6725
NC,1990,161.965
NC,1991,165.375
NC,1992,170.19
NC,1993,174.68
NC,1994,182.3525
NC,1995,191.42
NC,1996,200.4
NC,1997,210.02
NC,1998,220.485
NC,1999,228.82
NC,2000,237.365
NC,2001,250.0175
NC,2002,257.855
NC,2003,265.925
NC,2004,276.3625
NC,2005,294.16
NC,2006,315.38
NC,2007,332.26
NC,2008,335.7825
NC,2009,328.0225000000001
NC,2010,313.095
NC,2011,301.655
NC,2012,296.685
NC,2013,299.135
NC,2014,306.2050000000001
NC,2015,319.605
NC,2016,336.0925000000001
NC,2017,355.2625
NC,2018,379.3925
NC,2019,401.6475
NC,2020,416.98
ND,1975,64.21499999999999
ND,1976,73.19
ND,1977,81.50999999999998
ND,1978,86.915
ND,1979,98.345
ND,1980,100.32
ND,1981,106.46
ND,1982,86.03
ND,1983,101.43
ND,1984,113.725
ND,1985,110.515
ND,1986,111.7225
ND,1987,111.275
ND,1988,107.91
ND,1989,109.845
ND,1990,111.365
ND,1991,114.3925
ND,1992,119.0325
ND,1993,124.7825
ND,1994,132.45499999999998
ND,1995,138.96499999999997
ND,1996,144.37
ND,1997,147.79250000000005
ND,1998,155.45999999999995
ND,1999,157.8
ND,2000,160.89
ND,2001,169.0025
ND,2002,176.53
ND,2003,185.7375
ND,2004,198.82
ND,2005,214.8625
ND,2006,228.3675
ND,2007,239.7025
ND,2008,247.225
ND,2009,250.7325
ND,2010,253.7275
ND,2011,263.11749999999995
ND,2012,279.025
ND,2013,305.3275
ND,2014,327.4275
ND,2015,345.8625
ND,2016,354.69500000000005
ND,2017,360.485
ND,2018,364.8325
ND,2019,375.6475
ND,2020,380.34
OH,1975,64.9825
OH,1976,69.63749999999999
OH,1977,77.03999999999998
OH,1978,87.40250000000002
OH,1979,98.445
OH,1980,101.2425
OH,1981,102.9075
OH,1982,101.16
OH,1983,104.9525
OH,1984,106.98
OH,1985,109.885
OH,1986,115.425
OH,1987,123.4525
OH,1988,131.275
OH,1989,137.78250000000003
OH,1990,143.9325
OH,1991,149.7575
OH,1992,156.3525
OH,1993,162.4025
OH,1994,170.13
OH,1995,177.95
OH,1996,187.0525
OH,1997,195.1425
OH,1998,204.245
OH,1999,211.835
OH,2000,219.865
OH,2001,231.5875
OH,2002,239.465
OH,2003,247.185
OH,2004,255.975
OH,2005,265.0675
OH,2006,266.3
OH,2007,264.00750000000005
OH,2008,257.235
OH,2009,250.9675
OH,2010,243.87
OH,2011,235.7925
OH,2012,234.185
OH,2013,234.65750000000003
OH,2014,241.1925
OH,2015,250.6275
OH,2016,260.7675
OH,2017,274.1275
OH,2018,290.2150000000001
OH,2019,305.9874999999999
OH,2020,317.015
OK,1975,52.605
OK,1976,59.095
OK,1977,66.255
OK,1978,78.86500000000002
OK,1979,91.98
OK,1980,101.0475
OK,1981,108.3025
OK,1982,119.23250000000002
OK,1983,125.4025
OK,1984,120.7425
OK,1985,116.4775
OK,1986,114.11
OK,1987,105.3425
OK,1988,97.6125
OK,1989,99.6425
OK,1990,100.6
OK,1991,103.86
OK,1992,107.4025
OK,1993,111.5375
OK,1994,116.2825
OK,1995,120.3
OK,1996,125.1375
OK,1997,128.8425
OK,1998,135.1875
OK,1999,140.6075
OK,2000,146.14
OK,2001,154.31
OK,2002,160.345
OK,2003,166.8575
OK,2004,173.66000000000003
OK,2005,182.53500000000003
OK,2006,191.1325
OK,2007,199.34
OK,2008,203.33
OK,2009,204.335
OK,2010,202.9025
OK,2011,199.6225
OK,2012,202.505
OK,2013,205.985
OK,2014,211.95
OK,2015,220.375
OK,2016,226.475
OK,2017,234.45
OK,2018,241.775
OK,2019,252.795
OK,2020,260.38
OR,1975,52.295
OR,1976,59.3275
OR,1977,72.1175
OR,1978,86.25
OR,1979,97.595
OR,1980,101.5
OR,1981,95.38
OR,1982,98.0675
OR,1983,99.2575
OR,1984,97.9925
OR,1985,97.485
OR,1986,98.5075
OR,1987,99.6375
OR,1988,103.235
OR,1989,112.225
OR,1990,128.3375
OR,1991,140.6575
OR,1992,151.82
OR,1993,163.565
OR,1994,180.72
OR,1995,197.825
OR,1996,212.7825
OR,1997,226.485
OR,1998,237.765
OR,1999,243.785
OR,2000,250.7875
OR,2001,264.95750000000004
OR,2002,276.21250000000003
OR,2003,289.47
OR,2004,316.9650000000001
OR,2005,369.6025
OR,2006,431.0425
OR,2007,455.16
OR,2008,438.91
OR,2009,401.1625
OR,2010,372.39
OR,2011,346.265
OR,2012,344.0175
OR,2013,367.7125
OR,2014,398.5625
OR,2015,433.98
OR,2016,481.8325
OR,2017,523.96
OR,2018,558.8625000000002
OR,2019,585.75
OR,2020,604.865
PA,1975,71.3925
PA,1976,75.46000000000002
PA,1977,79.74000000000002
PA,1978,86.2575
PA,1979,95.7875
PA,1980,99.6575
PA,1981,102.555
PA,1982,105.9525
PA,1983,111.1525
PA,1984,116.87
PA,1985,124.6825
PA,1986,137.195
PA,1987,158.315
PA,1988,179.3475
PA,1989,190.7025
PA,1990,195.485
PA,1991,199.0725
PA,1992,204.305
PA,1993,207.7925
PA,1994,207.7825
PA,1995,209.5125
PA,1996,213.8275
PA,1997,216.805
PA,1998,224.53500000000003
PA,1999,230.0425
PA,2000,238.275
PA,2001,254.2325
PA,2002,270.76750000000004
PA,2003,289.25250000000005
PA,2004,319.0925
PA,2005,356.3575
PA,2006,383.76
PA,2007,394.62750000000005
PA,2008,390.9125
PA,2009,381.3175
PA,2010,373.245
PA,2011,365.2575
PA,2012,362.1725
PA,2013,365.495
PA,2014,371.345
PA,2015,381.405
PA,2016,392.475
PA,2017,407.1475
PA,2018,425.44
PA,2019,445.0
PA,2020,459.48
RI,1975,65.035
RI,1976,68.83250000000001
RI,1977,73.6075
RI,1978,83.66749999999998
RI,1979,94.1525
RI,1980,101.33
RI,1981,101.3175
RI,1982,104.7425
RI,1983,115.58
RI,1984,124.1825
RI,1985,140.73
RI,1986,170.515
RI,1987,222.99
RI,1988,253.6375
RI,1989,263.66
RI,1990,260.2675
RI,1991,251.175
RI,1992,247.02
RI,1993,246.00250000000003
RI,1994,238.54
RI,1995,239.15750000000003
RI,1996,240.9275
RI,1997,242.77
RI,1998,252.1025
RI,1999,262.8725
RI,2000,290.5125
RI,2001,323.08
RI,2002,372.985
RI,2003,427.7225
RI,2004,507.57000000000005
RI,2005,576.7925
RI,2006,600.165
RI,2007,584.385
RI,2008,536.9325
RI,2009,493.83
RI,2010,472.275
RI,2011,451.4075
RI,2012,438.7875
RI,2013,437.415
RI,2014,448.615
RI,2015,469.035
RI,2016,490.16
RI,2017,522.28
RI,2018,556.645
RI,2019,582.6175000000002
RI,2020,602.115
SC,1975,71.7925
SC,1976,75.10749999999999
SC,1977,79.7375
SC,1978,86.84
SC,1979,96.9325
SC,1980,104.71
SC,1981,115.34
SC,1982,119.695
SC,1983,122.3775
SC,1984,125.9075
SC,1985,131.58499999999998
SC,1986,137.7575
SC,1987,144.54000000000005
SC,1988,150.22500000000005
SC,1989,156.0775
SC,1990,161.2375
SC,1991,165.7
SC,1992,171.045
SC,1993,175.59
SC,1994,180.065
SC,1995,186.1425
SC,1996,194.415
SC,1997,202.925
SC,1998,214.35
SC,1999,225.59
SC,2000,235.6325
SC,2001,250.18
SC,2002,259.16
SC,2003,268.105
SC,2004,280.2925
SC,2005,301.68
SC,2006,324.4325
SC,2007,339.105
SC,2008,340.9775
SC,2009,333.0
SC,2010,317.6075
SC,2011,304.7175
SC,2012,301.6025
SC,2013,303.0
SC,2014,310.6
SC,2015,326.7025
SC,2016,344.1124999999999
SC,2017,363.775
SC,2018,387.1775
SC,2019,409.03
SC,2020,424.34
SD,1975,66.595
SD,1976,66.1625
SD,1977,72.985
SD,1978,83.0275
SD,1979,92.5475
SD,1980,101.3675
SD,1981,95.43
SD,1982,101.3
SD,1983,103.5725
SD,1984,112.0725
SD,1985,111.4025
SD,1986,116.5425
SD,1987,119.0125
SD,1988,116.75
SD,1989,119.73
SD,1990,124.2225
SD,1991,130.81
SD,1992,138.9175
SD,1993,148.3125
SD,1994,159.0725
SD,1995,166.025
SD,1996,173.58249999999995
SD,1997,180.53
SD,1998,188.06500000000003
SD,1999,194.3975
SD,2000,202.09
SD,2001,212.8075
SD,2002,222.0475
SD,2003,231.31
SD,2004,244.4525
SD,2005,261.665
SD,2006,274.015
SD,2007,284.595
SD,2008,291.8675
SD,2009,292.985
SD,2010,290.2775000000001
SD,2011,290.8400000000001
SD,2012,295.7025
SD,2013,306.095
SD,2014,315.1525000000001
SD,2015,328.785
SD,2016,343.805
SD,2017,362.2175
SD,2018,379.935
SD,2019,397.905
SD,2020,409.815
TN,1975,68.5975
TN,1976,70.14250000000001
TN,1977,77.41999999999999
TN,1978,86.3775
TN,1979,94.12
TN,1980,99.975
TN,1981,104.64
TN,1982,106.4975
TN,1983,111.9175
TN,1984,114.265
TN,1985,123.335
TN,1986,131.63500000000002
TN,1987,140.625
TN,1988,144.39
TN,1989,146.34
TN,1990,147.0375
TN,1991,149.1325
TN,1992,153.8825
TN,1993,159.0475
TN,1994,166.75
TN,1995,176.26250000000005
TN,1996,185.975
TN,1997,194.2925
TN,1998,204.505
TN,1999,211.1025
TN,2000,216.8525
TN,2001,227.4125
TN,2002,234.045
TN,2003,241.9525
TN,2004,251.86
TN,2005,268.2125
TN,2006,287.27
TN,2007,300.6425
TN,2008,301.6625
TN,2009,296.105
TN,2010,287.4275
TN,2011,279.795
TN,2012,279.39
TN,2013,284.0775
TN,2014,294.775
TN,2015,309.2175
TN,2016,328.0750000000001
TN,2017,351.365
TN,2018,377.7525
TN,2019,400.44000000000005
TN,2020,416.97
TX,1975,57.4225
TX,1976,62.37
TX,1977,70.0175
TX,1978,80.64500000000002
TX,1979,93.16
TX,1980,103.81
TX,1981,113.32
TX,1982,125.0175
TX,1983,127.2275
TX,1984,128.14749999999998
TX,1985,128.3775
TX,1986,130.2475
TX,1987,121.7675
TX,1988,115.4275
TX,1989,115.7675
TX,1990,117.2775
TX,1991,119.9325
TX,1992,124.1375
TX,1993,127.7475
TX,1994,130.505
TX,1995,132.9475
TX,1996,136.4825
TX,1997,139.51
TX,1998,146.1975
TX,1999,154.1
TX,2000,163.535
TX,2001,174.4225
TX,2002,180.6275
TX,2003,186.1875
TX,2004,191.2575
TX,2005,199.68
TX,2006,210.90000000000003
TX,2007,221.7675
TX,2008,225.7925
TX,2009,226.08
TX,2010,223.225
TX,2011,220.0975
TX,2012,223.2625
TX,2013,233.2675
TX,2014,250.045
TX,2015,268.39
TX,2016,288.14
TX,2017,309.865
TX,2018,329.7100000000001
TX,2019,347.05
TX,2020,357.035
UT,1975,56.9075
UT,1976,62.90000000000001
UT,1977,72.3625
UT,1978,85.6475
UT,1979,97.25
UT,1980,101.4225
UT,1981,109.025
UT,1982,110.47
UT,1983,113.6375
UT,1984,113.175
UT,1985,116.05
UT,1986,118.5175
UT,1987,115.96
UT,1988,112.795
UT,1989,114.47
UT,1990,118.1925
UT,1991,125.06
UT,1992,133.215
UT,1993,147.7475
UT,1994,172.3225
UT,1995,192.54
UT,1996,209.2475
UT,1997,222.045
UT,1998,233.425
UT,1999,236.235
UT,2000,238.6125
UT,2001,248.9625
UT,2002,252.255
UT,2003,256.42999999999995
UT,2004,264.425
UT,2005,289.7625
UT,2006,335.42
UT,2007,376.3375
UT,2008,371.45
UT,2009,341.9050000000001
UT,2010,320.52
UT,2011,303.355
UT,2012,307.7275
UT,2013,329.1675
UT,2014,348.6
UT,2015,367.9075
UT,2016,394.71
UT,2017,430.3875
UT,2018,471.685
UT,2019,507.265
UT,2020,529.6400000000001
VT,1975,73.5575
VT,1976,83.8625
VT,1977,87.6025
VT,1978,92.495
VT,1979,96.7775
VT,1980,104.0
VT,1981,95.9
VT,1982,115.25
VT,1983,117.995
VT,1984,124.645
VT,1985,134.88
VT,1986,150.4125
VT,1987,171.82000000000005
VT,1988,196.485
VT,1989,213.1075
VT,1990,215.88
VT,1991,213.51
VT,1992,215.4925
VT,1993,217.46
VT,1994,217.975
VT,1995,219.4175
VT,1996,222.525
VT,1997,224.6425
VT,1998,230.01
VT,1999,239.6
VT,2000,257.2525
VT,2001,277.0275
VT,2002,298.11
VT,2003,319.805
VT,2004,362.9325
VT,2005,413.31750000000005
VT,2006,446.58
VT,2007,457.9825
VT,2008,457.1575
VT,2009,446.8625
VT,2010,440.7975
VT,2011,436.9075
VT,2012,437.75
VT,2013,437.7275
VT,2014,438.03
VT,2015,445.8275
VT,2016,453.0425
VT,2017,463.3925
VT,2018,478.1475
VT,2019,497.2625000000001
VT,2020,512.725
VA,1975,68.07
VA,1976,70.13000000000001
VA,1977,76.16499999999998
VA,1978,84.8675
VA,1979,92.8875
VA,1980,102.3975
VA,1981,106.7475
VA,1982,108.3825
VA,1983,117.7925
VA,1984,123.605
VA,1985,130.2675
VA,1986,138.5525
VA,1987,152.9875
VA,1988,171.945
VA,1989,185.7025
VA,1990,188.3475
VA,1991,188.38
VA,1992,191.66
VA,1993,193.72
VA,1994,195.05
VA,1995,197.44000000000003
VA,1996,201.7375
VA,1997,205.7975
VA,1998,212.3675
VA,1999,221.495
VA,2000,236.6575
VA,2001,257.0675
VA,2002,279.4325
VA,2003,302.335
VA,2004,347.5250000000001
VA,2005,414.61
VA,2006,458.03
VA,2007,466.085
VA,2008,443.265
VA,2009,419.1175
VA,2010,403.265
VA,2011,392.3175
VA,2012,391.3375
VA,2013,397.3175
VA,2014,407.635
VA,2015,419.365
VA,2016,430.1525
VA,2017,444.65
VA,2018,461.7025
VA,2019,481.5425
VA,2020,496.665
WA,1975,47.5925
WA,1976,54.41
WA,1977,65.065
WA,1978,81.0725
WA,1979,94.04999999999998
WA,1980,101.4175
WA,1981,104.095
WA,1982,103.67
WA,1983,105.495
WA,1984,108.6275
WA,1985,111.38
WA,1986,114.6125
WA,1987,118.2775
WA,1988,124.7275
WA,1989,141.6475
WA,1990,172.4675
WA,1991,183.9175
WA,1992,191.5975
WA,1993,199.205
WA,1994,208.7425
WA,1995,215.8975
WA,1996,222.5875
WA,1997,231.565
WA,1998,247.1275
WA,1999,260.21000000000004
WA,2000,273.76500000000004
WA,2001,290.5575
WA,2002,303.265
WA,2003,316.43
WA,2004,346.52
WA,2005,401.7875
WA,2006,464.4875
WA,2007,496.835
WA,2008,483.50250000000005
WA,2009,442.38
WA,2010,412.675
WA,2011,385.51
WA,2012,379.87750000000005
WA,2013,399.56
WA,2014,427.12750000000005
WA,2015,461.6775
WA,2016,509.6875
WA,2017,565.6800000000002
WA,2018,622.0775
WA,2019,656.8375
WA,2020,683.765
WV,1975,62.19499999999999
WV,1976,66.265
WV,1977,78.535
WV,1978,83.8
WV,1979,89.86
WV,1980,105.625
WV,1981,104.395
WV,1982,95.19666666666667
WV,1983,94.5075
WV,1984,93.7275
WV,1985,92.8175
WV,1986,97.175
WV,1987,98.1325
WV,1988,98.92
WV,1989,101.61
WV,1990,104.055
WV,1991,107.66
WV,1992,112.8125
WV,1993,118.155
WV,1994,124.41
WV,1995,130.22
WV,1996,134.88
WV,1997,138.97750000000002
WV,1998,145.79000000000005
WV,1999,148.3425
WV,2000,150.845
WV,2001,159.115
WV,2002,164.51000000000005
WV,2003,170.7675
WV,2004,181.3175
WV,2005,198.845
WV,2006,210.505
WV,2007,214.985
WV,2008,214.3425
WV,2009,210.11
WV,2010,207.505
WV,2011,204.3425
WV,2012,205.3375
WV,2013,208.2275
WV,2014,212.5625
WV,2015,217.8075
WV,2016,222.455
WV,2017,225.085
WV,2018,231.19
WV,2019,237.47
WV,2020,244.555
WI,1975,64.5175
WI,1976,66.79
WI,1977,76.92
WI,1978,88.82499999999997
WI,1979,98.8475
WI,1980,101.895
WI,1981,99.9875
WI,1982,95.2725
WI,1983,105.4375
WI,1984,107.08
WI,1985,109.7475
WI,1986,113.545
WI,1987,117.315
WI,1988,122.9575
WI,1989,129.66750000000002
WI,1990,136.3125
WI,1991,142.8525
WI,1992,150.53
WI,1993,158.07
WI,1994,172.05499999999995
WI,1995,182.5725
WI,1996,190.965
WI,1997,199.4575
WI,1998,207.2025
WI,1999,217.6
WI,2000,230.895
WI,2001,243.0375
WI,2002,255.3
WI,2003,267.4925
WI,2004,289.14
WI,2005,311.6925
WI,2006,322.19
WI,2007,326.2875
WI,2008,321.0275000000001
WI,2009,311.575
WI,2010,302.0675
WI,2011,293.0225
WI,2012,290.7425
WI,2013,290.44
WI,2014,294.5075
WI,2015,304.315
WI,2016,316.5725
WI,2017,333.3225
WI,2018,353.0425
WI,2019,369.86
WI,2020,378.555
WY,1975,50.3125
WY,1976,57.8175
WY,1977,66.64
WY,1978,77.7675
WY,1979,93.4275
WY,1980,98.5075
WY,1981,108.0975
WY,1982,110.5025
WY,1983,104.8825
WY,1984,97.7975
WY,1985,95.3525
WY,1986,95.3825
WY,1987,86.00999999999998
WY,1988,80.245
WY,1989,82.305
WY,1990,88.81
WY,1991,93.5525
WY,1992,99.5125
WY,1993,107.085
WY,1994,118.18
WY,1995,127.2625
WY,1996,133.6075
WY,1997,137.7075
WY,1998,142.6075
WY,1999,146.54500000000004
WY,2000,152.7375
WY,2001,161.5025
WY,2002,171.85250000000005
WY,2003,182.355
WY,2004,199.33500000000004
WY,2005,221.985
WY,2006,249.96
WY,2007,274.4275
WY,2008,280.33000000000004
WY,2009,275.2375
WY,2010,266.7775
WY,2011,263.17999999999995
WY,2012,266.72
WY,2013,272.99
WY,2014,281.27750000000003
WY,2015,291.93
WY,2016,298.3375
WY,2017,302.5875
WY,2018,314.94
WY,2019,328.8375000000001
WY,2020,340.5850000000001
