,state_po,year,population
5733,WI,1973,4524244.0
5734,WI,1974,4545782.0
5735,WI,1975,4578986.0
5736,WI,1976,4595904.0
5737,WI,1977,4626514.0
5738,WI,1978,4646108.0
5739,WI,1979,4682811.0
5740,WI,1980,4712045.0
5741,WI,1981,4726343.0
5742,WI,1982,4728870.0
5743,WI,1983,4721438.0
5744,WI,1984,4735563.0
5745,WI,1985,4747767.0
5746,WI,1986,4755618.0
5747,WI,1987,4777919.0
5748,WI,1988,4822388.0
5749,WI,1989,4856574.0
5750,WI,1990,4902265.0
5751,WI,1991,4952675.0
5752,WI,1992,5004636.0
5753,WI,1993,5055318.0
5754,WI,1994,5095504.0
5755,WI,1995,5137004.0
5756,WI,1996,5173828.0
5757,WI,1997,5200235.0
5758,WI,1998,5222124.0
5759,WI,1999,5250446.0
5760,WI,2000,5373999.0
5761,WI,2001,5406835.0
5762,WI,2002,5445162.0
5763,WI,2003,5479203.0
5764,WI,2004,5514026.0
5765,WI,2005,5546166.0
5766,WI,2006,5577655.0
5767,WI,2007,5610775.0
5768,WI,2008,5640996.0
5769,WI,2009,5669264.0
5770,WI,2010,5690475.0
5771,WI,2011,5705288.0
5772,WI,2012,5719960.0
5773,WI,2013,5736754.0
5774,WI,2014,5751525.0
5775,WI,2015,5760940.0
5776,WI,2016,5772628.0
5777,WI,2017,5790186.0
5778,WI,2018,5807406.0
5779,WI,2019,5822434.0
5780,WY,1900,93000.0
5781,WY,1901,100000.0
5782,WY,1902,105000.0
5783,WY,1903,108000.0
5784,WY,1904,111000.0
5785,WY,1905,114000.0
5786,WY,1906,118000.0
5787,WY,1907,125000.0
5788,WY,1908,133000.0
5789,WY,1909,141000.0
5790,WY,1910,147000.0
5791,WY,1911,150000.0
5792,WY,1912,153000.0
5793,WY,1913,157000.0
5794,WY,1914,163000.0
5795,WY,1915,167000.0
5796,WY,1916,174000.0
5797,WY,1917,186000.0
5798,WY,1918,181000.0
5799,WY,1919,191000.0
5800,WY,1920,197000.0
5801,WY,1921,203000.0
5802,WY,1922,208000.0
5803,WY,1923,211000.0
5804,WY,1924,215000.0
5805,WY,1925,216000.0
5806,WY,1926,217000.0
5807,WY,1927,219000.0
5808,WY,1928,220000.0
5809,WY,1929,223000.0
5810,WY,1930,226000.0
5811,WY,1931,229000.0
5812,WY,1932,230000.0
5813,WY,1933,230000.0
5814,WY,1934,233000.0
5815,WY,1935,237000.0
5816,WY,1936,240000.0
5817,WY,1937,243000.0
5818,WY,1938,246000.0
5819,WY,1939,248000.0
5820,WY,1940,250000.0
5821,WY,1941,247000.0
5822,WY,1942,251000.0
5823,WY,1943,247000.0
5824,WY,1944,242000.0
5825,WY,1945,239000.0
5826,WY,1946,254000.0
5827,WY,1947,258000.0
5828,WY,1948,269000.0
5829,WY,1949,277000.0
5830,WY,1950,290000.0
5831,WY,1951,291000.0
5832,WY,1952,293000.0
5833,WY,1953,290000.0
5834,WY,1954,293000.0
5835,WY,1955,307000.0
5836,WY,1956,312000.0
5837,WY,1957,314000.0
5838,WY,1958,315000.0
5839,WY,1959,320000.0
5840,WY,1960,331000.0
5841,WY,1961,337000.0
5842,WY,1962,333000.0
5843,WY,1963,336000.0
5844,WY,1964,339000.0
5845,WY,1965,332000.0
5846,WY,1966,323000.0
5847,WY,1967,322000.0
5848,WY,1968,324000.0
5849,WY,1969,329000.0
5850,WY,1970,332416.0
5851,WY,1971,340285.0
5852,WY,1972,347345.0
5853,WY,1973,354061.0
5854,WY,1974,365501.0
5855,WY,1975,381695.0
5856,WY,1976,396952.0
5857,WY,1977,413354.0
5858,WY,1978,432880.0
5859,WY,1979,454378.0
5860,WY,1980,474185.0
5861,WY,1981,491712.0
5862,WY,1982,506400.0
5863,WY,1983,510345.0
5864,WY,1984,504896.0
5865,WY,1985,499695.0
5866,WY,1986,495633.0
5867,WY,1987,476965.0
5868,WY,1988,465101.0
5869,WY,1989,458374.0
5870,WY,1990,453401.0
5871,WY,1991,457739.0
5872,WY,1992,463491.0
5873,WY,1993,469033.0
5874,WY,1994,474982.0
5875,WY,1995,478447.0
5876,WY,1996,480085.0
5877,WY,1997,480031.0
5878,WY,1998,480045.0
5879,WY,1999,479602.0
5880,WY,2000,494300.0
5881,WY,2001,494657.0
5882,WY,2002,500017.0
5883,WY,2003,503453.0
5884,WY,2004,509106.0
5885,WY,2005,514157.00000000006
5886,WY,2006,522667.00000000006
5887,WY,2007,534876.0
5888,WY,2008,546043.0
5889,WY,2009,559851.0
5890,WY,2010,564487.0
5891,WY,2011,567299.0
5892,WY,2012,576305.0
5893,WY,2013,582122.0
5894,WY,2014,582531.0
5895,WY,2015,585613.0
5896,WY,2016,584215.0
5897,WY,2017,578931.0
5898,WY,2018,577601.0
5899,WY,2019,578759.0
