,state_po,year,population
4786,SD,1986,696034.0
4787,SD,1987,696036.0
4788,SD,1988,698165.0
4789,SD,1989,696701.0
4790,SD,1990,696667.0
4791,SD,1991,701445.0
4792,SD,1992,708698.0
4793,SD,1993,716258.0
4794,SD,1994,723038.0
4795,SD,1995,728251.0
4796,SD,1996,730699.0
4797,SD,1997,730855.0
4798,SD,1998,730789.0
4799,SD,1999,733133.0
4800,SD,2000,755844.0
4801,SD,2001,757972.0
4802,SD,2002,760020.0
4803,SD,2003,763729.0
4804,SD,2004,770396.0
4805,SD,2005,775493.0
4806,SD,2006,783033.0
4807,SD,2007,791623.0
4808,SD,2008,799124.0
4809,SD,2009,807067.0
4810,SD,2010,816166.0
4811,SD,2011,823579.0
4812,SD,2012,833566.0
4813,SD,2013,842316.0
4814,SD,2014,849129.0
4815,SD,2015,853988.0
4816,SD,2016,862996.0
4817,SD,2017,872868.0
4818,SD,2018,878698.0
4819,SD,2019,884659.0
4820,TN,1900,2023000.0
4821,TN,1901,2041000.0
4822,TN,1902,2060000.0
4823,TN,1903,2082000.0
4824,TN,1904,2086000.0
4825,TN,1905,2111000.0
4826,TN,1906,2136000.0
4827,TN,1907,2136000.0
4828,TN,1908,2164000.0
4829,TN,1909,2177000.0
4830,TN,1910,2191000.0
4831,TN,1911,2197000.0
4832,TN,1912,2218000.0
4833,TN,1913,2257000.0
4834,TN,1914,2289000.0
4835,TN,1915,2294000.0
4836,TN,1916,2304000.0
4837,TN,1917,2331000.0
4838,TN,1918,2288000.0
4839,TN,1919,2305000.0
4840,TN,1920,2329000.0
4841,TN,1921,2369000.0
4842,TN,1922,2424000.0
4843,TN,1923,2463000.0
4844,TN,1924,2502000.0
4845,TN,1925,2531000.0
4846,TN,1926,2553000.0
4847,TN,1927,2608000.0
4848,TN,1928,2624000.0
4849,TN,1929,2604000.0
4850,TN,1930,2619000.0
4851,TN,1931,2657000.0
4852,TN,1932,2711000.0
4853,TN,1933,2747000.0
4854,TN,1934,2784000.0
4855,TN,1935,2798000.0
4856,TN,1936,2791000.0
4857,TN,1937,2795000.0
4858,TN,1938,2821000.0
4859,TN,1939,2874000.0
4860,TN,1940,2935000.0
4861,TN,1941,2973000.0
4862,TN,1942,2939000.0
4863,TN,1943,2972000.0
4864,TN,1944,2868000.0
4865,TN,1945,2878000.0
4866,TN,1946,3074000.0
4867,TN,1947,3166000.0
4868,TN,1948,3216000.0
4869,TN,1949,3236000.0
4870,TN,1950,3315000.0
4871,TN,1951,3372000.0
4872,TN,1952,3352000.0
4873,TN,1953,3319000.0
4874,TN,1954,3359000.0
4875,TN,1955,3415000.0
4876,TN,1956,3415000.0
4877,TN,1957,3434000.0
4878,TN,1958,3471000.0
4879,TN,1959,3522000.0
4880,TN,1960,3575000.0
4881,TN,1961,3622000.0
4882,TN,1962,3673000.0
4883,TN,1963,3718000.0
4884,TN,1964,3771000.0
4885,TN,1965,3798000.0
4886,TN,1966,3822000.0
4887,TN,1967,3859000.0
4888,TN,1968,3878000.0
4889,TN,1969,3897000.0
4890,TN,1970,3926018.0
4891,TN,1971,4013608.0
4892,TN,1972,4094611.0
4893,TN,1973,4147401.0
4894,TN,1974,4213509.0
4895,TN,1975,4275566.0
4896,TN,1976,4346928.0
4897,TN,1977,4422921.0
4898,TN,1978,4486314.0
4899,TN,1979,4560473.0
4900,TN,1980,4600252.0
4901,TN,1981,4627658.0
4902,TN,1982,4646041.0
4903,TN,1983,4659749.0
4904,TN,1984,4686737.0
4905,TN,1985,4715296.0
4906,TN,1986,4738708.0
4907,TN,1987,4782927.0
4908,TN,1988,4822437.0
4909,TN,1989,4854444.0
4910,TN,1990,4890626.0
4911,TN,1991,4946886.0
4912,TN,1992,5013999.0
4913,TN,1993,5085666.0
4914,TN,1994,5163016.0
4915,TN,1995,5241168.0
4916,TN,1996,5313576.0
4917,TN,1997,5378433.0
4918,TN,1998,5432679.0
4919,TN,1999,5483535.0
4920,TN,2000,5703719.0
4921,TN,2001,5750789.0
4922,TN,2002,5795918.0
4923,TN,2003,5847812.0
4924,TN,2004,5910809.0
4925,TN,2005,5991057.0
4926,TN,2006,6088766.0
4927,TN,2007,6175727.0
4928,TN,2008,6247411.0
4929,TN,2009,6306019.0
4930,TN,2010,6355311.0
4931,TN,2011,6399291.0
4932,TN,2012,6453898.0
4933,TN,2013,6494340.0
4934,TN,2014,6541223.0
4935,TN,2015,6591170.0
4936,TN,2016,6646010.0
4937,TN,2017,6708799.0
4938,TN,2018,6771631.0
4939,TN,2019,6829174.0
4940,TX,1900,3055000.0
4941,TX,1901,3132000.0
4942,TX,1902,3210000.0
4943,TX,1903,3291000.0
4944,TX,1904,3374000.0
4945,TX,1905,3459000.0
4946,TX,1906,3546000.0
4947,TX,1907,3636000.0
4948,TX,1908,3727000.0
4949,TX,1909,3821000.0
4950,TX,1910,3922000.0
4951,TX,1911,4016000.0
4952,TX,1912,4107000.0
4953,TX,1913,4207000.0
4954,TX,1914,4300000.0
4955,TX,1915,4368000.0
4956,TX,1916,4444000.0
4957,TX,1917,4563000.0
4958,TX,1918,4666000.0
4959,TX,1919,4631000.0
4960,TX,1920,4723000.0
4961,TX,1921,4853000.0
4962,TX,1922,4955000.0
4963,TX,1923,5077000.0
4964,TX,1924,5210000.0
4965,TX,1925,5332000.0
4966,TX,1926,5453000.0
4967,TX,1927,5577000.0
4968,TX,1928,5675000.0
4969,TX,1929,5762000.0
4970,TX,1930,5844000.0
4971,TX,1931,5907000.0
4972,TX,1932,5961000.0
4973,TX,1933,6014000.0
4974,TX,1934,6053000.0
4975,TX,1935,6123000.0
4976,TX,1936,6192000.0
4977,TX,1937,6250000.0
4978,TX,1938,6301000.0
4979,TX,1939,6360000.0
4980,TX,1940,6425000.0
4981,TX,1941,6585000.0
4982,TX,1942,6711000.0
4983,TX,1943,7012000.0
4984,TX,1944,6876000.0
4985,TX,1945,6826000.0
4986,TX,1946,7197000.0
4987,TX,1947,7388000.0
4988,TX,1948,7626000.0
4989,TX,1949,7623000.0
4990,TX,1950,7776000.0
4991,TX,1951,8111000.0
4992,TX,1952,8314000.0
4993,TX,1953,8336000.0
4994,TX,1954,8382000.0
4995,TX,1955,8660000.0
4996,TX,1956,8830000.0
4997,TX,1957,9070000.0
4998,TX,1958,9252000.0
4999,TX,1959,9405000.0
5000,TX,1960,9624000.0
5001,TX,1961,9820000.0
5002,TX,1962,10053000.0
5003,TX,1963,10159000.0
5004,TX,1964,10270000.0
5005,TX,1965,10378000.0
5006,TX,1966,10492000.0
5007,TX,1967,10599000.0
5008,TX,1968,10819000.0
5009,TX,1969,11045000.0
5010,TX,1970,11198655.0
5011,TX,1971,11509848.0
5012,TX,1972,11759148.0
5013,TX,1973,12019543.0
5014,TX,1974,12268629.0
5015,TX,1975,12568843.0
5016,TX,1976,12904089.0
5017,TX,1977,13193050.0
5018,TX,1978,13500429.0
5019,TX,1979,13888371.0
5020,TX,1980,14338208.0
5021,TX,1981,14746318.0
5022,TX,1982,15331415.0
5023,TX,1983,15751676.0
5024,TX,1984,16007086.0
5025,TX,1985,16272734.0
5026,TX,1986,16561113.000000002
5027,TX,1987,16621791.000000002
5028,TX,1988,16667022.0
5029,TX,1989,16806735.0
5030,TX,1990,17044714.0
5031,TX,1991,17339904.0
5032,TX,1992,17650479.0
5033,TX,1993,17996764.0
5034,TX,1994,18338319.0
5035,TX,1995,18679706.0
5036,TX,1996,19006240.0
5037,TX,1997,19355427.0
5038,TX,1998,19712389.0
5039,TX,1999,20044141.0
5040,TX,2000,20944499.0
5041,TX,2001,21319622.0
5042,TX,2002,21690325.0
5043,TX,2003,22030931.0
5044,TX,2004,22394023.0
5045,TX,2005,22778123.0
5046,TX,2006,23359580.0
5047,TX,2007,23831983.0
5048,TX,2008,24309039.0
5049,TX,2009,24801761.0
5050,TX,2010,25241971.0
5051,TX,2011,25645629.0
5052,TX,2012,26084481.0
5053,TX,2013,26480266.0
5054,TX,2014,26964333.0
5055,TX,2015,27470056.0
5056,TX,2016,27914410.0
5057,TX,2017,28295273.0
5058,TX,2018,28628666.0
5059,TX,2019,28995881.0
5060,UT,1900,277000.0
5061,UT,1901,284000.0
5062,UT,1902,292000.0
5063,UT,1903,299000.0
5064,UT,1904,308000.0
5065,UT,1905,316000.0
5066,UT,1906,327000.0
5067,UT,1907,339000.0
5068,UT,1908,351000.0
5069,UT,1909,363000.0
5070,UT,1910,377000.0
5071,UT,1911,387000.0
5072,UT,1912,399000.0
5073,UT,1913,410000.0
5074,UT,1914,422000.0
5075,UT,1915,430000.0
5076,UT,1916,436000.0
5077,UT,1917,444000.0
5078,UT,1918,437000.0
5079,UT,1919,446000.0
5080,UT,1920,453000.0
5081,UT,1921,457000.0
5082,UT,1922,467000.0
5083,UT,1923,474000.0
5084,UT,1924,481000.0
5085,UT,1925,487000.0
5086,UT,1926,494000.0
5087,UT,1927,500000.0
5088,UT,1928,504000.0
5089,UT,1929,508000.0
5090,UT,1930,509000.0
5091,UT,1931,513000.0
5092,UT,1932,517000.0
5093,UT,1933,520000.0
5094,UT,1934,522000.0
5095,UT,1935,526000.0
5096,UT,1936,527000.0
5097,UT,1937,529000.0
5098,UT,1938,535000.0
5099,UT,1939,543000.0
5100,UT,1940,552000.0
5101,UT,1941,551000.0
5102,UT,1942,575000.0
5103,UT,1943,631000.0
5104,UT,1944,605000.0
5105,UT,1945,591000.0
5106,UT,1946,638000.0
5107,UT,1947,636000.0
5108,UT,1948,653000.0
5109,UT,1949,671000.0
5110,UT,1950,696000.0
5111,UT,1951,706000.0
5112,UT,1952,724000.0
5113,UT,1953,739000.0
5114,UT,1954,750000.0
5115,UT,1955,783000.0
5116,UT,1956,809000.0
5117,UT,1957,826000.0
5118,UT,1958,845000.0
5119,UT,1959,870000.0
5120,UT,1960,900000.0
5121,UT,1961,936000.0
5122,UT,1962,958000.0
5123,UT,1963,974000.0
5124,UT,1964,978000.0
5125,UT,1965,994000.0
5126,UT,1966,1009000.0
5127,UT,1967,1019000.0
5128,UT,1968,1029000.0
5129,UT,1969,1047000.0
5130,UT,1970,1059273.0
5131,UT,1971,1101192.0
5132,UT,1972,1135449.0
5133,UT,1973,1170040.0
5134,UT,1974,1200471.0
5135,UT,1975,1236030.0
5136,UT,1976,1274928.0
5137,UT,1977,1319512.0
5138,UT,1978,1367510.0
5139,UT,1979,1420238.0
5140,UT,1980,1472595.0
5141,UT,1981,1515471.0
5142,UT,1982,1558314.0
5143,UT,1983,1594943.0
5144,UT,1984,1622342.0
5145,UT,1985,1642910.0
5146,UT,1986,1662834.0
5147,UT,1987,1678119.0
5148,UT,1988,1689372.0
5149,UT,1989,1705864.0
5150,UT,1990,1729722.0
5151,UT,1991,1771941.0
5152,UT,1992,1821498.0
5153,UT,1993,1875993.0
5154,UT,1994,1930436.0
5155,UT,1995,1976774.0
5156,UT,1996,2022253.0
5157,UT,1997,2065397.0
5158,UT,1998,2100562.0
5159,UT,1999,2129836.0
5160,UT,2000,2244502.0
5161,UT,2001,2283715.0
5162,UT,2002,2324815.0
5163,UT,2003,2360137.0
5164,UT,2004,2401580.0
5165,UT,2005,2457719.0
5166,UT,2006,2525507.0
5167,UT,2007,2597746.0
5168,UT,2008,2663029.0
5169,UT,2009,2723421.0
5170,UT,2010,2775332.0
5171,UT,2011,2814384.0
5172,UT,2012,2853375.0
5173,UT,2013,2897640.0
5174,UT,2014,2936879.0
5175,UT,2015,2981835.0
5176,UT,2016,3041868.0
5177,UT,2017,3101042.0
5178,UT,2018,3153550.0
5179,UT,2019,3205958.0
5180,VT,1900,344000.0
5181,VT,1901,347000.0
5182,VT,1902,349000.0
5183,VT,1903,350000.0
5184,VT,1904,353000.0
5185,VT,1905,354000.0
5186,VT,1906,355000.0
5187,VT,1907,355000.0
5188,VT,1908,354000.0
5189,VT,1909,356000.0
5190,VT,1910,357000.0
5191,VT,1911,358000.0
5192,VT,1912,359000.0
5193,VT,1913,361000.0
5194,VT,1914,362000.0
5195,VT,1915,360000.0
5196,VT,1916,360000.0
5197,VT,1917,372000.0
5198,VT,1918,352000.0
5199,VT,1919,352000.0
5200,VT,1920,353000.0
5201,VT,1921,355000.0
5202,VT,1922,354000.0
5203,VT,1923,354000.0
5204,VT,1924,355000.0
5205,VT,1925,355000.0
5206,VT,1926,356000.0
5207,VT,1927,357000.0
5208,VT,1928,358000.0
5209,VT,1929,359000.0
5210,VT,1930,360000.0
5211,VT,1931,359000.0
5212,VT,1932,358000.0
5213,VT,1933,357000.0
5214,VT,1934,357000.0
5215,VT,1935,357000.0
5216,VT,1936,357000.0
5217,VT,1937,356000.0
5218,VT,1938,356000.0
5219,VT,1939,358000.0
5220,VT,1940,363000.0
5221,VT,1941,348000.0
5222,VT,1942,343000.0
5223,VT,1943,327000.0
5224,VT,1944,314000.0
5225,VT,1945,315000.0
5226,VT,1946,342000.0
5227,VT,1947,354000.0
5228,VT,1948,359000.0
5229,VT,1949,369000.0
5230,VT,1950,379000.0
5231,VT,1951,378000.0
5232,VT,1952,375000.0
5233,VT,1953,379000.0
5234,VT,1954,377000.0
5235,VT,1955,375000.0
5236,VT,1956,377000.0
5237,VT,1957,376000.0
5238,VT,1958,380000.0
5239,VT,1959,387000.0
5240,VT,1960,389000.0
5241,VT,1961,390000.0
5242,VT,1962,393000.0
5243,VT,1963,397000.0
5244,VT,1964,399000.0
5245,VT,1965,404000.0
5246,VT,1966,413000.0
5247,VT,1967,423000.0
5248,VT,1968,430000.0
5249,VT,1969,437000.0
5250,VT,1970,444732.0
5251,VT,1971,454318.0
5252,VT,1972,463143.0
5253,VT,1973,468430.0
5254,VT,1974,473002.0
5255,VT,1975,479713.0
5256,VT,1976,484928.0
5257,VT,1977,491931.0
5258,VT,1978,498109.0
5259,VT,1979,505372.0
5260,VT,1980,512524.0
5261,VT,1981,515594.00000000006
5262,VT,1982,519109.00000000006
5263,VT,1983,523302.0
5264,VT,1984,526660.0
5265,VT,1985,530035.0
5266,VT,1986,534066.0
5267,VT,1987,540267.0
5268,VT,1988,549763.0
5269,VT,1989,557707.0
5270,VT,1990,564526.0
5271,VT,1991,567141.0
5272,VT,1992,570115.0
5273,VT,1993,574004.0
5274,VT,1994,578900.0
5275,VT,1995,582827.0
5276,VT,1996,586352.0
5277,VT,1997,588665.0
5278,VT,1998,590579.0
5279,VT,1999,593740.0
5280,VT,2000,609618.0
5281,VT,2001,612223.0
5282,VT,2002,615442.0
5283,VT,2003,617858.0
5284,VT,2004,619920.0
5285,VT,2005,621215.0
5286,VT,2006,622892.0
5287,VT,2007,623481.0
5288,VT,2008,624151.0
5289,VT,2009,624817.0
5290,VT,2010,625879.0
5291,VT,2011,627049.0
5292,VT,2012,626090.0
5293,VT,2013,626210.0
5294,VT,2014,625214.0
5295,VT,2015,625216.0
5296,VT,2016,623657.0
5297,VT,2017,624344.0
5298,VT,2018,624358.0
5299,VT,2019,623989.0
5300,VA,1900,1858000.0
5301,VA,1901,1887000.0
5302,VA,1902,1894000.0
5303,VA,1903,1890000.0
5304,VA,1904,1889000.0
5305,VA,1905,1917000.0
5306,VA,1906,1942000.0
5307,VA,1907,1952000.0
5308,VA,1908,1994000.0
5309,VA,1909,2038000.0
5310,VA,1910,2071000.0
5311,VA,1911,2092000.0
5312,VA,1912,2122000.0
5313,VA,1913,2176000.0
5314,VA,1914,2241000.0
5315,VA,1915,2294000.0
5316,VA,1916,2316000.0
5317,VA,1917,2313000.0
5318,VA,1918,2359000.0
5319,VA,1919,2318000.0
5320,VA,1920,2347000.0
5321,VA,1921,2395000.0
5322,VA,1922,2412000.0
5323,VA,1923,2423000.0
5324,VA,1924,2426000.0
5325,VA,1925,2423000.0
5326,VA,1926,2419000.0
5327,VA,1927,2433000.0
5328,VA,1928,2435000.0
5329,VA,1929,2425000.0
5330,VA,1930,2427000.0
5331,VA,1931,2445000.0
5332,VA,1932,2452000.0
5333,VA,1933,2460000.0
5334,VA,1934,2485000.0
5335,VA,1935,2520000.0
5336,VA,1936,2552000.0
5337,VA,1937,2590000.0
5338,VA,1938,2638000.0
5339,VA,1939,2670000.0
5340,VA,1940,2720000.0
5341,VA,1941,2855000.0
5342,VA,1942,3038000.0
5343,VA,1943,3130000.0
5344,VA,1944,3248000.0
5345,VA,1945,3193000.0
5346,VA,1946,3212000.0
5347,VA,1947,3201000.0
5348,VA,1948,3207000.0
5349,VA,1949,3292000.0
5350,VA,1950,3315000.0
5351,VA,1951,3434000.0
5352,VA,1952,3504000.0
5353,VA,1953,3557000.0
5354,VA,1954,3555000.0
5355,VA,1955,3588000.0
5356,VA,1956,3722000.0
5357,VA,1957,3844000.0
5358,VA,1958,3914000.0
5359,VA,1959,3951000.0
5360,VA,1960,3986000.0
5361,VA,1961,4095000.0
5362,VA,1962,4180000.0
5363,VA,1963,4276000.0
5364,VA,1964,4357000.0
5365,VA,1965,4411000.0
5366,VA,1966,4456000.0
5367,VA,1967,4508000.0
5368,VA,1968,4558000.0
5369,VA,1969,4614000.0
5370,VA,1970,4651448.0
5371,VA,1971,4750838.0
5372,VA,1972,4824472.0
5373,VA,1973,4901292.0
5374,VA,1974,4971069.0
5375,VA,1975,5047395.0
5376,VA,1976,5121863.0
5377,VA,1977,5193112.0
5378,VA,1978,5270240.0
5379,VA,1979,5307945.0
5380,VA,1980,5368334.0
5381,VA,1981,5444097.0
5382,VA,1982,5492783.0
5383,VA,1983,5564657.0
5384,VA,1984,5643870.0
5385,VA,1985,5715153.0
5386,VA,1986,5811700.0
5387,VA,1987,5932268.0
5388,VA,1988,6036909.0
5389,VA,1989,6120246.0
5390,VA,1990,6213526.0
5391,VA,1991,6283853.0
5392,VA,1992,6383315.0
5393,VA,1993,6464795.0
5394,VA,1994,6536771.0
5395,VA,1995,6601392.0
5396,VA,1996,6665491.0
5397,VA,1997,6732878.0
5398,VA,1998,6789225.0
5399,VA,1999,6872912.0
5400,VA,2000,7105817.0
5401,VA,2001,7198362.0
5402,VA,2002,7286873.0
5403,VA,2003,7366977.0
5404,VA,2004,7475575.0
5405,VA,2005,7577105.0
5406,VA,2006,7673725.0
5407,VA,2007,7751000.0
5408,VA,2008,7833496.0
5409,VA,2009,7925937.0
5410,VA,2010,8023699.0
5411,VA,2011,8101155.0
5412,VA,2012,8185080.0
5413,VA,2013,8252427.0
5414,VA,2014,8310993.0
5415,VA,2015,8361808.000000001
5416,VA,2016,8410106.0
5417,VA,2017,8463587.0
5418,VA,2018,8501286.0
5419,VA,2019,8535519.0
5420,WA,1900,523000.0
5421,WA,1901,583000.0
5422,WA,1902,651000.0
5423,WA,1903,719000.0
5424,WA,1904,782000.0
5425,WA,1905,842000.0
5426,WA,1906,904000.0
5427,WA,1907,967000.0
5428,WA,1908,1028000.0
5429,WA,1909,1091000.0
5430,WA,1910,1148000.0
5431,WA,1911,1167000.0
5432,WA,1912,1184000.0
5433,WA,1913,1209000.0
5434,WA,1914,1231000.0
5435,WA,1915,1239000.0
5436,WA,1916,1255000.0
5437,WA,1917,1287000.0
5438,WA,1918,1341000.0
5439,WA,1919,1333000.0
5440,WA,1920,1373000.0
5441,WA,1921,1405000.0
5442,WA,1922,1415000.0
5443,WA,1923,1433000.0
5444,WA,1924,1467000.0
5445,WA,1925,1494000.0
5446,WA,1926,1516000.0
5447,WA,1927,1538000.0
5448,WA,1928,1551000.0
5449,WA,1929,1555000.0
5450,WA,1930,1568000.0
5451,WA,1931,1581000.0
5452,WA,1932,1584000.0
5453,WA,1933,1592000.0
5454,WA,1934,1610000.0
5455,WA,1935,1629000.0
5456,WA,1936,1653000.0
5457,WA,1937,1681000.0
5458,WA,1938,1698000.0
5459,WA,1939,1715000.0
5460,WA,1940,1740000.0
5461,WA,1941,1789000.0
5462,WA,1942,1901000.0
5463,WA,1943,2027000.0
5464,WA,1944,2092000.0
5465,WA,1945,2206000.0
5466,WA,1946,2288000.0
5467,WA,1947,2211000.0
5468,WA,1948,2255000.0
5469,WA,1949,2294000.0
5470,WA,1950,2387000.0
5471,WA,1951,2424000.0
5472,WA,1952,2448000.0
5473,WA,1953,2466000.0
5474,WA,1954,2516000.0
5475,WA,1955,2604000.0
5476,WA,1956,2668000.0
5477,WA,1957,2724000.0
5478,WA,1958,2773000.0
5479,WA,1959,2821000.0
5480,WA,1960,2855000.0
5481,WA,1961,2882000.0
5482,WA,1962,2942000.0
5483,WA,1963,2955000.0
5484,WA,1964,2961000.0
5485,WA,1965,2967000.0
5486,WA,1966,3057000.0
5487,WA,1967,3174000.0
5488,WA,1968,3270000.0
5489,WA,1969,3343000.0
5490,WA,1970,3413244.0
5491,WA,1971,3447553.0
5492,WA,1972,3447885.0
5493,WA,1973,3478782.0
5494,WA,1974,3549946.0
5495,WA,1975,3621339.0
5496,WA,1976,3693610.0
5497,WA,1977,3776050.0
5498,WA,1978,3889073.0
5499,WA,1979,4017632.0
5500,WA,1980,4154678.0
5501,WA,1981,4235731.0
5502,WA,1982,4276552.0
5503,WA,1983,4300266.0
5504,WA,1984,4343656.0
5505,WA,1985,4400098.0
5506,WA,1986,4452720.0
5507,WA,1987,4531901.0
5508,WA,1988,4639893.0
5509,WA,1989,4746316.0
5510,WA,1990,4900780.0
5511,WA,1991,5013443.0
5512,WA,1992,5139011.0
5513,WA,1993,5247704.0
5514,WA,1994,5334896.0
5515,WA,1995,5431024.0
5516,WA,1996,5509963.0
5517,WA,1997,5604105.0
5518,WA,1998,5687832.0
5519,WA,1999,5756361.0
5520,WA,2000,5910512.0
5521,WA,2001,5985722.0
5522,WA,2002,6052349.0
5523,WA,2003,6104115.0
5524,WA,2004,6178645.0
5525,WA,2005,6257305.0
5526,WA,2006,6370753.0
5527,WA,2007,6461587.0
5528,WA,2008,6562231.0
5529,WA,2009,6667426.0
5530,WA,2010,6742830.0
5531,WA,2011,6826627.0
5532,WA,2012,6897058.0
5533,WA,2013,6963985.0
5534,WA,2014,7054655.0
5535,WA,2015,7163657.0
5536,WA,2016,7294771.0
5537,WA,2017,7423362.0
5538,WA,2018,7523869.0
5539,WA,2019,7614893.0
5540,WV,1900,959000.0
5541,WV,1901,972000.0
5542,WV,1902,1000000.0
5543,WV,1903,1037000.0
5544,WV,1904,1064000.0
5545,WV,1905,1094000.0
5546,WV,1906,1122000.0
5547,WV,1907,1149000.0
5548,WV,1908,1174000.0
5549,WV,1909,1203000.0
5550,WV,1910,1231000.0
5551,WV,1911,1266000.0
5552,WV,1912,1291000.0
5553,WV,1913,1317000.0
5554,WV,1914,1362000.0
5555,WV,1915,1387000.0
5556,WV,1916,1414000.0
5557,WV,1917,1439000.0
5558,WV,1918,1438000.0
5559,WV,1919,1464000.0
5560,WV,1920,1470000.0
5561,WV,1921,1485000.0
5562,WV,1922,1498000.0
5563,WV,1923,1526000.0
5564,WV,1924,1577000.0
5565,WV,1925,1593000.0
5566,WV,1926,1623000.0
5567,WV,1927,1671000.0
5568,WV,1928,1696000.0
5569,WV,1929,1717000.0
5570,WV,1930,1733000.0
5571,WV,1931,1740000.0
5572,WV,1932,1747000.0
5573,WV,1933,1752000.0
5574,WV,1934,1771000.0
5575,WV,1935,1794000.0
5576,WV,1936,1808000.0
5577,WV,1937,1813000.0
5578,WV,1938,1828000.0
5579,WV,1939,1868000.0
5580,WV,1940,1907000.0
5581,WV,1941,1885000.0
5582,WV,1942,1831000.0
5583,WV,1943,1741000.0
5584,WV,1944,1706000.0
5585,WV,1945,1708000.0
5586,WV,1946,1826000.0
5587,WV,1947,1883000.0
5588,WV,1948,1899000.0
5589,WV,1949,1930000.0
5590,WV,1950,2006000.0
5591,WV,1951,1984000.0
5592,WV,1952,1957000.0
5593,WV,1953,1929000.0
5594,WV,1954,1905000.0
5595,WV,1955,1880000.0
5596,WV,1956,1857000.0
5597,WV,1957,1843000.0
5598,WV,1958,1845000.0
5599,WV,1959,1855000.0
5600,WV,1960,1853000.0
5601,WV,1961,1828000.0
5602,WV,1962,1809000.0
5603,WV,1963,1796000.0
5604,WV,1964,1797000.0
5605,WV,1965,1786000.0
5606,WV,1966,1775000.0
5607,WV,1967,1769000.0
5608,WV,1968,1763000.0
5609,WV,1969,1746000.0
5610,WV,1970,1744237.0
5611,WV,1971,1770657.0
5612,WV,1972,1797648.0
5613,WV,1973,1806360.0
5614,WV,1974,1815447.0
5615,WV,1975,1842250.0
5616,WV,1976,1879503.0
5617,WV,1977,1908088.0
5618,WV,1978,1923395.0
5619,WV,1979,1942146.0
5620,WV,1980,1951349.0
5621,WV,1981,1954124.0
5622,WV,1982,1949604.0
5623,WV,1983,1945061.0
5624,WV,1984,1927697.0
5625,WV,1985,1906831.0
5626,WV,1986,1882350.0
5627,WV,1987,1857585.0
5628,WV,1988,1830215.0
5629,WV,1989,1806568.0
5630,WV,1990,1792481.0
5631,WV,1991,1798212.0
5632,WV,1992,1805462.0
5633,WV,1993,1816179.0
5634,WV,1994,1818490.0
5635,WV,1995,1820560.0
5636,WV,1996,1818983.0
5637,WV,1997,1815588.0
5638,WV,1998,1811688.0
5639,WV,1999,1806928.0
5640,WV,2000,1807021.0
5641,WV,2001,1801481.0
5642,WV,2002,1805414.0
5643,WV,2003,1812295.0
5644,WV,2004,1816438.0
5645,WV,2005,1820492.0
5646,WV,2006,1827912.0
5647,WV,2007,1834052.0
5648,WV,2008,1840310.0
5649,WV,2009,1847775.0
5650,WV,2010,1854239.0
5651,WV,2011,1856301.0
5652,WV,2012,1856872.0
5653,WV,2013,1853914.0
5654,WV,2014,1849489.0
5655,WV,2015,1842050.0
5656,WV,2016,1831023.0
5657,WV,2017,1817004.0
5658,WV,2018,1804291.0
5659,WV,2019,1792147.0
5660,WI,1900,2072000.0
5661,WI,1901,2109000.0
5662,WI,1902,2141000.0
5663,WI,1903,2171000.0
5664,WI,1904,2202000.0
5665,WI,1905,2231000.0
5666,WI,1906,2250000.0
5667,WI,1907,2268000.0
5668,WI,1908,2292000.0
5669,WI,1909,2317000.0
5670,WI,1910,2345000.0
5671,WI,1911,2369000.0
5672,WI,1912,2407000.0
5673,WI,1913,2438000.0
5674,WI,1914,2490000.0
5675,WI,1915,2535000.0
5676,WI,1916,2562000.0
5677,WI,1917,2587000.0
5678,WI,1918,2597000.0
5679,WI,1919,2600000.0
5680,WI,1920,2679000.0
5681,WI,1921,2722000.0
5682,WI,1922,2761000.0
5683,WI,1923,2803000.0
5684,WI,1924,2833000.0
5685,WI,1925,2863000.0
5686,WI,1926,2892000.0
5687,WI,1927,2916000.0
5688,WI,1928,2923000.0
5689,WI,1929,2934000.0
5690,WI,1930,2950000.0
5691,WI,1931,2990000.0
5692,WI,1932,3021000.0
5693,WI,1933,3040000.0
5694,WI,1934,3054000.0
5695,WI,1935,3070000.0
5696,WI,1936,3082000.0
5697,WI,1937,3088000.0
5698,WI,1938,3098000.0
5699,WI,1939,3121000.0
5700,WI,1940,3143000.0
5701,WI,1941,3140000.0
5702,WI,1942,3053000.0
5703,WI,1943,3014000.0
5704,WI,1944,2980000.0
5705,WI,1945,2961000.0
5706,WI,1946,3167000.0
5707,WI,1947,3250000.0
5708,WI,1948,3314000.0
5709,WI,1949,3391000.0
5710,WI,1950,3438000.0
5711,WI,1951,3439000.0
5712,WI,1952,3469000.0
5713,WI,1953,3506000.0
5714,WI,1954,3608000.0
5715,WI,1955,3679000.0
5716,WI,1956,3742000.0
5717,WI,1957,3791000.0
5718,WI,1958,3843000.0
5719,WI,1959,3891000.0
5720,WI,1960,3962000.0
5721,WI,1961,4009000.0
5722,WI,1962,4049000.0
5723,WI,1963,4112000.0
5724,WI,1964,4165000.0
5725,WI,1965,4232000.0
5726,WI,1966,4274000.0
5727,WI,1967,4303000.0
5728,WI,1968,4345000.0
5729,WI,1969,4378000.0
5730,WI,1970,4417821.0
5731,WI,1971,4462155.0
5732,WI,1972,4502412.0
