state_po,year,leading_index
CO,2011,2.0016666666666665
CO,2012,2.1133333333333333
CO,2013,2.419166666666667
CO,2014,2.815
CO,2015,2.0891666666666664
CO,2016,1.9258333333333333
CO,2017,1.8316666666666663
CO,2018,1.4358333333333333
CO,2019,1.7166666666666668
CO,2020,1.485
CT,1982,0.6691666666666668
CT,1983,3.2150000000000003
CT,1984,1.4225
CT,1985,2.015833333333333
CT,1986,1.5233333333333334
CT,1987,1.7808333333333335
CT,1988,0.9758333333333332
CT,1989,-0.6625
CT,1990,0.005000000000000014
CT,1991,-0.6391666666666668
CT,1992,1.0799999999999998
CT,1993,2.898333333333333
CT,1994,1.3058333333333334
CT,1995,1.12
CT,1996,0.6866666666666669
CT,1997,2.5066666666666664
CT,1998,1.89
CT,1999,1.08
CT,2000,1.2916666666666667
CT,2001,0.07249999999999998
CT,2002,-0.4283333333333334
CT,2003,1.0466666666666666
CT,2004,1.538333333333333
CT,2005,1.12
CT,2006,1.0591666666666668
CT,2007,0.2741666666666667
CT,2008,-0.6616666666666666
CT,2009,-0.8633333333333332
CT,2010,0.7333333333333333
CT,2011,1.9291666666666665
CT,2012,1.2241666666666668
CT,2013,1.9175
CT,2014,2.07
CT,2015,1.6875
CT,2016,1.6725
CT,2017,1.1458333333333333
CT,2018,1.42
CT,2019,0.8175
CT,2020,1.485
DE,1982,1.5841666666666665
DE,1983,2.0925
DE,1984,1.935833333333333
DE,1985,2.1366666666666667
DE,1986,2.135
DE,1987,1.3775000000000002
DE,1988,1.4216666666666669
DE,1989,0.7308333333333333
DE,1990,-0.6766666666666666
DE,1991,2.0125
DE,1992,1.7591666666666663
DE,1993,1.1516666666666664
DE,1994,2.1958333333333333
DE,1995,0.5891666666666667
DE,1996,1.2283333333333335
DE,1997,2.021666666666667
DE,1998,1.3425
DE,1999,1.0216666666666665
DE,2000,0.8108333333333332
DE,2001,1.115
DE,2002,1.2208333333333334
DE,2003,1.538333333333333
DE,2004,1.3391666666666666
DE,2005,1.1933333333333334
DE,2006,1.2674999999999998
DE,2007,0.7591666666666668
DE,2008,-0.6508333333333334
DE,2009,0.4383333333333334
DE,2010,1.7574999999999996
DE,2011,1.778333333333333
DE,2012,1.284166666666667
DE,2013,1.8633333333333333
DE,2014,1.9383333333333328
DE,2015,1.5458333333333334
DE,2016,1.2808333333333335
DE,2017,1.4483333333333337
DE,2018,1.5141666666666669
DE,2019,0.7625000000000002
DE,2020,1.645
FL,1982,0.7691666666666667
FL,1983,3.1325
FL,1984,2.145833333333333
FL,1985,2.045833333333333
FL,1986,1.6725
FL,1987,2.0283333333333338
FL,1988,1.6583333333333332
FL,1989,1.2108333333333332
FL,1990,0.7399999999999998
FL,1991,0.9066666666666668
FL,1992,2.126666666666667
FL,1993,2.2875
FL,1994,2.208333333333333
FL,1995,1.6183333333333334
FL,1996,1.8675
FL,1997,1.8475
FL,1998,1.8391666666666664
FL,1999,1.81
FL,2000,1.4816666666666665
FL,2001,0.5341666666666667
FL,2002,2.058333333333333
FL,2003,2.085
FL,2004,1.975
FL,2005,2.2558333333333334
FL,2006,1.0741666666666667
FL,2007,0.2866666666666666
FL,2008,-0.5141666666666667
FL,2009,0.16
FL,2010,1.8108333333333333
FL,2011,2.6825
FL,2012,2.3641666666666663
FL,2013,2.4083333333333337
FL,2014,2.1766666666666667
FL,2015,2.28
FL,2016,1.903333333333333
FL,2017,1.8983333333333332
FL,2018,1.9933333333333327
FL,2019,1.805
FL,2020,1.755
GA,1982,1.6224999999999998
GA,1983,2.410833333333333
GA,1984,2.3258333333333336
GA,1985,2.0874999999999995
GA,1986,1.85
GA,1987,1.9283333333333332
GA,1988,1.761666666666667
GA,1989,1.5966666666666665
GA,1990,1.465
GA,1991,1.5116666666666665
GA,1992,1.725833333333333
GA,1993,2.226666666666667
GA,1994,2.146666666666667
GA,1995,1.8450000000000004
GA,1996,1.7541666666666664
GA,1997,1.8558333333333328
GA,1998,1.8291666666666668
GA,1999,1.7891666666666668
GA,2000,1.5758333333333334
GA,2001,1.0750000000000002
GA,2002,1.425
GA,2003,1.57
GA,2004,1.6508333333333336
GA,2005,1.7541666666666669
GA,2006,1.5783333333333334
GA,2007,1.18
GA,2008,0.4649999999999999
GA,2009,0.6175
GA,2010,1.5116666666666667
GA,2011,1.7483333333333333
GA,2012,1.8925
GA,2013,1.9375
GA,2014,2.0283333333333338
GA,2015,1.9625
GA,2016,1.805
GA,2017,1.7650000000000003
GA,2018,1.6491666666666662
GA,2019,1.653333333333333
GA,2020,1.495
HI,1982,0.9733333333333332
HI,1983,1.4283333333333337
HI,1984,0.8066666666666666
HI,1985,1.4125
HI,1986,1.9608333333333328
HI,1987,1.4516666666666664
HI,1988,1.0616666666666663
HI,1989,1.4091666666666665
HI,1990,1.0583333333333331
HI,1991,0.4475
HI,1992,-0.0725
HI,1993,0.8250000000000001
HI,1994,0.8325
HI,1995,0.15083333333333326
HI,1996,0.8425000000000001
HI,1997,1.1858333333333333
HI,1998,0.9033333333333332
HI,1999,1.893333333333333
HI,2000,1.4675
HI,2001,-0.11416666666666662
HI,2002,2.2383333333333337
HI,2003,0.7991666666666667
HI,2004,1.3358333333333332
HI,2005,1.3708333333333331
HI,2006,1.1308333333333334
HI,2007,0.25
HI,2008,-1.4325
HI,2009,0.44166666666666665
HI,2010,1.11
HI,2011,0.8533333333333332
HI,2012,2.273333333333334
HI,2013,1.159166666666667
HI,2014,1.4899999999999995
HI,2015,1.5916666666666668
HI,2016,1.1833333333333331
HI,2017,1.2358333333333331
HI,2018,0.4375
HI,2019,0.9983333333333334
HI,2020,0.5
ID,1982,0.7591666666666667
ID,1983,2.625
ID,1984,1.885833333333333
ID,1985,1.2891666666666666
ID,1986,1.143333333333333
ID,1987,2.1216666666666666
ID,1988,2.4308333333333336
ID,1989,2.1575
ID,1990,1.8083333333333331
ID,1991,1.6833333333333336
ID,1992,2.0908333333333333
ID,1993,2.401666666666667
ID,1994,2.0916666666666663
ID,1995,1.7391666666666663
ID,1996,1.8333333333333337
ID,1997,1.9225
ID,1998,1.8316666666666668
ID,1999,1.9925
ID,2000,1.7775
ID,2001,0.9233333333333332
ID,2002,1.7433333333333332
ID,2003,1.555
ID,2004,2.1733333333333333
ID,2005,2.2825
ID,2006,1.935833333333333
ID,2007,1.4333333333333331
ID,2008,-0.2008333333333333
ID,2009,0.2375000000000001
ID,2010,1.4691666666666665
ID,2011,1.9975
ID,2012,2.0716666666666668
ID,2013,2.085833333333333
ID,2014,2.1341666666666668
ID,2015,1.8658333333333332
ID,2016,2.0125
ID,2017,2.0108333333333337
ID,2018,1.9208333333333327
ID,2019,1.695833333333333
ID,2020,2.125
IL,1982,-1.0758333333333332
IL,1983,3.766666666666667
IL,1984,1.655833333333333
IL,1985,0.6975000000000001
IL,1986,2.1416666666666666
IL,1987,1.586666666666667
IL,1988,1.82
IL,1989,0.4291666666666665
IL,1990,0.3799999999999999
IL,1991,-0.29666666666666663
IL,1992,1.7108333333333332
IL,1993,1.4666666666666668
IL,1994,2.25
IL,1995,0.7125
IL,1996,1.0883333333333334
IL,1997,1.1983333333333333
IL,1998,1.336666666666667
IL,1999,1.080833333333333
IL,2000,0.5866666666666667
IL,2001,-0.24
IL,2002,1.0199999999999998
IL,2003,1.0941666666666667
IL,2004,1.6175
IL,2005,1.5041666666666664
IL,2006,1.0316666666666667
IL,2007,0.09916666666666668
IL,2008,-1.2391666666666667
IL,2009,-0.8941666666666664
IL,2010,2.084166666666666
IL,2011,1.2375
IL,2012,1.0924999999999996
IL,2013,1.4408333333333336
IL,2014,2.1841666666666666
IL,2015,0.9199999999999998
IL,2016,1.2858333333333334
IL,2017,1.544166666666667
IL,2018,1.2925000000000002
IL,2019,1.165
IL,2020,2.46
IN,1982,0.2508333333333333
IN,1983,2.69
IN,1984,1.9633333333333327
IN,1985,2.12
IN,1986,1.5675
IN,1987,2.1275
IN,1988,1.7283333333333328
IN,1989,0.96
IN,1990,0.7341666666666667
IN,1991,0.9866666666666668
IN,1992,1.4725
IN,1993,1.9925
IN,1994,1.685833333333333
IN,1995,0.9833333333333334
IN,1996,1.3816666666666666
IN,1997,1.1416666666666666
IN,1998,1.2474999999999998
IN,1999,1.0283333333333335
IN,2000,0.5808333333333334
IN,2001,-0.2158333333333334
IN,2002,1.2666666666666668
IN,2003,1.0066666666666666
IN,2004,1.086666666666667
IN,2005,1.0683333333333334
IN,2006,0.7925000000000001
IN,2007,0.6908333333333334
IN,2008,-0.7458333333333332
IN,2009,-0.2216666666666665
IN,2010,1.6608333333333334
IN,2011,1.5533333333333332
IN,2012,1.3266666666666669
IN,2013,1.8258333333333332
IN,2014,1.600833333333333
IN,2015,1.518333333333333
IN,2016,1.305
IN,2017,1.2875000000000003
IN,2018,0.8508333333333334
IN,2019,0.9075
IN,2020,1.56
IA,1982,-0.1058333333333333
IA,1983,2.73
IA,1984,0.8308333333333335
IA,1985,1.155
IA,1986,2.12
IA,1987,2.235
IA,1988,1.7883333333333329
IA,1989,1.2033333333333334
IA,1990,0.7525000000000001
IA,1991,1.1683333333333332
IA,1992,1.7191666666666665
IA,1993,1.7591666666666663
IA,1994,1.6091666666666669
IA,1995,0.9633333333333334
IA,1996,1.1366666666666667
IA,1997,1.586666666666667
IA,1998,1.155
IA,1999,1.2258333333333329
IA,2000,0.4491666666666668
IA,2001,0.07666666666666667
IA,2002,0.8399999999999999
IA,2003,0.9516666666666668
IA,2004,0.9666666666666668
IA,2005,1.43
IA,2006,1.1150000000000002
IA,2007,0.8324999999999999
IA,2008,-0.3933333333333333
IA,2009,0.07166666666666661
IA,2010,1.5716666666666663
IA,2011,1.525
IA,2012,1.5708333333333335
IA,2013,1.47
IA,2014,1.505
IA,2015,1.3541666666666667
IA,2016,1.2458333333333331
IA,2017,1.4241666666666668
IA,2018,0.8858333333333333
IA,2019,0.5766666666666667
IA,2020,0.7350000000000001
KS,1982,-1.5141666666666664
KS,1983,3.075
KS,1984,1.5525
KS,1985,0.4224999999999999
KS,1986,1.1516666666666666
KS,1987,1.9591666666666667
KS,1988,1.2983333333333336
KS,1989,1.0908333333333335
KS,1990,0.3775
KS,1991,1.3525
KS,1992,0.6141666666666667
KS,1993,0.8866666666666666
KS,1994,1.5783333333333334
KS,1995,1.6666666666666667
KS,1996,0.9958333333333336
KS,1997,1.8533333333333333
KS,1998,1.2516666666666667
KS,1999,1.1183333333333334
KS,2000,0.3
KS,2001,0.04083333333333336
KS,2002,0.5791666666666666
KS,2003,0.5766666666666667
KS,2004,1.6658333333333333
KS,2005,1.6058333333333332
KS,2006,1.383333333333333
KS,2007,0.9258333333333332
KS,2008,-0.3999999999999999
KS,2009,-0.8825000000000002
KS,2010,1.3200000000000005
KS,2011,1.8291666666666668
KS,2012,1.5583333333333331
KS,2013,1.669166666666667
KS,2014,1.6924999999999997
KS,2015,1.2474999999999998
KS,2016,0.9608333333333332
KS,2017,1.6508333333333332
KS,2018,1.508333333333333
KS,2019,1.1658333333333333
KS,2020,1.385
KY,1982,-0.805
KY,1983,3.5966666666666662
KY,1984,2.0391666666666666
KY,1985,-0.04583333333333337
KY,1986,1.2516666666666667
KY,1987,2.7016666666666667
KY,1988,2.2175
KY,1989,1.5375
KY,1990,-0.3650000000000001
KY,1991,0.9866666666666668
KY,1992,1.3258333333333332
KY,1993,2.169166666666667
KY,1994,1.965833333333333
KY,1995,0.6749999999999999
KY,1996,0.05583333333333338
KY,1997,2.76
KY,1998,0.5908333333333333
KY,1999,1.4441666666666666
KY,2000,0.6325
KY,2001,-0.7233333333333333
KY,2002,1.288333333333333
KY,2003,1.5650000000000002
KY,2004,1.8283333333333331
KY,2005,0.5991666666666667
KY,2006,1.495
KY,2007,0.8508333333333332
KY,2008,-2.0675000000000003
KY,2009,0.11083333333333338
KY,2010,1.8766666666666665
KY,2011,2.645833333333333
KY,2012,1.1191666666666666
KY,2013,1.3816666666666666
KY,2014,3.1650000000000005
KY,2015,0.9033333333333332
KY,2016,1.1266666666666667
KY,2017,2.035
KY,2018,1.3383333333333336
KY,2019,0.7666666666666666
KY,2020,2.12
LA,1982,-0.5091666666666668
LA,1983,0.8116666666666665
LA,1984,0.6975000000000001
LA,1985,-0.5333333333333333
LA,1986,-0.3266666666666666
LA,1987,0.6641666666666666
LA,1988,0.7800000000000001
LA,1989,0.4616666666666666
LA,1990,0.2508333333333333
LA,1991,0.00333333333333333
LA,1992,0.003333333333333334
LA,1993,0.17666666666666667
LA,1994,1.175
LA,1995,0.7991666666666667
LA,1996,0.3841666666666666
LA,1997,0.7933333333333334
LA,1998,0.6700000000000003
LA,1999,0.68
LA,2000,0.8116666666666665
LA,2001,0.21083333333333332
LA,2002,0.22166666666666665
LA,2003,0.3425000000000001
LA,2004,1.24
LA,2005,0.7291666666666666
LA,2006,0.8850000000000001
LA,2007,0.64
LA,2008,0.2341666666666667
LA,2009,-0.08416666666666668
LA,2010,0.4983333333333334
LA,2011,0.4216666666666665
LA,2012,0.2575
LA,2013,0.28
LA,2014,0.4816666666666667
LA,2015,0.23166666666666666
LA,2016,0.3425
LA,2017,0.8975
LA,2018,1.6141666666666667
LA,2019,0.8416666666666667
LA,2020,1.045
ME,1982,0.5399999999999999
ME,1983,2.31
ME,1984,2.0741666666666667
ME,1985,1.4025
ME,1986,1.4541666666666664
ME,1987,1.9691666666666665
ME,1988,1.3016666666666667
ME,1989,-0.2691666666666667
ME,1990,-1.4283333333333337
ME,1991,0.7608333333333334
ME,1992,1.653333333333333
ME,1993,1.01
ME,1994,1.8283333333333331
ME,1995,1.1575
ME,1996,1.3216666666666663
ME,1997,1.1666666666666663
ME,1998,1.3666666666666665
ME,1999,1.159166666666667
ME,2000,0.99
ME,2001,0.2408333333333333
ME,2002,0.785
ME,2003,1.1358333333333333
ME,2004,1.3041666666666665
ME,2005,1.1391666666666669
ME,2006,0.66
ME,2007,0.435
ME,2008,-0.9858333333333332
ME,2009,0.4616666666666667
ME,2010,1.2233333333333332
ME,2011,1.221666666666667
ME,2012,1.2333333333333332
ME,2013,1.6483333333333334
ME,2014,1.784166666666667
ME,2015,1.7341666666666666
ME,2016,1.284166666666667
ME,2017,1.3949999999999998
ME,2018,0.9316666666666666
ME,2019,0.8791666666666665
ME,2020,-0.5750000000000001
MD,1982,1.735
MD,1983,4.163333333333334
MD,1984,2.452500000000001
MD,1985,2.5866666666666664
MD,1986,1.1283333333333334
MD,1987,1.8141666666666667
MD,1988,1.9991666666666668
MD,1989,1.4591666666666667
MD,1990,-0.8216666666666667
MD,1991,0.1041666666666667
MD,1992,1.7508333333333337
MD,1993,2.26
MD,1994,2.28
MD,1995,1.0416666666666663
MD,1996,1.5041666666666669
MD,1997,1.5066666666666668
MD,1998,2.494166666666666
MD,1999,1.9358333333333335
MD,2000,1.05
MD,2001,0.17333333333333334
MD,2002,1.7516666666666667
MD,2003,1.4966666666666664
MD,2004,1.365
MD,2005,1.8575
MD,2006,1.1241666666666663
MD,2007,1.4025
MD,2008,-1.465833333333333
MD,2009,-0.6908333333333331
MD,2010,1.5575
MD,2011,1.965833333333333
MD,2012,1.586666666666667
MD,2013,2.148333333333333
MD,2014,2.1475
MD,2015,2.4291666666666667
MD,2016,1.596666666666667
MD,2017,1.5416666666666667
MD,2018,1.5558333333333334
MD,2019,1.5791666666666668
MD,2020,2.26
MA,1982,0.9724999999999998
MA,1983,4.198333333333333
MA,1984,3.856666666666667
MA,1985,2.084166666666667
MA,1986,1.7141666666666668
MA,1987,2.414166666666667
MA,1988,0.6183333333333332
MA,1989,-1.1725
MA,1990,-2.415
MA,1991,0.13333333333333344
MA,1992,2.8200000000000003
MA,1993,3.6233333333333326
MA,1994,2.5591666666666666
MA,1995,1.8891666666666669
MA,1996,2.336666666666667
MA,1997,2.0625
MA,1998,1.5041666666666669
MA,1999,1.4466666666666663
MA,2000,1.3658333333333337
MA,2001,-1.2175
MA,2002,0.2833333333333333
MA,2003,1.5133333333333334
MA,2004,2.4691666666666667
MA,2005,1.23
MA,2006,0.8308333333333335
MA,2007,1.2483333333333333
MA,2008,-1.585
MA,2009,-0.9841666666666664
MA,2010,2.8175000000000003
MA,2011,2.606666666666667
MA,2012,1.6616666666666668
MA,2013,2.185833333333333
MA,2014,2.7575000000000003
MA,2015,2.6633333333333336
MA,2016,2.151666666666667
MA,2017,1.4466666666666668
MA,2018,1.5766666666666664
MA,2019,1.3133333333333332
MA,2020,1.475
MI,1982,-0.6725
MI,1983,4.482500000000001
MI,1984,2.0225
MI,1985,2.978333333333333
MI,1986,1.5583333333333336
MI,1987,1.163333333333333
MI,1988,1.883333333333333
MI,1989,-0.08083333333333333
MI,1990,-0.16166666666666674
MI,1991,0.5241666666666667
MI,1992,2.5425
MI,1993,1.8808333333333327
MI,1994,2.668333333333333
MI,1995,0.875
MI,1996,0.955
MI,1997,0.9558333333333332
MI,1998,0.6533333333333332
MI,1999,0.8308333333333332
MI,2000,-0.15416666666666667
MI,2001,-1.0466666666666666
MI,2002,1.1825
MI,2003,1.0766666666666669
MI,2004,0.8316666666666667
MI,2005,0.6816666666666666
MI,2006,-0.44583333333333336
MI,2007,-0.5308333333333333
MI,2008,-1.6825
MI,2009,-1.2425000000000006
MI,2010,2.92
MI,2011,2.433333333333333
MI,2012,1.3475
MI,2013,1.6324999999999996
MI,2014,2.540833333333333
MI,2015,1.72
MI,2016,0.8983333333333334
MI,2017,1.0708333333333333
MI,2018,0.6633333333333331
MI,2019,0.28250000000000003
MI,2020,1.825
MN,1982,-0.6391666666666668
MN,1983,3.109166666666667
MN,1984,2.535
MN,1985,1.4183333333333332
MN,1986,2.0783333333333336
MN,1987,2.1750000000000003
MN,1988,1.8233333333333333
MN,1989,0.7425
MN,1990,0.6833333333333335
MN,1991,1.315
MN,1992,1.8125
MN,1993,2.0425
MN,1994,2.310833333333333
MN,1995,1.3833333333333335
MN,1996,1.3066666666666669
MN,1997,1.9475
MN,1998,1.3583333333333334
MN,1999,1.086666666666667
MN,2000,0.7141666666666665
MN,2001,0.3083333333333333
MN,2002,1.5891666666666668
MN,2003,1.2708333333333333
MN,2004,2.251666666666667
MN,2005,1.4800000000000002
MN,2006,0.7825000000000001
MN,2007,0.5075
MN,2008,-0.2725
MN,2009,0.7199999999999999
MN,2010,2.085833333333333
MN,2011,2.4866666666666664
MN,2012,1.8125
MN,2013,2.0083333333333333
MN,2014,2.2225
MN,2015,1.5258333333333336
MN,2016,1.2191666666666665
MN,2017,2.0050000000000003
MN,2018,1.38
MN,2019,0.8049999999999998
MN,2020,1.78
MS,1982,0.32083333333333336
MS,1983,1.4400000000000002
MS,1984,1.1716666666666669
MS,1985,0.9741666666666666
MS,1986,0.7191666666666667
MS,1987,1.3975
MS,1988,1.1983333333333333
MS,1989,0.9041666666666668
MS,1990,0.7808333333333333
MS,1991,0.895
MS,1992,1.1700000000000002
MS,1993,1.4808333333333332
MS,1994,1.4525
MS,1995,0.8925
MS,1996,0.9341666666666666
MS,1997,1.0341666666666671
MS,1998,1.0733333333333333
MS,1999,0.8066666666666666
MS,2000,0.7608333333333334
MS,2001,0.4633333333333333
MS,2002,0.9033333333333334
MS,2003,1.055
MS,2004,0.96
MS,2005,0.9525
MS,2006,0.9408333333333332
MS,2007,0.7358333333333333
MS,2008,0.4541666666666666
MS,2009,0.245
MS,2010,0.9200000000000004
MS,2011,0.8724999999999999
MS,2012,1.0908333333333329
MS,2013,0.9175
MS,2014,1.0925
MS,2015,1.0641666666666667
MS,2016,0.9366666666666666
MS,2017,0.9591666666666668
MS,2018,0.9025
MS,2019,0.7333333333333334
MS,2020,1.29
MO,1982,0.04666666666666667
MO,1983,2.3233333333333333
MO,1984,1.7974999999999997
MO,1985,1.2758333333333334
MO,1986,0.9475
MO,1987,1.4025
MO,1988,0.9941666666666666
MO,1989,0.7475
MO,1990,0.054166666666666585
MO,1991,1.1258333333333332
MO,1992,1.0475
MO,1993,1.3924999999999998
MO,1994,1.485
MO,1995,1.0533333333333337
MO,1996,0.7766666666666667
MO,1997,1.0874999999999997
MO,1998,1.2900000000000005
MO,1999,0.9875
MO,2000,0.23333333333333345
MO,2001,0.345
MO,2002,1.0091666666666668
MO,2003,0.9083333333333332
MO,2004,1.045
MO,2005,1.3133333333333332
MO,2006,0.7208333333333333
MO,2007,0.4358333333333333
MO,2008,-0.5641666666666666
MO,2009,0.0375
MO,2010,1.1424999999999998
MO,2011,1.6858333333333333
MO,2012,1.3058333333333332
MO,2013,1.018333333333333
MO,2014,1.445
MO,2015,1.4541666666666666
MO,2016,1.0141666666666664
MO,2017,1.2658333333333331
MO,2018,1.086666666666667
MO,2019,0.8025000000000001
MO,2020,0.975
MT,1982,-0.6649999999999998
MT,1983,1.715
MT,1984,1.945833333333333
MT,1985,0.2383333333333333
MT,1986,0.7008333333333333
MT,1987,1.4125
MT,1988,2.783333333333333
MT,1989,1.4016666666666664
MT,1990,-0.5941666666666667
MT,1991,0.7558333333333334
MT,1992,1.719166666666667
MT,1993,2.5025
MT,1994,1.5200000000000002
MT,1995,0.5800000000000001
MT,1996,1.5533333333333337
MT,1997,0.4466666666666666
MT,1998,0.6124999999999999
MT,1999,1.3358333333333334
MT,2000,1.1308333333333331
MT,2001,0.8475
MT,2002,1.2516666666666667
MT,2003,0.4450000000000001
MT,2004,1.7041666666666668
MT,2005,1.835
MT,2006,1.7999999999999998
MT,2007,-0.6933333333333334
MT,2008,-1.748333333333333
