stcode,ABBcode,AnyCong,NoCong,EvanProt,Catholic,MainProt,Other,CongSession,YrElected,stateabbr,CDnum
30,MT00,42.074383,57.925617,11.589305,16.41497,9.6081343,4.4619722,109,2004,MT,0
31,NE03,66.224838,33.775162,18.965361,21.851568,24.210758,1.1971527,109,2004,NE,3
31,NE01,55.627884,44.372116,15.338301,16.913761,21.331274,2.0445476,109,2004,NE,1
31,NE02,51.207859,48.792141,11.220888,24.820406,11.062362,4.1042047,109,2004,NE,2
32,NV03,36.053741,63.946259,6.1832113,17.579176,1.7971218,10.494231,109,2004,NV,3
32,NV01,36.053741,63.946259,6.1832113,17.579176,1.7971218,10.494231,109,2004,NV,1
32,NV02,30.660294,69.339706,6.8284497,14.588871,2.2523446,6.9906282,109,2004,NV,2
33,NH01,44.161919,55.838081,2.782706,32.370113,6.6995473,2.3095498,109,2004,NH,1
33,NH02,41.155746,58.84425,3.0075586,28.405533,7.5116582,2.2309983,109,2004,NH,2
34,NJ03,48.485622,51.514378,3.2739458,32.611481,6.8061671,5.7940283,109,2004,NJ,3
34,NJ08,54.174511,45.825489,3.3464923,35.221207,4.4358225,11.170989,109,2004,NJ,8
34,NJ11,56.645542,43.354458,3.3758144,38.356724,7.5488453,7.3641596,109,2004,NJ,11
34,NJ13,60.075039,39.924961,2.6284242,45.638409,3.5587308,8.2494736,109,2004,NJ,13
34,NJ10,60.063362,39.936638,3.0861788,40.135273,5.984127,10.857784,109,2004,NJ,10
34,NJ05,61.487339,38.512661,2.9484122,43.731949,7.2092919,7.5976868,109,2004,NJ,5
34,NJ01,53.074867,46.925133,4.4491463,34.214367,7.9905014,6.4208498,109,2004,NJ,1
34,NJ06,61.500065,38.499935,2.3191907,44.108479,5.945869,9.1265268,109,2004,NJ,6
34,NJ12,57.413986,42.586014,2.6895611,39.825157,6.8888774,8.0103893,109,2004,NJ,12
34,NJ04,53.574917,46.425083,2.641608,36.70055,6.9956636,7.2370968,109,2004,NJ,4
34,NJ09,68.194374,31.805622,2.7095525,50.531494,5.3688803,9.5844507,109,2004,NJ,9
34,NJ02,42.003326,57.996674,4.7622838,24.557196,7.8312707,4.8525753,109,2004,NJ,2
34,NJ07,58.6036,41.3964,3.0874269,41.545021,7.835403,6.135747,109,2004,NJ,7
35,NM02,59.490547,40.509453,16.660336,35.669731,4.242167,2.9183121,109,2004,NM,2
35,NM01,51.829472,48.170528,11.185491,32.068344,4.7249179,3.8507175,109,2004,NM,1
35,NM03,53.535328,46.464672,11.901049,32.731621,3.9599128,4.9427471,109,2004,NM,3
36,NY22,48.748329,51.251671,3.3942842,30.596306,9.7159109,5.0418282,109,2004,NY,22
36,NY29,44.26886,55.73114,6.5650535,23.80595,11.21744,2.6804171,109,2004,NY,29
36,NY27,63.015667,36.984333,5.6260695,43.619884,9.6463614,4.1233506,109,2004,NY,27
36,NY11,58.41087,41.58913,4.1923833,32.170242,3.8515375,18.196707,109,2004,NY,11
36,NY05,53.63755,46.36245,2.5321295,34.061718,2.991292,14.05241,109,2004,NY,5
36,NY26,53.688961,46.311039,5.4927502,35.232651,9.9199657,3.0435917,109,2004,NY,26
36,NY19,61.225155,38.774845,3.0426068,44.613071,6.104445,7.4650326,109,2004,NY,19
36,NY07,48.67321,51.32679,2.9207549,33.406776,2.4984212,9.8472567,109,2004,NY,7
36,NY08,59.00021,40.99979,3.5403101,31.146776,5.1817837,19.131338,109,2004,NY,8
36,NY17,62.27713,37.72287,3.0443642,40.740681,3.4131711,15.078914,109,2004,NY,17
36,NY16,48.745022,51.254978,3.133589,36.39249,2.4306884,6.7882557,109,2004,NY,16
36,NY12,56.81525,43.18475,3.6922319,31.330872,4.0601559,17.731991,109,2004,NY,12
36,NY21,53.867332,46.132668,3.4187987,36.33276,9.7691631,4.3466101,109,2004,NY,21
36,NY10,58.41087,41.58913,4.1923833,32.170242,3.8515375,18.196707,109,2004,NY,10
36,NY25,50.642857,49.357143,4.4844074,30.927177,11.0324,4.1988721,109,2004,NY,25
36,NY28,57.061539,42.938461,5.8522172,38.092068,8.7337322,4.3835206,109,2004,NY,28
36,NY14,56.149277,43.850723,2.8344018,29.94137,5.2396889,18.133818,109,2004,NY,14
36,NY02,69.838104,30.161898,2.8815596,54.3708,5.101089,7.4846535,109,2004,NY,2
36,NY04,72.449799,27.5502,2.1470356,51.439625,4.5185513,14.344586,109,2004,NY,4
36,NY09,51.724213,48.275787,3.1225634,30.315266,2.9850743,15.301309,109,2004,NY,9
36,NY15,59.360962,40.639038,2.9289312,30.315613,6.3558831,19.760536,109,2004,NY,15
36,NY01,69.624321,30.375679,2.9384785,54.59185,5.1460629,6.9479289,109,2004,NY,1
36,NY13,67.140289,32.859711,3.068707,49.483047,3.2439661,11.344567,109,2004,NY,13
36,NY03,71.780548,28.219448,2.3427699,52.234989,4.6741762,12.528617,109,2004,NY,3
36,NY24,42.968418,57.031582,3.6724274,26.055023,11.471678,1.7692904,109,2004,NY,24
36,NY23,44.099617,55.900383,3.9004765,29.55065,9.5127001,1.1357908,109,2004,NY,23
36,NY06,48.681828,51.318172,2.6336935,29.482849,2.5889173,13.97637,109,2004,NY,6
36,NY18,68.840584,31.159414,2.5067303,48.067242,5.3511233,12.915489,109,2004,NY,18
36,NY20,43.398491,56.601509,3.4568508,27.517061,10.714097,1.7104833,109,2004,NY,20
37,NC03,37.047546,62.952454,20.121071,3.1413507,11.66103,2.1240935,109,2004,NC,3
37,NC04,41.446972,58.553028,17.126492,7.3321447,12.980477,4.0078564,109,2004,NC,4
37,NC02,39.933746,60.066254,24.251375,3.3414345,10.136986,2.2039502,109,2004,NC,2
37,NC12,48.598324,51.401676,21.783379,5.4195237,18.265438,3.1299856,109,2004,NC,12
37,NC11,55.269547,44.730453,39.541626,3.5393088,10.836355,1.3522569,109,2004,NC,11
37,NC10,59.487087,40.512913,40.887413,2.1365216,14.925144,1.5380074,109,2004,NC,10
37,NC09,51.126808,48.873192,26.622505,6.8690381,14.855269,2.7799935,109,2004,NC,9
37,NC08,47.170185,52.829815,26.800308,3.8467131,14.32396,2.1992028,109,2004,NC,8
37,NC07,43.107399,56.892601,26.171133,3.8366497,10.186638,2.9129806,109,2004,NC,7
37,NC05,50.495838,49.504162,32.118526,2.730643,14.255122,1.3915443,109,2004,NC,5
37,NC13,43.582355,56.417645,20.598528,6.2627387,13.622852,3.0982351,109,2004,NC,13
37,NC06,43.339649,56.660351,20.695528,3.0524845,17.718344,1.8732941,109,2004,NC,6
37,NC01,40.539616,59.460384,24.786741,1.9043487,11.359715,2.4888124,109,2004,NC,1
38,ND00,70.770782,29.229216,10.51474,26.708866,32.478626,1.0685543,109,2004,ND,0
39,OH09,48.299549,51.700451,8.0543957,23.816769,13.383402,3.0449831,109,2004,OH,9
39,OH10,55.772816,44.227184,6.5884027,32.369415,8.3944769,8.4205227,109,2004,OH,10
39,OH18,36.776829,63.223171,14.871243,5.5001316,15.784389,.62106419,109,2004,OH,18
39,OH17,47.033699,52.966301,9.4720221,23.92252,10.85879,2.7803659,109,2004,OH,17
39,OH16,49.072403,50.927597,15.819769,16.15045,14.916817,2.1853671,109,2004,OH,16
39,OH12,37.24511,62.75489,9.5216503,13.295373,11.054112,3.3739724,109,2004,OH,12
39,OH02,37.374245,62.625755,12.322492,15.995953,7.1765285,1.8792713,109,2004,OH,2
39,OH14,47.587902,52.412098,8.7524023,27.617611,9.3404589,1.8774309,109,2004,OH,14
39,OH06,39.132687,60.867313,11.359815,13.040697,13.050448,1.6817262,109,2004,OH,6
39,OH11,55.772816,44.227184,6.5884027,32.369415,8.3944769,8.4205227,109,2004,OH,11
39,OH08,41.59589,58.40411,14.669305,14.738939,10.504141,1.6835037,109,2004,OH,8
39,OH07,33.667194,66.332802,11.450284,8.9938402,11.433391,1.7896817,109,2004,OH,7
39,OH04,43.452602,56.547398,12.59027,12.46321,17.257002,1.1421191,109,2004,OH,4
39,OH13,47.30209,52.69791,10.4074,24.540222,9.5616245,2.7928426,109,2004,OH,13
39,OH15,37.913681,62.086319,10.394607,12.386088,11.410505,3.7224803,109,2004,OH,15
39,OH01,49.923111,50.076889,10.006575,25.815067,9.7456198,4.3558493,109,2004,OH,1
39,OH03,41.291588,58.708412,14.873687,13.244766,10.266088,2.9070468,109,2004,OH,3
39,OH05,54.587585,45.412415,12.374709,22.46291,18.534779,1.2151868,109,2004,OH,5
40,OK02,57.03952,42.96048,46.495708,1.4965385,7.7249293,1.3223432,109,2004,OK,2
40,OK05,67.969681,32.030319,44.69722,6.724052,12.954349,3.5940599,109,2004,OK,5
40,OK04,57.720264,42.279736,41.911991,4.270864,9.8584833,1.6789272,109,2004,OK,4
40,OK01,57.044292,42.955708,32.906715,6.6277938,14.633591,2.876194,109,2004,OK,1
40,OK03,61.247177,38.752823,40.174881,5.0428514,14.716559,1.312886,109,2004,OK,3
41,OR04,25.494352,74.505646,12.094256,5.1987791,3.988646,4.2126708,109,2004,OR,4
41,OR05,32.248367,67.751633,12.595835,10.585531,5.1296101,3.937393,109,2004,OR,5
41,OR03,39.258537,60.741463,10.494001,17.359928,5.5365624,5.8680449,109,2004,OR,3
41,OR01,29.045393,70.954605,10.884144,8.8901386,4.2368517,5.0342579,109,2004,OR,1
41,OR02,30.215973,69.784027,11.388677,9.3057222,4.2394323,5.2821412,109,2004,OR,2
42,PA01,53.244297,46.755703,5.106401,31.564348,7.6668758,8.9066725,109,2004,PA,1
42,PA11,55.798962,44.201038,4.0357056,35.412125,14.292491,2.0586393,109,2004,PA,11
42,PA09,47.238541,52.761459,12.182694,13.814433,19.698839,1.5425756,109,2004,PA,9
42,PA03,55.422478,44.577522,8.3872414,28.20841,17.435856,1.3909688,109,2004,PA,3
42,PA07,64.912163,35.087833,3.4994524,44.969933,11.501616,4.9411654,109,2004,PA,7
42,PA15,58.731472,41.268528,4.2048063,28.642277,21.740713,4.1436744,109,2004,PA,15
42,PA19,46.727608,53.272392,9.7131948,12.382665,22.585667,2.046082,109,2004,PA,19
42,PA10,48.539753,51.460247,5.7414289,22.609007,18.735918,1.4533997,109,2004,PA,10
42,PA06,57.892979,42.107021,4.9871974,31.165771,17.665279,4.0747313,109,2004,PA,6
42,PA18,64.133354,35.866646,5.5615945,39.616455,15.499378,3.4559252,109,2004,PA,18
42,PA05,47.767933,52.232067,8.615387,18.246351,20.026697,.87949765,109,2004,PA,5
42,PA08,66.322716,33.677284,3.9099286,45.772652,11.310193,5.3299446,109,2004,PA,8
42,PA13,58.101246,41.898754,5.226223,33.002724,11.418834,8.4534655,109,2004,PA,13
42,PA02,52.2519,47.7481,5.3662257,29.762819,7.7590904,9.3637629,109,2004,PA,2
42,PA12,59.439693,40.560307,7.3678451,31.277702,19.204075,1.5900701,109,2004,PA,12
42,PA04,62.97364,37.02636,6.740941,37.105942,15.338317,3.7884393,109,2004,PA,4
42,PA14,67.339218,32.660782,5.0578589,44.686932,12.692745,4.90168,109,2004,PA,14
42,PA16,50.756927,49.243073,16.460667,15.731874,16.793427,1.7709621,109,2004,PA,16
42,PA17,52.84959,47.15041,7.3958716,19.84207,23.044746,2.5669048,109,2004,PA,17
44,RI01,60.391823,39.608177,1.914224,48.824902,6.6107464,3.0419486,109,2004,RI,1
44,RI02,59.602951,40.397049,2.0227206,48.712761,6.78052,2.0869489,109,2004,RI,2
45,SC01,42.380356,57.619644,19.81316,6.3286405,11.811068,4.4274893,109,2004,SC,1
45,SC03,55.121498,44.878502,41.162052,2.4245973,9.054801,2.4800465,109,2004,SC,3
45,SC05,50.314419,49.685581,31.686737,2.1189773,12.439404,4.0692992,109,2004,SC,5
45,SC02,44.790218,55.209782,23.119905,4.2588701,14.037972,3.3734717,109,2004,SC,2
45,SC04,58.5648,41.4352,41.303688,3.5246291,11.223406,2.5130756,109,2004,SC,4
45,SC06,45.776932,54.223068,22.56872,2.9022381,14.116981,6.188992,109,2004,SC,6
46,SD00,64.114456,35.885544,14.091813,21.736076,26.99036,1.2962072,109,2004,SD,0
47,TN04,49.061081,50.938919,37.798088,2.1826708,7.5817156,1.4986049,109,2004,TN,4
47,TN01,54.30418,45.69582,41.432312,1.448148,10.567454,.8562668,109,2004,TN,1
47,TN03,58.802109,41.197891,45.037281,2.6235309,9.0011368,2.1401603,109,2004,TN,3
47,TN06,43.790779,56.209221,33.253029,2.6162548,6.8422604,1.0792341,109,2004,TN,6
47,TN05,52.846313,47.153687,33.54707,4.5873098,9.2214575,5.4904795,109,2004,TN,5
47,TN07,49.920467,50.079533,31.877007,4.8603759,9.2180882,3.9649951,109,2004,TN,7
47,TN09,50.194401,49.805599,25.768061,6.0316253,9.5514994,8.843215,109,2004,TN,9
47,TN02,62.464302,37.535698,45.659515,3.3810854,11.487255,1.9364444,109,2004,TN,2
47,TN08,54.964058,45.035942,40.551617,2.3473549,9.2160158,2.8490729,109,2004,TN,8
48,TX31,44.632538,55.367462,24.396351,10.03786,7.4681935,2.7301345,109,2004,TX,31
48,TX04,61.625427,38.374573,42.851555,7.67208,8.2643356,2.8374577,109,2004,TX,4
48,TX26,45.052193,54.947807,24.92712,9.2312603,7.5783405,3.3154731,109,2004,TX,26
48,TX08,50.952293,49.047707,32.067669,9.9781017,6.2788458,2.6276741,109,2004,TX,8
48,TX28,56.813,43.187,13.411644,36.02433,5.4272184,1.9498047,109,2004,TX,28
48,TX02,59.790146,40.209854,26.697332,20.652821,7.2411375,5.1988568,109,2004,TX,2
48,TX17,52.866726,47.133274,31.092409,10.799589,9.0036135,1.9711145,109,2004,TX,17
48,TX29,53.585835,46.414165,22.817953,18.166826,7.6373558,4.9636998,109,2004,TX,29
48,TX03,54.640957,45.359043,22.752903,18.048622,8.3796568,5.459774,109,2004,TX,3
48,TX06,54.508278,45.491722,31.672796,10.598942,9.0676126,3.1689255,109,2004,TX,6
48,TX05,55.338036,44.661964,31.117125,13.450463,7.2343483,3.5360994,109,2004,TX,5
48,TX11,62.330059,37.669941,37.015789,14.743388,9.1632547,1.4076256,109,2004,TX,11
48,TX13,69.142662,30.857336,49.079006,8.8486862,9.178896,2.0360746,109,2004,TX,13
48,TX14,55.781261,44.218739,22.697002,22.371693,8.0416937,2.6708722,109,2004,TX,14
48,TX15,53.980247,46.019753,11.660806,35.966454,4.8250875,1.5278995,109,2004,TX,15
48,TX10,49.794338,50.205662,19.199381,17.874001,8.7709455,3.950011,109,2004,TX,10
48,TX01,63.450436,36.549564,43.839371,8.4083872,8.3229914,2.8796859,109,2004,TX,1
48,TX24,52.537277,47.462723,24.62085,15.012043,8.2088804,4.6955047,109,2004,TX,24
48,TX30,57.642677,42.357323,22.966772,20.543365,8.1397772,5.992764,109,2004,TX,30
48,TX19,68.740685,31.259314,43.26564,14.422827,9.5114079,1.5408125,109,2004,TX,19
48,TX18,53.585835,46.414165,22.817953,18.166826,7.6373558,4.9636998,109,2004,TX,18
48,TX16,61.150841,38.849159,8.8659992,48.171223,2.0444007,2.0692172,109,2004,TX,16
48,TX32,57.642677,42.357323,22.966772,20.543365,8.1397772,5.992764,109,2004,TX,32
48,TX23,59.203072,40.796928,14.141298,37.6637,5.5362792,1.861794,109,2004,TX,23
48,TX25,50.979656,49.020344,12.229135,31.376545,4.9223447,2.451633,109,2004,TX,25
48,TX07,53.585835,46.414165,22.817953,18.166826,7.6373558,4.9636998,109,2004,TX,7
48,TX12,52.410091,47.589909,30.554255,9.6645241,8.9922628,3.1990509,109,2004,TX,12
48,TX20,61.656075,38.343925,16.308064,37.065285,5.4867291,2.7959967,109,2004,TX,20
48,TX22,49.024242,50.975758,18.627457,18.89996,7.279851,4.2169738,109,2004,TX,22
48,TX21,52.954674,47.045326,16.348183,26.333992,6.9853201,3.2871792,109,2004,TX,21
48,TX09,52.066376,47.933624,21.335213,18.380152,7.5306768,4.8203344,109,2004,TX,9
48,TX27,55.198074,44.801926,15.526231,33.252819,4.3981047,2.0209208,109,2004,TX,27
49,UT01,77.191475,22.808527,2.49259,5.6478996,1.2377497,67.813232,109,2004,UT,1
49,UT03,79.878159,20.121843,1.4603127,3.7902126,.91795242,73.709679,109,2004,UT,3
49,UT02,72.347664,27.652334,2.2084212,5.3494654,1.3918921,63.397888,109,2004,UT,2
50,VT00,36.928753,63.071247,2.9011068,22.778372,9.1777639,2.0715091,109,2004,VT,0
51,VA02,36.944019,63.055984,15.039798,8.0219021,9.7210989,4.1612191,109,2004,VA,2
51,VA06,51.855045,48.144955,27.225506,3.576618,18.462265,2.5906584,109,2004,VA,6
51,VA07,44.130554,55.869446,21.380947,5.6593618,13.896626,3.1936202,109,2004,VA,7
51,VA01,40.84322,59.15678,18.494434,8.1952629,11.623707,2.5298142,109,2004,VA,1
51,VA08,42.555424,57.444576,6.9875998,18.174109,9.9916277,7.4020886,109,2004,VA,8
51,VA10,43.753994,56.246006,9.5079412,16.816013,10.878157,6.5518827,109,2004,VA,10
51,VA03,44.514061,55.485939,18.925783,5.1092424,13.73484,6.7441959,109,2004,VA,3
51,VA04,37.343334,62.656666,19.0996,4.0964699,11.162909,2.9843552,109,2004,VA,4
51,VA05,45.688049,54.311951,28.625643,2.5348685,12.333223,2.194313,109,2004,VA,5
51,VA09,40.62994,59.37006,25.032618,1.2327968,13.123487,1.2410382,109,2004,VA,9
51,VA11,43.434978,56.565022,8.1654501,18.908903,9.4640074,6.8966169,109,2004,VA,11
53,WA05,35.292057,64.707939,11.647533,12.227418,6.55163,4.8654737,109,2004,WA,5
53,WA02,29.364305,70.635696,10.293232,9.7211552,5.7513638,3.5985563,109,2004,WA,2
53,WA08,36.321075,63.678925,10.101468,14.123874,6.2924089,5.8033252,109,2004,WA,8
53,WA09,34.022141,65.977859,10.695412,11.906819,5.9572039,5.4627061,109,2004,WA,9
53,WA03,29.524734,70.475266,12.163703,7.807405,4.8715549,4.6820717,109,2004,WA,3
53,WA06,29.759821,70.240181,10.979959,8.3695679,5.6806087,4.7296853,109,2004,WA,6
53,WA07,37.406864,62.593136,9.5142126,15.456253,6.4714508,5.9649491,109,2004,WA,7
53,WA01,30.657234,69.342766,9.7954741,10.803862,5.2136683,4.8442311,109,2004,WA,1
53,WA04,40.327312,59.672688,11.78393,17.192051,5.6805506,5.6707802,109,2004,WA,4
54,WV01,42.159412,57.840588,10.854252,10.451474,19.354116,1.4995695,109,2004,WV,1
54,WV03,32.282421,67.717583,14.770123,2.1459942,14.178736,1.1875665,109,2004,WV,3
54,WV02,32.892479,67.107521,10.531313,4.0679483,16.632841,1.660375,109,2004,WV,2
55,WI02,52.42458,47.57542,8.9223986,24.249537,17.313667,1.9389775,109,2004,WI,2
55,WI05,60.465389,39.534611,15.356412,32.329071,10.467293,2.3126123,109,2004,WI,5
55,WI03,59.50502,40.49498,11.871765,25.065826,21.929148,.638282,109,2004,WI,3
55,WI06,61.178162,38.821838,17.543484,28.427109,14.546259,.66131037,109,2004,WI,6
55,WI07,61.170296,38.829704,15.506007,29.823109,15.28265,.55853045,109,2004,WI,7
55,WI01,50.217892,49.782108,10.440123,26.648975,10.983351,2.1454437,109,2004,WI,1
55,WI04,47.02787,52.97213,10.528905,25.093052,6.3731594,5.0327559,109,2004,WI,4
55,WI08,69.622131,30.377867,16.066454,40.411129,12.379295,.76525497,109,2004,WI,8
56,WY00,43.867001,56.132999,11.016981,14.116912,8.1530008,10.580108,109,2004,WY,0
1,AL02,59.416988,40.583012,41.713669,1.9885539,9.5886774,6.1260915,110,2006,AL,2
1,AL01,56.423664,43.576336,35.168831,7.0489364,8.6886368,5.5172629,110,2006,AL,1
1,AL06,61.492447,38.507553,41.239918,4.4719853,8.9457083,6.834836,110,2006,AL,6
1,AL05,55.409584,44.590416,40.060936,3.5636473,9.2138109,2.571192,110,2006,AL,5
1,AL03,55.847904,44.152096,38.271385,1.9097341,9.2356825,6.4311008,110,2006,AL,3
1,AL04,66.156731,33.843273,54.091751,3.6859894,6.7205868,1.6584003,110,2006,AL,4
1,AL07,63.561565,36.438435,39.963169,4.4610806,9.2303534,9.9069643,110,2006,AL,7
2,AK00,34.130806,65.869194,13.512795,7.7713113,5.1109691,7.7357311,110,2006,AK,0
4,AZ02,36.330441,63.669559,11.20747,14.2394,3.3159556,7.5676146,110,2006,AZ,2
4,AZ04,39.336658,60.663342,12.395346,15.086407,3.5679429,8.2869625,110,2006,AZ,4
4,AZ06,37.481102,62.518898,11.573725,14.820756,3.3598287,7.7267942,110,2006,AZ,6
4,AZ07,39.178474,60.821526,9.4155531,21.450943,3.268888,5.043088,110,2006,AZ,7
4,AZ01,34.828964,65.171036,9.1346054,11.966598,2.394526,11.333234,110,2006,AZ,1
4,AZ05,39.336655,60.663345,12.395346,15.086407,3.5679431,8.2869606,110,2006,AZ,5
4,AZ08,41.488609,58.511391,9.4795198,22.772881,3.9954944,5.240716,110,2006,AZ,8
4,AZ03,39.336658,60.663342,12.395345,15.086407,3.5679431,8.2869644,110,2006,AZ,3
5,AR03,53.641449,46.358551,37.351112,6.6054778,7.8494291,1.8354303,110,2006,AR,3
5,AR04,60.94611,39.05389,44.532627,2.5584033,7.7842555,6.0708218,110,2006,AR,4
5,AR01,55.500618,44.499382,44.19907,1.940761,6.6629219,2.6978621,110,2006,AR,1
5,AR02,54.664566,45.335434,37.043442,5.4680667,8.7005348,3.4525228,110,2006,AR,2
6,CA21,47.279266,52.720734,12.669262,28.336052,2.887696,3.386256,110,2006,CA,21
6,CA43,40.790405,59.209595,11.264891,23.557016,1.7520744,4.216424,110,2006,CA,43
6,CA08,37.915318,62.084682,3.5985446,18.325798,6.3747058,9.6162682,110,2006,CA,8
6,CA35,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,35
6,CA22,47.97374,52.02626,11.978209,29.532948,2.3435102,4.119072,110,2006,CA,22
6,CA44,44.117455,55.882545,9.8580704,27.659039,2.032789,4.5675554,110,2006,CA,44
6,CA50,43.836308,56.163692,8.2372856,27.341078,2.8569233,5.4010205,110,2006,CA,50
6,CA10,37.862076,62.137924,8.1486874,20.876583,3.4738541,5.3629498,110,2006,CA,10
6,CA45,43.869431,56.130569,9.8229332,27.813406,1.8292495,4.4038444,110,2006,CA,45
6,CA29,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763992,110,2006,CA,29
6,CA25,51.513088,48.486912,8.3721275,34.302429,2.5542755,6.2842579,110,2006,CA,25
6,CA53,43.836304,56.163696,8.2372856,27.341078,2.8569233,5.4010162,110,2006,CA,53
6,CA33,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763992,110,2006,CA,33
6,CA13,34.223621,65.776375,6.8750439,17.687107,2.9010513,6.7604208,110,2006,CA,13
6,CA49,43.869247,56.130753,8.9301071,27.594643,2.3970182,4.9474773,110,2006,CA,49
6,CA51,44.698746,55.301254,8.0265064,29.53541,2.4888489,4.6479816,110,2006,CA,51
6,CA37,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,37
6,CA39,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763992,110,2006,CA,39
6,CA38,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763992,110,2006,CA,38
6,CA27,55.094555,44.905445,7.4481101,37.644989,2.8250606,7.176394,110,2006,CA,27
6,CA11,40.12289,59.87711,8.2239761,23.883209,2.82708,5.1886268,110,2006,CA,11
6,CA20,48.495228,51.504772,11.736074,30.841349,2.2747941,3.6430113,110,2006,CA,20
6,CA40,45.370373,54.629627,10.078169,26.851927,3.074789,5.3654857,110,2006,CA,40
6,CA28,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,28
6,CA16,43.434944,56.565056,7.1626606,26.550167,2.8011429,6.9209752,110,2006,CA,16
6,CA01,34.435314,65.564682,7.3440628,19.632498,2.9626212,4.4961305,110,2006,CA,1
6,CA52,43.836308,56.163692,8.2372866,27.34108,2.8569236,5.4010177,110,2006,CA,52
6,CA04,32.643414,67.35659,12.139487,13.35603,2.6275036,4.5203915,110,2006,CA,4
6,CA32,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763992,110,2006,CA,32
6,CA02,30.092815,69.907181,10.908506,12.309052,2.6202528,4.2550049,110,2006,CA,2
6,CA06,35.906071,64.093933,4.4433751,22.698839,3.1662691,5.5975871,110,2006,CA,6
6,CA23,48.44453,51.55547,7.5194163,32.98727,3.4498563,4.4879842,110,2006,CA,23
6,CA18,45.484795,54.515205,10.623936,29.239122,2.2116923,3.4100451,110,2006,CA,18
6,CA05,37.018345,62.981655,10.497856,17.046904,3.0219519,6.4516335,110,2006,CA,5
6,CA46,47.898678,52.101322,9.3978405,29.653971,3.0099239,5.8369427,110,2006,CA,46
6,CA48,45.370373,54.629627,10.078169,26.851929,3.074789,5.3654852,110,2006,CA,48
6,CA15,43.434944,56.565056,7.1626606,26.550167,2.8011429,6.9209752,110,2006,CA,15
6,CA26,49.133648,50.866352,9.0421848,31.74736,2.3764925,5.9676108,110,2006,CA,26
6,CA31,55.094559,44.905441,7.4481111,37.644989,2.8250608,7.1763964,110,2006,CA,31
6,CA34,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,34
6,CA14,42.574471,57.425529,5.7049417,27.595869,2.9988828,6.274776,110,2006,CA,14
6,CA19,44.803654,55.196346,12.122429,26.59177,2.4695048,3.6199489,110,2006,CA,19
6,CA24,45.757679,54.242321,7.7184114,30.126255,3.1677833,4.7452302,110,2006,CA,24
6,CA47,45.370369,54.629631,10.078169,26.851927,3.0747888,5.3654842,110,2006,CA,47
6,CA36,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,36
6,CA42,46.23241,53.76759,9.8263454,28.207666,2.7255726,5.4728284,110,2006,CA,42
6,CA12,43.031048,56.968952,3.2523115,29.099478,4.2079835,6.4712758,110,2006,CA,12
6,CA07,38.216881,61.783119,8.5740728,21.145313,3.5472221,4.9502711,110,2006,CA,7
6,CA30,55.094559,44.905441,7.4481101,37.644989,2.8250606,7.1763973,110,2006,CA,30
6,CA03,37.055038,62.944958,10.153627,17.859318,2.9489036,6.0931916,110,2006,CA,3
6,CA41,41.472908,58.527092,10.964248,24.491716,1.7684301,4.2485151,110,2006,CA,41
6,CA17,44.728142,55.271858,5.2072487,32.974163,2.6070092,3.9397202,110,2006,CA,17
6,CA09,34.223621,65.776382,6.8750439,17.687107,2.9010515,6.7604189,110,2006,CA,9
8,CO05,35.034023,64.965981,14.825388,10.468791,6.1684456,3.571398,110,2006,CO,5
8,CO07,33.88089,66.11911,10.863719,14.870061,4.3510571,3.7960515,110,2006,CO,7
8,CO06,33.269493,66.730507,12.69716,11.41638,4.9067068,4.2492471,110,2006,CO,6
8,CO04,39.851681,60.148319,13.899079,14.95855,7.5937271,3.4003222,110,2006,CO,4
8,CO01,50.107548,49.892452,8.2356386,26.070765,7.0179086,8.7832365,110,2006,CO,1
8,CO03,44.20554,55.79446,10.61003,23.274775,5.1080103,5.2127256,110,2006,CO,3
8,CO02,33.948753,66.051247,8.4875402,16.686247,4.7936454,3.9813192,110,2006,CO,2
9,CT04,65.714478,34.285519,4.0769844,45.951672,9.692709,5.9931178,110,2006,CT,4
9,CT03,51.874176,48.125824,3.1250391,37.243645,7.1242256,4.381268,110,2006,CT,3
9,CT05,53.848015,46.151985,3.5048308,36.729977,9.2607069,4.3525009,110,2006,CT,5
9,CT02,46.061447,53.938553,3.0295517,32.343426,8.1813574,2.5071092,110,2006,CT,2
9,CT01,52.084396,47.915604,4.3014064,33.716759,9.6230869,4.4431462,110,2006,CT,1
10,DE00,41.290974,58.709026,6.3809309,19.942587,10.964142,4.003315,110,2006,DE,0
12,FL03,44.33213,55.66787,22.766512,10.193489,6.4263616,4.9457684,110,2006,FL,3
12,FL19,43.089699,56.910301,10.337572,19.496256,3.5872581,9.6686125,110,2006,FL,19
